date,code,price,pct_chg,turnover,name
2026-06-08,600749,16.17,7.87%,7.81%,西藏旅游
2026-06-08,003025,15.65,5.32%,8.35%,思进智能
2026-06-08,600736,7.86,8.56%,10.78%,苏州高新
2026-06-08,600721,7.79,10.03%,9.61%,百花医药
2026-06-08,002631,8.04,7.92%,8.76%,德尔未来
2026-06-08,002164,14.66,9.98%,11.39%,宁波东力
