date,code,price,pct_chg,turnover,name
2026-06-05,002254,15.53,9.99%,9.95%,泰和新材
2026-06-05,601636,7.03,7.16%,7.83%,旗滨集团
2026-06-05,600973,7.62,9.96%,6.8%,宝胜股份
