date,code,price,pct_chg,turnover,name
2026-03-19,605050,13.12,5.81%,3.13%,福然德
2026-03-19,000407,5.25,5.42%,11.95%,胜利股份
2026-03-19,002521,8.54,5.82%,6.07%,齐峰新材
