date,code,price,pct_chg,turnover,name
2026-03-27,600338,17.48,10.01%,11.38%,西藏珠峰
2026-03-27,002972,12.19,7.12%,8.02%,科安达
2026-03-27,605388,7.05,9.98%,3.34%,均瑶健康
2026-03-27,003042,17.97,9.98%,10.04%,中农联合
2026-03-27,000695,14.29,10.01%,13.47%,滨海能源
2026-03-27,002068,9.2,10.05%,7.2%,黑猫股份
2026-03-27,603399,11.72,10.05%,9.32%,永杉锂业
