date,code,price,pct_chg,turnover,name
2026-06-16,603166,14.8,10.04%,3.52%,福达股份
2026-06-16,600203,12.53,7.65%,9.69%,福日电子
2026-06-16,600996,9.58,6.09%,5.77%,贵广网络
2026-06-16,002734,16.39,10.0%,6.84%,利民股份
