date,code,price,pct_chg,turnover,name
2026-01-08,000065,12.5,6.2%,5.45%,北方国际
2026-01-08,000503,9.59,5.27%,3.39%,国新健康
2026-01-08,600172,6.51,9.97%,21.36%,黄河旋风
2026-01-08,002671,5.5,5.77%,6.41%,龙泉股份
2026-01-08,002316,5.19,9.96%,7.12%,亚联发展
2026-01-08,603429,10.98,7.44%,4.81%,集友股份
2026-01-08,603333,8.99,10.04%,8.33%,尚纬股份
2026-01-08,688403,18.2,8.98%,8.63%,汇成股份
