date,code,price,pct_chg,turnover,name
2026-01-19,603001,9.41,10.06%,6.17%,奥康国际
2026-01-19,600163,6.09,9.93%,3.62%,中闽能源
2026-01-19,600195,8.49,7.88%,4.27%,中牧股份
2026-01-19,002062,9.68,7.32%,6.47%,宏润建设
2026-01-19,002067,5.86,8.52%,19.71%,景兴纸业
2026-01-19,605189,16.25,6.14%,4.62%,富春染织
2026-01-19,001278,21.65,10.01%,9.98%,一彬科技
