date,code,price,pct_chg,turnover,name
2026-05-22,600596,13.26,10.04%,5.74%,新安股份
2026-05-22,600416,12.98,10.0%,5.96%,湘电股份
2026-05-22,000856,10.75,7.07%,9.78%,冀东装备
2026-05-22,000532,13.64,10.0%,8.02%,华金资本
