date,code,price,pct_chg,turnover,name
2026-04-14,600469,7.25,10.02%,4.26%,风神股份
2026-04-16,002511,8.82,6.27%,3.16%,中顺洁柔
2026-04-16,600397,14.88,5.31%,6.2%,江钨装备
2026-04-16,002842,33.85,6.85%,26.28%,翔鹭钨业
2026-04-16,002378,32.39,7.47%,9.24%,章源钨业
2026-04-16,603878,8.27,9.97%,4.21%,武进不锈
2026-04-16,605336,15.65,9.98%,4.76%,帅丰电器
