date,code,price,pct_chg,turnover,name
2026-07-15,002062,7.56,10.04%,3.44%,宏润建设
2026-07-31,002115,11.23,9.99%,15.89%,三维通信
2026-07-15,600199,6.94,9.98%,4.96%,金种子酒
