date,code,price,pct_chg,turnover,name
2026-01-06,002286,9.87,10.03%,8.5%,保龄宝
2026-01-06,603528,10.97,6.92%,12.79%,多伦科技
2026-01-06,600611,6.07,9.96%,9.24%,大众交通
2026-01-06,002328,7.01,5.73%,12.61%,新朋股份
2026-01-06,600906,7.12,5.79%,5.0%,财达证券
2026-01-06,002795,6.85,9.95%,11.23%,永和智控
2026-01-06,600739,12.27,7.16%,3.47%,辽宁成大
2026-01-06,002225,6.1,6.09%,6.37%,濮耐股份
2026-01-06,603101,10.28,5.01%,5.02%,汇嘉时代
