date,code,price,pct_chg,turnover,name
2026-07-15,600199,6.94,9.98%,4.96%,金种子酒
2026-07-15,002264,6.15,5.67%,3.71%,新 华 都
2026-07-15,002599,5.61,6.65%,5.38%,盛通股份
2026-07-15,002062,7.56,10.04%,3.44%,宏润建设
2026-07-15,002258,13.83,7.79%,5.5%,利尔化学
