date,code,price,pct_chg,turnover,name
2026-02-27,000048,19.06,8.48%,3.33%,京基智农
2025-12-25,002048,29.3,5.78%,6.76%,宁波华翔
2026-02-27,000592,11.82,6.97%,25.95%,平潭发展
2026-02-27,002973,15.59,10.02%,4.0%,侨银股份
2026-02-25,002271,18.75,9.08%,4.69%,东方雨虹
2026-01-23,688223,6.9,20.0%,5.75%,晶科能源
2025-12-25,603895,29.3,5.21%,4.08%,天永智能
2025-12-25,603036,20.9,7.68%,4.35%,如通股份
