date,code,price,pct_chg,turnover,name
2026-03-09,603165,14.95,10.01%,5.52%,荣晟环保
2026-03-09,002575,8.02,10.01%,16.71%,群兴玩具
2026-03-09,000973,14.5,10.02%,8.59%,佛塑科技
