date,code,price,pct_chg,turnover,name
2026-04-08,603158,12.3,8.47%,13.74%,腾龙股份
2026-04-08,002757,20.68,8.16%,5.83%,南兴股份
2026-04-08,000811,18.43,10.03%,3.06%,冰轮环境
2026-04-08,603777,14.03,10.04%,6.05%,来伊份
