date,code,price,pct_chg,turnover,name
2026-04-20,002394,14.16,5.2%,4.04%,联发股份
2026-04-20,002492,8.16,9.97%,4.88%,恒基达鑫
2026-04-20,000803,8.71,6.48%,10.7%,山高环能
