date,code,price,pct_chg,turnover,name
2026-04-24,002999,7.66,10.06%,9.37%,天禾股份
2026-04-24,000546,7.16,9.98%,23.51%,金圆股份
2026-04-24,603599,15.17,10.01%,4.18%,广信股份
2026-04-24,600429,6.01,6.37%,3.02%,三元股份
2026-04-24,002799,8.39,6.07%,4.97%,环球印务
