date,code,price,pct_chg,turnover,name
2026-07-10,000561,7.58,6.76%,5.14%,烽火电子
2026-07-10,002383,7.14,5.0%,3.64%,合众思壮
2026-07-10,002519,5.98,9.32%,10.5%,银河电子
2026-07-10,002465,13.58,8.9%,7.96%,海格通信
2026-07-10,603712,12.81,7.47%,4.22%,七一二
