code,name
000048,京基智农
000532,华金资本
000798,中水渔业
000917,电广传媒
001299,美能能源
002036,联创电子
002072,凯瑞德
002103,广博股份
002136,安 纳 达
002169,智光电气
002177,御银股份
002264,新 华 都
002272,川润股份
002277,友阿股份
002278,神开股份
002363,隆基机械
002413,雷科防务
002462,嘉事堂
002571,德力股份
002600,领益智造
002691,冀凯股份
002905,金逸影视
003037,三和管桩
600172,黄河旋风
600178,东安动力
600179,安通控股
600376,首开股份
600515,海南机场
600620,天宸股份
600682,南京新百
600694,大商股份
600707,彩虹股份
600784,鲁银投资
600909,华安证券
601068,中铝国际
601512,中新集团
601519,大智慧
601969,海南矿业
603221,爱丽家居
603333,尚纬股份
603660,苏州科达
603680,今创集团
603879,永悦科技
603936,博敏电子
603967,中创物流
605007,五洲特纸
605162,新中港
