date,code,name,price
2026-01-10,002946,新乳业,18.61
2026-01-10,000530,冰山冷热,7.31
2026-01-10,601965,中国汽研,17.33
2026-01-10,603668,天马科技,16.65
2026-01-10,002587,奥拓电子,6.72
2026-01-10,600730,中国高科,12.7
2026-01-10,000708,中信特钢,15.87
2026-01-10,601019,山东出版,8.66
2026-01-10,600335,国机汽车,6.5
2026-01-10,002632,道明光学,12.95
2026-01-10,605155,西大门,16.95
2026-01-10,002739,万达电影,11.39
2026-01-10,000061,农 产 品,9.96
2026-01-10,002612,朗姿股份,19.5
2026-01-10,002729,好利科技,16.31
2026-01-10,000589,贵州轮胎,5.09
2026-01-10,000571,新大洲A,5.99
2026-01-10,000610,西安旅游,12.55
2026-01-10,600859,王府井,15.3
2026-01-10,601038,一拖股份,14.17
2026-01-10,002511,中顺洁柔,8.29
2026-01-10,600998,九州通,5.25
2026-01-10,603871,嘉友国际,13.83
2026-01-10,000598,兴蓉环境,7.16
2026-01-10,603327,福蓉科技,11.15
2026-01-10,600999,招商证券,17.14
2026-01-10,002588,史丹利,9.81
2026-01-10,002330,得利斯,5.02
2026-01-10,601825,沪农商行,9.08
2026-01-10,600054,黄山旅游,11.43
2026-01-10,002399,海普瑞,12.08
2026-01-10,002928,华夏航空,10.93
2026-01-10,601238,广汽集团,8.43
2026-01-10,000686,东北证券,9.53
2026-01-10,000630,铜陵有色,5.7
2026-01-10,601857,中国石油,9.8
2026-01-10,000888,峨眉山Ａ,13.25
2026-01-10,000338,潍柴动力,17.58
2026-01-10,600507,方大特钢,5.94
2026-01-10,002696,百洋股份,7.08
2026-01-10,601696,中银证券,14.88
