date,code,name,price
2026-02-09,600150,中国船舶,33.84
2026-02-09,603075,热威股份,22.01
2026-02-09,600438,通威股份,21.38
2026-02-09,002971,和远气体,31.06
2026-02-09,001205,盛航股份,16.2
2026-02-09,002980,华盛昌,21.18
2026-02-09,601598,中国外运,5.98
2026-02-09,001256,炜冈科技,21.35
2026-02-09,603351,威尔药业,26.73
2026-02-09,603615,茶花股份,23.55
2026-02-09,600071,凤凰光学,21.06
2026-02-09,603919,金徽酒,20.43
2026-02-09,003020,立方制药,27.07
2026-02-09,000735,罗 牛 山,8.45
2026-02-09,600975,新五丰,5.9
2026-02-09,688209,英集芯,21.51
2026-02-09,603848,好太太,19.4
2026-02-09,002241,歌尔股份,28.73
2026-02-09,603004,鼎龙科技,23.79
2026-02-09,001308,康冠科技,20.83
2026-02-09,603619,中曼石油,22.23
2026-02-09,605287,德才股份,26.21
2026-02-09,001279,强邦新材,34.42
2026-02-09,001323,慕思股份,26.67
2026-02-09,002778,中晟高科,21.35
2026-02-09,002990,盛视科技,28.1
2026-02-09,601988,中国银行,5.37
2026-02-09,603100,川仪股份,22.94
2026-02-09,600764,中国海防,27.24
2026-02-09,603895,天永智能,29.3
2026-02-09,001298,好上好,29.97
2026-02-09,001231,农心科技,22.26
2026-02-09,000505,京粮控股,7.79
2026-02-09,601595,上海电影,29.2
2026-02-09,002668,TCL智家,10.07
2026-02-09,688105,诺唯赞,20.32
2026-02-09,003008,开普检测,22.43
2026-02-09,605186,健麾信息,20.14
2026-02-09,603185,弘元绿能,31.3
2026-02-09,603908,牧高笛,23.54
2026-02-09,600403,大有能源,7.37
2026-02-09,003011,海象新材,22.4
2026-02-09,001373,翔腾新材,31.14
2026-02-09,603817,海峡环保,6.98
2026-02-09,688567,孚能科技,16.34
2026-02-09,001266,宏英智能,30.0
2026-02-09,601728,中国电信,6.0
