date,code,name,price
2026-01-30,002761,浙江建投,8.7
2026-01-30,600150,中国船舶,33.84
2026-01-30,603075,热威股份,22.01
2026-01-30,600438,通威股份,21.38
2026-01-30,002320,海峡股份,10.56
2026-01-30,002971,和远气体,31.06
2026-01-30,002980,华盛昌,21.18
2026-01-30,001256,炜冈科技,21.35
2026-01-30,002100,天康生物,7.28
2026-01-30,002966,苏州银行,8.24
2026-01-30,600908,无锡银行,5.9
2026-01-30,603351,威尔药业,26.73
2026-01-30,600559,老白干酒,17.16
2026-01-30,000848,承德露露,8.62
2026-01-30,601169,北京银行,5.36
2026-01-30,603615,茶花股份,23.55
2026-01-30,600373,中文传媒,9.55
2026-01-30,600071,凤凰光学,21.06
2026-01-30,002500,山西证券,6.12
2026-01-30,600197,伊力特,14.77
2026-01-30,603919,金徽酒,20.43
2026-01-30,003020,立方制药,27.07
2026-01-30,688209,英集芯,21.51
2026-01-30,002241,歌尔股份,28.73
2026-01-30,603004,鼎龙科技,23.79
2026-01-30,001308,康冠科技,20.83
2026-01-30,603619,中曼石油,22.23
2026-01-30,605287,德才股份,26.21
2026-01-30,001279,强邦新材,34.42
2026-01-30,001323,慕思股份,26.67
2026-01-30,002778,中晟高科,21.35
2026-01-30,002990,盛视科技,28.1
2026-01-30,603100,川仪股份,22.94
2026-01-30,600764,中国海防,27.24
2026-01-30,603895,天永智能,29.3
2026-01-30,001298,好上好,29.97
2026-01-30,001231,农心科技,22.26
2026-01-30,002295,精艺股份,12.89
2026-01-30,601928,凤凰传媒,10.15
2026-01-30,601595,上海电影,29.2
2026-01-30,000876,新 希 望,8.98
2026-01-30,688105,诺唯赞,20.32
2026-01-30,600919,江苏银行,10.13
2026-01-30,003008,开普检测,22.43
2026-01-30,601077,渝农商行,6.47
2026-01-30,605186,健麾信息,20.14
2026-01-30,601009,南京银行,10.59
2026-01-30,603185,弘元绿能,31.3
2026-01-30,600199,金种子酒,10.3
2026-01-30,603908,牧高笛,23.54
2026-01-30,600012,皖通高速,14.47
2026-01-30,600771,广誉远,18.5
2026-01-30,003011,海象新材,22.4
2026-01-30,600737,中粮糖业,17.39
2026-01-30,001373,翔腾新材,31.14
2026-01-30,002003,伟星股份,10.34
2026-01-30,688567,孚能科技,16.34
2026-01-30,000860,顺鑫农业,15.9
2026-01-30,001266,宏英智能,30.0
2026-01-30,603230,内蒙新华,12.93
