code,signal,name
600732,长线均线支撑,爱旭股份
600854,长线均线支撑,春兰股份
603823,长线均线支撑,百合花
002064,长线均线支撑,华峰化学
600054,突破回踩,黄山旅游
600769,突破回踩,祥龙电业
002678,长线均线支撑,珠江钢琴
600736,长线均线支撑,苏州高新
600493,长线均线支撑,凤竹纺织
002161,长线均线支撑,远 望 谷
600886,突破回踩,国投电力
000036,MACD底背离,华联控股
603707,长线均线支撑,健友股份
600877,长线均线支撑,电科芯片
603680,长线均线支撑,今创集团
000566,MACD底背离,海南海药
002366,上升通道回踩,融发核电
600884,长线均线支撑,杉杉股份
002177,上升通道回踩,御银股份
000949,上升通道回踩,新乡化纤
000655,长线均线支撑,金岭矿业
002511,上升通道回踩,中顺洁柔
600490,长线均线支撑,鹏欣资源
002811,长线均线支撑,郑中设计
600510,长线均线支撑,黑牡丹
002863,长线均线支撑,今飞凯达
000403,上升通道回踩,派林生物
605136,MACD底背离,丽人丽妆
601566,MACD底背离,九牧王
000755,上升通道回踩,山西高速
002053,长线均线支撑,云南能投
603227,长线均线支撑,雪峰科技
603505,长线均线支撑,金石资源
605108,MACD底背离,同庆楼
000507,上升通道回踩,珠海港
603015,长线均线支撑,弘讯科技
002772,上升通道回踩,众兴菌业
600012,突破回踩,皖通高速
603871,上升通道回踩,嘉友国际
603776,长线均线支撑,永安行
002631,突破回踩,德尔未来
000505,长线均线支撑,京粮控股
603178,MACD底背离,圣龙股份
603182,长线均线支撑,嘉华股份
000582,上升通道回踩,北部湾港
600435,长线均线支撑,北方导航
600558,长线均线支撑,大西洋
600776,长线均线支撑,东方通信
002347,长线均线支撑,泰尔股份
600703,上升通道回踩,三安光电
600128,长线均线支撑,苏豪弘业
000557,长线均线支撑,西部创业
603177,长线均线支撑,德创环保
000695,突破回踩,滨海能源
000850,长线均线支撑,华茂股份
002068,长线均线支撑,黑猫股份
600814,长线均线支撑,杭州解百
002968,长线均线支撑,新大正
603335,长线均线支撑,迪生力
603018,长线均线支撑,华设集团
600773,突破回踩,西藏城投
002579,长线均线支撑,中京电子
000700,长线均线支撑,模塑科技
605377,突破回踩,华旺科技
000626,突破回踩,远大控股
003036,上升通道回踩,泰坦股份
002666,突破回踩,德联集团
002534,长线均线支撑,西子洁能
603588,突破回踩,高能环境
600372,长线均线支撑,中航机载
002107,长线均线支撑,沃华医药
601001,上升通道回踩,晋控煤业
600469,长线均线支撑,风神股份
000803,上升通道回踩,山高环能
000600,上升通道回踩,建投能源
600163,上升通道回踩,中闽能源
603777,长线均线支撑,来伊份
002725,长线均线支撑,跃岭股份
600063,上升通道回踩,皖维高新
002011,上升通道回踩,盾安环境
600586,长线均线支撑,金晶科技
600468,上升通道回踩,百利电气
600268,上升通道回踩,国电南自
000546,长线均线支撑,金圆股份
002910,长线均线支撑,庄园牧场
