类型,代码,名称,现价,量比,RSI6/14,KDJ/MACD,距60日线,今日涨跌
0-点火启动(即买即涨),603958,哈森股份,16.25,1.14,22.3/22.8,金叉/绿柱缩短,32.5%,4.3%
1-多指标共振金叉,000537,中绿电,6.94,0.89,18.6/19.6,金叉/红柱,38.0%,-0.4%
1-多指标共振金叉,603070,万控智造,11.35,0.78,23.0/16.7,金叉/绿柱缩短,32.0%,0.3%
1-多指标共振金叉,600876,凯盛新能,6.77,0.87,14.1/8.2,金叉/绿柱缩短,29.9%,1.0%
1-多指标共振金叉,603126,中材节能,5.92,0.8,19.6/17.6,金叉/绿柱缩短,29.9%,-0.3%
1-多指标共振金叉,600191,华资实业,8.77,1.18,14.1/9.9,金叉/绿柱缩短,27.4%,0.1%
1-多指标共振金叉,603602,纵横通信,10.6,0.85,20.5/8.8,金叉/绿柱缩短,21.7%,0.0%
1-多指标共振金叉,000011,深物业A,6.27,1.13,21.3/22.1,金叉/绿柱缩短,20.3%,-1.0%
1-多指标共振金叉,600637,东方明珠,7.89,1.01,19.7/16.3,金叉/绿柱缩短,19.6%,0.4%
1-多指标共振金叉,000027,深圳能源,5.98,0.99,22.0/20.4,金叉/绿柱缩短,17.9%,-0.7%
1-多指标共振金叉,601727,上海电气,6.73,1.08,19.6/30.9,金叉/红柱,16.8%,-0.6%
2-极致缩量潜伏,605336,帅丰电器,10.41,0.44,0.4/23.3,底位/绿柱缩短,50.8%,0.1%
2-极致缩量潜伏,600299,安迪苏,7.84,0.77,15.1/22.6,底位/绿柱缩短,43.4%,-0.5%
2-极致缩量潜伏,600072,中船科技,8.1,0.82,19.6/22.2,底位/红柱,39.0%,-0.2%
2-极致缩量潜伏,002800,天顺股份,12.18,0.79,4.7/18.4,底位/绿柱缩短,32.4%,-0.2%
2-极致缩量潜伏,600510,黑牡丹,6.69,0.75,0.0/29.5,底位/绿柱缩短,31.4%,-0.3%
2-极致缩量潜伏,603258,电魂网络,11.51,0.77,13.2/30.8,底位/红柱,28.1%,-1.1%
2-极致缩量潜伏,600192,长城电工,6.05,0.84,11.5/9.4,底位/绿柱缩短,27.5%,-0.7%
2-极致缩量潜伏,603022,新通联,7.84,0.71,24.7/28.4,底位/红柱,27.2%,-1.1%
2-极致缩量潜伏,002836,新宏泽,9.09,0.74,22.3/30.5,底位/红柱,26.6%,0.0%
2-极致缩量潜伏,603282,亚光股份,13.7,0.75,19.6/29.2,底位/绿柱缩短,25.8%,-1.4%
2-极致缩量潜伏,002660,茂硕电源,6.3,0.78,24.6/26.1,底位/金叉,25.3%,1.1%
2-极致缩量潜伏,600819,耀皮玻璃,5.33,0.68,6.6/31.6,底位/绿柱缩短,24.8%,1.0%
2-极致缩量潜伏,603712,七一二,11.92,0.71,22.9/33.5,底位/红柱,23.4%,0.5%
2-极致缩量潜伏,600780,通宝能源,5.75,0.78,24.5/31.2,底位/绿柱缩短,17.6%,-0.5%
2-极致缩量潜伏,603997,继峰股份,11.33,0.82,18.7/20.1,底位/绿柱缩短,15.1%,0.2%
3-准入选观察池,603811,诚意药业,7.23,0.59,19.8/17.4,底位/绿柱缩短,48.3%,-1.8%
3-准入选观察池,603095,越剑智能,13.02,1.01,23.8/17.3,底位/绿柱缩短,45.4%,-1.2%
3-准入选观察池,600032,浙江新能,6.49,0.88,1.4/15.3,底位/绿柱缩短,45.3%,0.0%
3-准入选观察池,002531,天顺风能,7.52,0.87,22.4/20.8,底位/绿柱缩短,40.6%,-0.4%
3-准入选观察池,603801,志邦家居,5.38,1.08,18.4/18.7,底位/红柱,39.1%,-2.4%
3-准入选观察池,002300,太阳电缆,6.25,1.01,10.0/15.1,底位/绿柱缩短,38.5%,0.3%
3-准入选观察池,603105,芯能科技,6.57,0.9,20.6/25.3,底位/红柱,36.7%,-0.9%
3-准入选观察池,000065,北方国际,8.88,1.05,0.0/10.6,底位/绿柱缩短,36.3%,-0.9%
3-准入选观察池,000936,华西股份,5.09,1.06,15.9/29.0,底位/红柱,31.6%,0.8%
3-准入选观察池,603123,翠微股份,7.83,0.99,24.4/29.0,底位/红柱,31.5%,-0.9%
3-准入选观察池,603693,江苏新能,11.39,1.07,0.0/13.4,底位/绿柱缩短,31.5%,-2.3%
3-准入选观察池,600232,金鹰股份,5.89,0.83,21.1/25.7,金叉/绿柱缩短,30.7%,-1.5%
3-准入选观察池,603098,森特股份,9.72,1.03,21.7/18.4,底位/绿柱缩短,30.4%,-1.2%
3-准入选观察池,600135,乐凯胶片,7.52,0.88,19.5/23.8,底位/绿柱缩短,30.0%,1.2%
3-准入选观察池,600550,保变电气,10.65,1.01,12.1/24.1,底位/绿柱缩短,29.4%,-0.5%
3-准入选观察池,000006,深振业Ａ,6.84,0.9,12.9/22.3,底位/绿柱缩短,29.2%,0.9%
3-准入选观察池,601865,福莱特,9.43,0.93,0.0/29.2,底位/绿柱缩短,28.4%,-1.4%
3-准入选观察池,002366,融发核电,5.22,0.95,10.4/33.3,底位/绿柱缩短,28.1%,0.6%
3-准入选观察池,002451,摩恩电气,6.73,0.97,22.4/22.2,金叉/绿柱缩短,28.0%,-0.3%
3-准入选观察池,603079,圣达生物,10.94,1.03,22.8/30.6,底位/红柱,27.9%,-2.2%
3-准入选观察池,002097,山河智能,6.96,0.92,20.6/18.0,底位/绿柱缩短,27.2%,-0.8%
3-准入选观察池,002537,海联金汇,5.28,1.05,19.5/32.7,底位/金叉,27.1%,-0.2%
3-准入选观察池,600416,湘电股份,8.99,1.08,15.0/15.9,底位/绿柱缩短,26.9%,0.2%
3-准入选观察池,002243,力合科创,6.43,1.03,8.9/31.7,底位/红柱,26.8%,-0.5%
3-准入选观察池,000014,沙河股份,8.9,0.99,24.1/26.9,底位/红柱,26.8%,-0.2%
3-准入选观察池,000058,深 赛 格,5.99,0.91,21.8/25.8,底位/绿柱缩短,26.1%,-0.7%
3-准入选观察池,002358,森源电气,5.25,0.96,20.0/29.9,底位/绿柱缩短,25.9%,-0.4%
3-准入选观察池,605180,华生科技,11.3,0.81,19.2/21.7,底位/绿柱缩短,25.5%,-2.1%
3-准入选观察池,600328,中盐化工,5.84,1.09,21.4/28.8,底位/绿柱缩短,25.2%,-1.2%
3-准入选观察池,000905,厦门港务,7.73,0.89,19.6/22.4,底位/红柱,24.8%,-0.4%
3-准入选观察池,000020,深华发Ａ,10.59,0.93,25.0/32.9,底位/红柱,24.5%,2.0%
3-准入选观察池,603709,中源家居,13.28,1.08,24.6/30.9,底位/红柱,24.4%,-1.0%
3-准入选观察池,600560,金自天正,10.5,0.91,22.1/25.0,底位/红柱,23.8%,-1.4%
3-准入选观察池,002530,金财互联,6.58,0.94,24.3/34.5,底位/绿柱缩短,23.3%,-1.2%
3-准入选观察池,601330,绿色动力,6.79,1.01,24.5/16.2,底位/绿柱缩短,23.0%,-2.2%
3-准入选观察池,600336,澳柯玛,5.91,0.87,22.5/28.1,底位/绿柱缩短,23.0%,-0.3%
3-准入选观察池,002140,东华科技,8.78,0.86,23.5/21.7,底位/绿柱缩短,22.1%,-1.5%
3-准入选观察池,600956,新天绿能,6.76,0.86,16.3/17.1,底位/绿柱缩短,22.0%,-0.6%
3-准入选观察池,600838,上海九百,7.04,0.9,17.6/30.4,底位/红柱,21.0%,-0.4%
3-准入选观察池,600475,华光环能,13.28,1.01,0.9/30.2,底位/绿柱缩短,20.8%,0.2%
3-准入选观察池,600810,神马股份,5.78,0.95,7.4/15.4,底位/绿柱缩短,20.3%,-0.3%
3-准入选观察池,600883,博闻科技,6.85,0.85,23.4/29.5,底位/绿柱缩短,19.4%,-1.2%
3-准入选观察池,002204,大连重工,5.12,0.96,24.5/33.0,底位/红柱,18.8%,-0.6%
3-准入选观察池,000045,深纺织Ａ,9.58,0.99,9.2/28.9,底位/绿柱缩短,18.4%,0.8%
3-准入选观察池,603806,福斯特,14.69,0.84,20.8/25.4,底位/绿柱缩短,17.2%,3.8%
3-准入选观察池,002480,新筑股份,5.09,0.89,23.3/19.4,底位/红柱,16.7%,0.8%
3-准入选观察池,600559,老白干酒,10.91,0.96,20.2/33.0,底位/绿柱缩短,16.5%,-2.0%
3-准入选观察池,003022,联泓新科,21.66,0.87,22.0/20.4,底位/绿柱缩短,14.1%,1.6%
3-准入选观察池,002516,旷达科技,5.23,0.87,12.8/16.5,底位/绿柱缩短,13.3%,-0.2%
3-准入选观察池,600011,华能国际,6.7,0.78,2.2/24.2,底位/绿柱缩短,13.0%,-0.9%
3-准入选观察池,000958,电投产融,5.32,1.06,7.1/26.0,底位/绿柱缩短,12.3%,-1.1%
