类型,代码,名称,现价,量比,RSI6/14,KDJ/MACD,距60日线,今日涨跌
3-准入选观察池,603569,长久物流,5.38,0.81,18.4/30.0,底位/绿柱缩短,19.5%,1.5%
3-准入选观察池,600051,宁波联合,6.06,0.95,19.4/14.3,底位/绿柱缩短,19.0%,0.7%
3-准入选观察池,002508,老板电器,15.46,0.98,0.0/25.0,底位/绿柱缩短,19.0%,-0.4%
3-准入选观察池,603808,歌力思,8.34,0.91,6.0/10.2,底位/绿柱缩短,18.8%,-0.4%
3-准入选观察池,003037,三和管桩,5.88,1.02,13.6/6.2,底位/绿柱缩短,18.6%,0.0%
3-准入选观察池,002244,滨江集团,8.41,0.87,6.6/13.9,底位/绿柱缩短,17.8%,0.5%
3-准入选观察池,002468,申通快递,13.09,1.03,21.1/19.5,底位/绿柱缩短,17.3%,-1.4%
3-准入选观察池,601952,苏垦农发,8.01,1.04,9.7/19.3,底位/绿柱缩短,17.0%,-0.7%
3-准入选观察池,601107,四川成渝,5.2,1.1,14.9/11.4,底位/绿柱缩短,16.2%,-2.1%
3-准入选观察池,603708,家家悦,9.02,0.9,20.9/24.4,底位/绿柱缩短,15.7%,-0.6%
3-准入选观察池,605138,盛泰集团,6.09,0.94,24.4/13.2,底位/绿柱缩短,15.2%,0.5%
3-准入选观察池,002403,爱仕达,9.27,1.03,22.6/29.8,底位/绿柱缩短,14.9%,-3.9%
3-准入选观察池,000719,中原传媒,11.63,0.87,2.7/19.4,底位/绿柱缩短,14.9%,-2.6%
3-准入选观察池,603809,豪能股份,9.37,1.07,16.1/33.0,底位/绿柱缩短,14.7%,-4.2%
3-准入选观察池,601139,深圳燃气,5.9,1.06,21.2/14.5,底位/绿柱缩短,14.6%,-1.0%
3-准入选观察池,603609,禾丰股份,5.85,0.98,19.0/13.2,底位/绿柱缩短,13.7%,-0.3%
3-准入选观察池,601801,皖新传媒,5.18,0.71,0.0/7.8,底位/绿柱缩短,13.5%,-0.4%
3-准入选观察池,002216,三全食品,11.62,1.07,6.4/14.6,底位/绿柱缩短,12.5%,-0.3%
3-准入选观察池,002327,富安娜,6.28,0.76,19.3/26.8,底位/绿柱缩短,12.2%,-1.1%
3-准入选观察池,600348,华阳股份,8.36,1.09,20.7/25.8,底位/绿柱缩短,12.1%,2.2%
3-准入选观察池,603043,广州酒家,13.26,0.76,17.5/30.4,底位/绿柱缩短,12.0%,0.2%
3-准入选观察池,603768,常青股份,10.04,0.89,10.3/5.7,底位/绿柱缩短,11.4%,-0.3%
3-准入选观察池,600007,中国国贸,19.01,0.51,17.8/32.0,底位/绿柱缩短,11.0%,1.4%
