类型,代码,名称,现价,量比,RSI6/14,KDJ/MACD,距60日线,今日涨跌
3-准入选观察池,002268,电科网安,13.44,1.05,24.5/17.8,金叉/绿柱缩短,21.3%,-2.4%
3-准入选观察池,002041,登海种业,8.24,0.99,22.9/15.8,底位/绿柱缩短,21.3%,-2.7%
3-准入选观察池,603535,嘉诚国际,6.69,1.07,10.7/10.2,底位/绿柱缩短,21.0%,-1.6%
3-准入选观察池,002533,金杯电工,11.29,0.98,24.9/16.1,底位/绿柱缩短,20.5%,-5.3%
3-准入选观察池,600867,通化东宝,7.66,1.01,16.8/24.1,底位/绿柱缩短,20.5%,-3.0%
3-准入选观察池,002540,亚太科技,5.16,1.07,22.0/27.5,底位/绿柱缩短,20.4%,-3.4%
3-准入选观察池,603668,天马科技,10.6,1.03,19.8/12.0,底位/绿柱缩短,20.3%,-4.2%
3-准入选观察池,605136,丽人丽妆,8.42,0.77,0.0/25.9,底位/绿柱缩短,20.2%,-2.4%
3-准入选观察池,002410,广联达,9.16,0.83,22.8/24.4,底位/绿柱缩短,20.1%,-3.3%
3-准入选观察池,600733,北汽蓝谷,5.8,0.87,15.9/14.8,底位/绿柱缩短,19.9%,-2.8%
3-准入选观察池,600095,湘财股份,7.62,1.02,2.2/14.8,底位/绿柱缩短,19.9%,-2.7%
3-准入选观察池,002363,隆基机械,6.7,0.92,8.8/23.7,底位/绿柱缩短,19.2%,-2.3%
3-准入选观察池,603909,建发合诚,9.66,1.07,17.2/19.4,底位/绿柱缩短,19.2%,-0.2%
3-准入选观察池,600131,国网信通,15.4,1.09,5.5/17.9,底位/绿柱缩短,19.0%,-4.7%
3-准入选观察池,601519,大智慧,8.82,0.93,3.8/23.5,底位/绿柱缩短,18.9%,-3.8%
3-准入选观察池,601800,中国交建,6.12,0.94,14.9/26.2,底位/红柱,18.9%,-2.6%
3-准入选观察池,605158,华达新材,6.38,1.03,17.2/16.0,底位/绿柱缩短,18.6%,-4.4%
3-准入选观察池,002063,远光软件,5.51,0.99,23.6/17.1,底位/绿柱缩短,18.4%,-2.8%
3-准入选观察池,000860,顺鑫农业,10.59,0.77,8.3/28.6,底位/绿柱缩短,18.2%,-1.6%
3-准入选观察池,601808,中海油服,12.81,0.99,22.5/7.0,底位/红柱,18.2%,-1.1%
3-准入选观察池,600232,金鹰股份,6.92,0.94,16.9/27.4,底位/绿柱缩短,18.1%,-1.7%
3-准入选观察池,600510,黑牡丹,7.72,1.08,21.8/23.4,底位/绿柱缩短,18.0%,-4.2%
3-准入选观察池,605155,西大门,13.51,0.71,23.9/25.0,底位/绿柱缩短,17.9%,-4.3%
3-准入选观察池,600415,小商品城,11.07,0.68,7.5/18.1,底位/绿柱缩短,17.7%,-2.1%
3-准入选观察池,002037,保利联合,6.89,0.98,16.9/23.0,底位/绿柱缩短,17.5%,-0.9%
3-准入选观察池,603900,莱绅通灵,6.3,1.05,13.0/27.0,底位/绿柱缩短,17.2%,-0.6%
3-准入选观察池,603408,建霖家居,9.89,0.94,22.6/23.0,底位/绿柱缩短,17.2%,-2.8%
3-准入选观察池,002545,东方铁塔,19.54,0.76,5.4/29.0,底位/绿柱缩短,17.0%,-1.5%
3-准入选观察池,000953,河化股份,5.84,0.93,14.8/22.6,底位/绿柱缩短,17.0%,-2.5%
3-准入选观察池,002651,利君股份,7.86,1.08,21.2/22.4,底位/绿柱缩短,17.0%,-0.6%
3-准入选观察池,603187,海容冷链,12.23,1.01,7.3/31.5,底位/绿柱缩短,16.8%,-0.7%
3-准入选观察池,600129,太极集团,13.39,1.05,17.8/32.1,底位/绿柱缩短,16.8%,-2.7%
3-准入选观察池,002688,金河生物,5.03,0.78,2.0/28.4,底位/绿柱缩短,16.4%,-3.1%
3-准入选观察池,002027,分众传媒,5.29,0.94,20.4/28.4,底位/绿柱缩短,16.4%,-1.9%
3-准入选观察池,002204,大连重工,5.64,1.02,0.0/20.2,底位/绿柱缩短,16.3%,-2.4%
3-准入选观察池,000708,中信特钢,13.29,0.79,0.0/28.5,底位/绿柱缩短,16.2%,-2.1%
3-准入选观察池,603387,基蛋生物,8.2,1.05,18.6/18.7,底位/绿柱缩短,15.8%,-3.4%
3-准入选观察池,600037,歌华有线,6.66,0.97,11.9/9.1,底位/绿柱缩短,15.8%,-2.6%
3-准入选观察池,600621,华鑫股份,12.2,1.09,5.6/9.1,底位/绿柱缩短,15.8%,-2.2%
3-准入选观察池,600419,天润乳业,7.95,0.89,15.7/26.3,底位/绿柱缩短,15.7%,1.2%
3-准入选观察池,002091,江苏国泰,7.91,0.81,7.5/18.2,底位/绿柱缩短,15.7%,-4.6%
3-准入选观察池,003016,欣贺股份,6.9,0.85,22.2/29.0,底位/绿柱缩短,15.6%,-1.0%
3-准入选观察池,002346,柘中股份,16.71,0.95,17.8/29.1,底位/绿柱缩短,15.6%,-5.1%
3-准入选观察池,600789,鲁抗医药,7.19,1.0,5.2/11.9,底位/绿柱缩短,15.4%,-1.9%
3-准入选观察池,600927,永安期货,12.39,1.07,0.6/10.4,底位/绿柱缩短,15.2%,-3.9%
3-准入选观察池,600312,平高电气,18.48,0.84,3.1/19.3,底位/绿柱缩短,15.1%,-4.0%
3-准入选观察池,600185,珠免集团,5.0,0.86,9.1/22.1,底位/绿柱缩短,15.1%,0.8%
3-准入选观察池,605337,李子园,9.18,0.89,7.6/32.9,底位/绿柱缩短,15.0%,-0.8%
3-准入选观察池,603577,汇金通,9.57,0.86,16.8/25.1,底位/绿柱缩短,14.7%,-2.6%
3-准入选观察池,002399,海普瑞,9.4,0.88,23.5/24.0,底位/绿柱缩短,14.5%,-2.4%
3-准入选观察池,600048,保利发展,5.27,0.73,0.0/15.9,底位/绿柱缩短,14.4%,-1.7%
3-准入选观察池,601696,中银证券,10.65,0.83,15.7/15.5,底位/绿柱缩短,14.2%,0.8%
3-准入选观察池,000501,武商集团,7.22,0.91,14.5/32.3,底位/绿柱缩短,14.1%,-0.7%
3-准入选观察池,601990,南京证券,6.39,0.98,5.7/3.8,底位/绿柱缩短,14.0%,-2.0%
3-准入选观察池,600739,辽宁成大,10.03,1.06,10.8/9.9,底位/绿柱缩短,13.8%,-2.5%
3-准入选观察池,600637,东方明珠,8.83,1.02,5.0/33.4,底位/绿柱缩短,13.7%,-3.5%
3-准入选观察池,002761,浙江建投,7.36,0.97,6.9/22.2,底位/绿柱缩短,13.5%,-1.5%
3-准入选观察池,603022,新通联,9.38,0.98,16.0/23.7,底位/绿柱缩短,13.4%,-1.7%
3-准入选观察池,600388,龙净环保,16.4,0.87,3.0/21.2,底位/绿柱缩短,13.4%,-2.2%
3-准入选观察池,600109,国金证券,7.69,1.04,8.5/14.5,底位/绿柱缩短,13.4%,-2.7%
3-准入选观察池,002187,广百股份,5.41,1.08,20.9/34.7,底位/绿柱缩短,13.3%,-2.5%
3-准入选观察池,002945,华林证券,13.55,1.04,0.0/25.9,底位/绿柱缩短,13.2%,-2.6%
3-准入选观察池,601555,东吴证券,7.31,0.9,13.7/18.0,底位/绿柱缩短,13.1%,-2.7%
3-准入选观察池,002011,盾安环境,10.73,0.57,6.2/27.3,底位/绿柱缩短,13.0%,-1.8%
3-准入选观察池,603915,国茂股份,7.06,0.91,8.5/9.2,底位/绿柱缩短,123.4%,-1.3%
3-准入选观察池,600712,南宁百货,5.38,0.87,6.5/27.4,底位/绿柱缩短,12.8%,-1.5%
3-准入选观察池,603811,诚意药业,10.45,0.91,9.6/31.6,底位/绿柱缩短,12.7%,-2.9%
3-准入选观察池,600019,宝钢股份,5.62,0.9,6.4/26.7,底位/绿柱缩短,12.5%,-2.1%
3-准入选观察池,600559,老白干酒,12.03,0.91,9.8/31.2,底位/绿柱缩短,12.5%,-1.7%
3-准入选观察池,002646,天佑德酒,7.08,0.87,15.6/30.4,底位/绿柱缩短,12.4%,-2.6%
3-准入选观察池,000728,国元证券,6.76,1.08,12.2/34.5,底位/绿柱缩短,12.1%,-2.0%
3-准入选观察池,600834,申通地铁,7.25,0.92,23.1/29.2,底位/绿柱缩短,12.0%,-1.8%
3-准入选观察池,603600,永艺股份,9.87,1.1,17.4/11.1,底位/绿柱缩短,11.9%,-3.8%
3-准入选观察池,601788,光大证券,13.55,1.08,10.9/23.0,底位/绿柱缩短,11.8%,-2.0%
3-准入选观察池,601858,中国科传,21.52,0.94,12.7/9.5,底位/绿柱缩短,11.7%,-5.9%
3-准入选观察池,000739,普洛药业,15.63,0.57,16.9/27.6,底位/绿柱缩短,11.6%,0.8%
3-准入选观察池,603719,良品铺子,9.4,0.98,7.0/13.8,底位/绿柱缩短,11.3%,-2.5%
3-准入选观察池,002244,滨江集团,9.29,0.88,11.3/28.4,底位/绿柱缩短,10.6%,-3.2%
3-准入选观察池,600639,浦东金桥,9.6,0.92,16.0/26.2,底位/绿柱缩短,10.6%,-0.7%
3-准入选观察池,600197,伊力特,11.05,0.55,0.0/34.4,底位/绿柱缩短,10.5%,-1.8%
3-准入选观察池,002468,申通快递,13.83,0.82,9.4/25.5,底位/绿柱缩短,10.4%,-0.5%
3-准入选观察池,600755,厦门国贸,5.6,0.95,9.3/25.8,底位/绿柱缩短,10.2%,-0.2%
3-准入选观察池,601777,千里科技,9.72,0.94,6.5/18.4,底位/绿柱缩短,10.0%,-3.3%
