类型,代码,名称,现价,量比,RSI6/14,KDJ/MACD,距60日线,今日涨跌
0-点火启动(即买即涨),600587,新华医疗,13.69,1.22,19.3/25.6,底位/绿柱缩短,7.2%,-0.4%
0-点火启动(即买即涨),002019,亿帆医药,11.23,0.77,15.8/23.7,金叉/绿柱缩短,13.1%,0.4%
0-点火启动(即买即涨),601949,中国出版,5.87,0.66,8.6/28.3,底位/绿柱缩短,12.1%,0.0%
0-点火启动(即买即涨),002892,科力尔,10.45,1.01,23.5/34.8,底位/绿柱缩短,10.6%,0.6%
2-极致缩量潜伏,600422,昆药集团,9.52,0.54,1.9/11.9,底位/绿柱缩短,22.2%,0.2%
2-极致缩量潜伏,605183,确成股份,17.06,0.55,10.0/25.3,底位/绿柱缩短,19.7%,0.5%
2-极致缩量潜伏,600983,惠而浦,9.31,0.65,4.8/16.0,底位/绿柱缩短,18.4%,-1.0%
2-极致缩量潜伏,002724,海洋王,6.34,0.83,16.7/25.4,底位/绿柱缩短,15.1%,0.0%
3-准入选观察池,600866,星湖科技,5.8,1.08,3.1/17.2,底位/绿柱缩短,24.5%,-0.3%
3-准入选观察池,603456,九洲药业,13.6,0.88,4.1/16.9,底位/绿柱缩短,23.7%,-1.4%
3-准入选观察池,600273,嘉化能源,8.2,1.0,11.8/24.7,底位/绿柱缩短,22.6%,0.4%
3-准入选观察池,600818,中路股份,7.38,0.09,24.5/26.0,底位/绿柱缩短,22.3%,-5.0%
3-准入选观察池,002093,国脉科技,8.45,0.78,13.1/27.5,底位/绿柱缩短,21.8%,1.6%
3-准入选观察池,002258,利尔化学,12.64,1.06,14.6/13.5,底位/绿柱缩短,20.6%,-2.0%
3-准入选观察池,600219,南山铝业,5.48,0.95,23.0/32.7,底位/绿柱缩短,19.7%,2.0%
3-准入选观察池,002911,佛燃能源,12.1,0.9,1.0/16.0,底位/绿柱缩短,19.1%,-1.0%
3-准入选观察池,002096,易普力,10.87,0.98,21.4/23.1,底位/绿柱缩短,18.7%,0.1%
3-准入选观察池,600080,金花股份,7.24,0.05,17.1/16.8,底位/绿柱缩短,15.4%,-5.0%
3-准入选观察池,002139,拓邦股份,10.88,0.82,16.5/22.1,底位/绿柱缩短,14.7%,1.6%
3-准入选观察池,000532,华金资本,12.61,0.96,9.6/27.0,底位/绿柱缩短,14.5%,-0.4%
3-准入选观察池,000410,沈阳机床,6.13,0.65,6.3/27.8,底位/绿柱缩短,14.4%,-0.5%
3-准入选观察池,600399,抚顺特钢,5.56,1.08,25.0/34.7,底位/绿柱缩短,14.0%,1.6%
3-准入选观察池,600178,东安动力,10.22,0.59,9.6/20.3,底位/绿柱缩短,13.9%,0.2%
3-准入选观察池,002765,蓝黛科技,9.46,0.95,24.8/28.0,底位/绿柱缩短,13.7%,0.4%
3-准入选观察池,601965,中国汽研,15.99,1.1,19.2/34.7,底位/绿柱缩短,12.5%,-0.7%
3-准入选观察池,603218,日月股份,12.64,0.86,0.5/27.1,底位/绿柱缩短,12.4%,-0.9%
3-准入选观察池,603896,寿仙谷,17.36,0.94,21.9/22.3,底位/绿柱缩短,12.3%,-0.7%
3-准入选观察池,002941,新疆交建,14.14,0.74,11.7/29.4,底位/绿柱缩短,11.5%,1.7%
3-准入选观察池,002758,浙农股份,9.12,0.76,24.4/32.8,底位/绿柱缩短,10.9%,-0.4%
3-准入选观察池,000998,隆平高科,9.15,0.68,16.5/33.3,底位/绿柱缩短,10.7%,0.1%
