类型,代码,名称,现价,量比,RSI6/14,KDJ/MACD,距60日线,今日涨跌
3-准入选观察池,002765,蓝黛科技,9.42,0.92,18.9/26.9,底位/绿柱缩短,14.7%,-0.5%
3-准入选观察池,600178,东安动力,10.2,0.67,7.4/21.1,底位/绿柱缩短,14.5%,-1.2%
3-准入选观察池,000532,华金资本,12.66,0.62,9.1/27.3,底位/绿柱缩短,14.5%,-0.3%
3-准入选观察池,000410,沈阳机床,6.16,0.64,5.3/31.6,底位/绿柱缩短,14.3%,-0.2%
3-准入选观察池,600021,上海电力,17.0,0.92,17.7/20.8,底位/绿柱缩短,14.3%,-1.0%
3-准入选观察池,003040,楚天龙,14.79,0.63,15.5/16.4,底位/绿柱缩短,14.3%,0.5%
3-准入选观察池,002941,新疆交建,13.9,0.8,0.5/22.5,底位/绿柱缩短,13.7%,-2.0%
3-准入选观察池,603230,内蒙新华,10.76,0.69,25.0/10.1,底位/绿柱缩短,13.0%,0.5%
3-准入选观察池,601800,中国交建,7.01,0.86,6.3/10.7,底位/绿柱缩短,12.8%,-0.8%
3-准入选观察池,601949,中国出版,5.87,0.57,20.9/27.0,底位/绿柱缩短,12.5%,0.0%
3-准入选观察池,601965,中国汽研,16.1,0.5,10.5/31.9,底位/绿柱缩短,12.1%,0.4%
3-准入选观察池,603896,寿仙谷,17.48,0.8,20.4/21.7,底位/绿柱缩短,11.8%,0.1%
3-准入选观察池,600131,国网信通,17.14,0.5,20.2/31.0,底位/绿柱缩短,11.7%,-0.9%
3-准入选观察池,600967,内蒙一机,14.1,0.78,19.4/33.7,底位/绿柱缩短,11.6%,0.1%
3-准入选观察池,002892,科力尔,10.39,0.79,13.9/31.8,底位/绿柱缩短,11.6%,0.9%
3-准入选观察池,603218,日月股份,12.75,0.88,0.5/28.9,底位/绿柱缩短,11.6%,-1.9%
3-准入选观察池,000998,隆平高科,9.14,0.8,14.5/32.6,底位/绿柱缩短,10.9%,-0.8%
3-准入选观察池,002758,浙农股份,9.16,0.88,24.1/31.0,底位/绿柱缩短,10.7%,-1.7%
3-准入选观察池,000888,峨眉山Ａ,11.85,0.75,20.2/34.4,底位/绿柱缩短,10.5%,-0.4%
3-准入选观察池,000948,南天信息,14.49,0.75,15.0/34.3,底位/绿柱缩短,10.3%,0.5%
