类型,代码,名称,现价,量比,RSI6/14,KDJ/MACD,距60日线,今日涨跌
2-极致缩量潜伏,601369,陕鼓动力,9.09,0.81,11.0/28.9,底位/绿柱缩短,18.1%,-0.7%
2-极致缩量潜伏,601019,山东出版,7.65,0.37,16.7/24.0,底位/绿柱缩短,15.6%,-0.5%
3-准入选观察池,000151,中成股份,10.82,0.67,10.5/33.4,底位/绿柱缩短,17.1%,-1.8%
3-准入选观察池,002101,广东鸿图,10.22,0.39,1.8/29.5,底位/绿柱缩短,14.8%,0.0%
3-准入选观察池,002258,利尔化学,13.78,1.08,10.4/33.9,底位/绿柱缩短,13.8%,-1.6%
3-准入选观察池,000952,广济药业,6.67,0.53,17.5/19.7,底位/绿柱缩短,13.4%,0.0%
3-准入选观察池,603210,泰鸿万立,16.45,0.78,10.6/26.7,底位/红柱,12.1%,-0.9%
3-准入选观察池,000157,中联重科,8.06,0.65,12.0/30.0,底位/绿柱缩短,11.7%,-1.4%
3-准入选观察池,000096,广聚能源,9.63,0.64,16.3/33.3,底位/金叉,11.6%,0.1%
3-准入选观察池,600917,重庆燃气,5.24,0.87,5.0/31.2,底位/绿柱缩短,10.5%,-0.2%
3-准入选观察池,603708,家家悦,10.87,0.89,24.7/33.3,底位/绿柱缩短,10.4%,-1.3%
3-准入选观察池,002372,伟星新材,10.44,0.52,17.0/31.7,底位/绿柱缩短,10.1%,0.2%
