类型,代码,名称,现价,量比,RSI6/14,KDJ/MACD,距60日线,今日涨跌
2-极致缩量潜伏,600120,浙江东方,5.13,0.53,13.3/24.8,底位/绿柱缩短,15.9%,-0.2%
2-极致缩量潜伏,600517,国网英大,5.7,0.61,23.9/23.7,底位/绿柱缩短,15.8%,0.2%
2-极致缩量潜伏,601611,中国核建,12.84,0.59,24.3/34.0,底位/绿柱缩短,15.6%,-1.2%
2-极致缩量潜伏,600838,上海九百,8.89,0.7,0.0/25.4,底位/绿柱缩短,15.4%,-0.1%
3-准入选观察池,605599,菜百股份,16.54,0.97,0.0/12.2,底位/绿柱缩短,36.3%,-1.4%
3-准入选观察池,600422,昆药集团,8.65,0.9,8.3/8.0,底位/绿柱缩短,29.5%,-2.4%
3-准入选观察池,603456,九洲药业,12.78,0.57,20.3/11.0,底位/绿柱缩短,26.9%,-1.6%
3-准入选观察池,600603,广汇物流,5.42,0.92,23.5/19.1,底位/绿柱缩短,26.1%,-3.4%
3-准入选观察池,601212,白银有色,6.83,0.66,0.0/29.7,底位/绿柱缩短,25.9%,-2.0%
3-准入选观察池,600057,厦门象屿,6.44,1.06,0.0/26.3,底位/绿柱缩短,22.3%,-3.3%
3-准入选观察池,000930,中粮科技,5.45,0.94,4.2/15.2,底位/绿柱缩短,21.7%,-1.6%
3-准入选观察池,000061,农 产 品,6.68,0.96,12.2/27.2,底位/绿柱缩短,20.5%,-3.2%
3-准入选观察池,000655,金岭矿业,7.67,0.91,4.0/27.5,底位/绿柱缩短,20.3%,-0.9%
3-准入选观察池,002928,华夏航空,7.41,0.86,9.8/27.5,底位/绿柱缩短,20.2%,-4.3%
3-准入选观察池,605108,同庆楼,14.15,0.99,1.4/14.8,底位/绿柱缩短,20.2%,-1.8%
3-准入选观察池,603599,广信股份,11.89,0.62,21.8/32.9,底位/绿柱缩短,20.0%,-2.4%
3-准入选观察池,003012,东鹏控股,5.35,0.74,14.0/10.6,底位/绿柱缩短,19.9%,-1.8%
3-准入选观察池,600970,中材国际,8.63,0.81,0.0/12.9,底位/绿柱缩短,19.9%,-1.7%
3-准入选观察池,600352,浙江龙盛,11.68,1.02,5.1/26.7,底位/绿柱缩短,19.7%,-2.3%
3-准入选观察池,600983,惠而浦,8.95,0.88,18.7/10.3,底位/绿柱缩短,19.7%,0.3%
3-准入选观察池,002019,亿帆医药,10.5,1.03,19.6/17.3,底位/绿柱缩短,19.5%,-3.6%
3-准入选观察池,002096,易普力,10.56,0.92,0.0/27.9,底位/绿柱缩短,18.7%,-1.9%
3-准入选观察池,601600,中国铝业,10.52,0.94,10.8/30.7,底位/绿柱缩短,18.5%,-3.8%
3-准入选观察池,600620,天宸股份,5.28,0.85,13.3/25.2,底位/绿柱缩短,18.2%,0.0%
3-准入选观察池,002312,川发龙蟒,10.03,0.85,8.0/24.8,底位/绿柱缩短,17.8%,-2.8%
3-准入选观察池,000888,峨眉山Ａ,10.77,0.8,7.1/13.4,底位/绿柱缩短,17.8%,-1.6%
3-准入选观察池,603639,海利尔,11.37,0.99,2.7/9.4,底位/绿柱缩短,17.8%,-2.2%
3-准入选观察池,600399,抚顺特钢,5.28,0.81,13.8/29.9,底位/绿柱缩短,17.3%,1.5%
3-准入选观察池,000017,深中华A,5.88,0.96,0.0/21.8,底位/绿柱缩短,17.2%,-0.5%
3-准入选观察池,600810,神马股份,6.99,0.81,12.5/19.5,底位/绿柱缩短,17.1%,-1.8%
3-准入选观察池,002852,道道全,8.65,1.01,12.3/29.9,底位/绿柱缩短,17.1%,0.2%
3-准入选观察池,600328,中盐化工,7.72,0.97,19.2/25.0,底位/绿柱缩短,16.9%,-4.0%
3-准入选观察池,601012,隆基绿能,15.14,0.79,20.4/15.0,底位/绿柱缩短,16.9%,-3.0%
3-准入选观察池,002101,广东鸿图,9.53,0.99,14.8/28.9,底位/红柱,16.6%,-2.0%
3-准入选观察池,000410,沈阳机床,5.86,0.89,19.3/25.9,底位/绿柱缩短,16.5%,-3.1%
3-准入选观察池,600258,首旅酒店,13.54,0.89,0.0/30.1,底位/绿柱缩短,16.4%,-2.7%
3-准入选观察池,603896,寿仙谷,16.32,0.87,10.9/19.1,底位/绿柱缩短,16.3%,-0.4%
3-准入选观察池,000576,甘化科工,8.4,0.88,14.8/26.6,底位/绿柱缩短,16.3%,-1.2%
3-准入选观察池,601019,山东出版,7.25,0.93,7.5/26.6,底位/红柱,16.3%,-0.7%
3-准入选观察池,600582,天地科技,5.43,1.01,0.0/10.0,底位/红柱,16.3%,-1.4%
3-准入选观察池,600746,江苏索普,7.4,1.03,9.2/15.7,底位/绿柱缩短,15.7%,-2.0%
3-准入选观察池,002707,众信旅游,5.8,0.94,0.0/21.9,底位/绿柱缩短,15.6%,-0.7%
3-准入选观察池,603027,千禾味业,8.15,0.93,0.0/26.2,底位/绿柱缩短,15.5%,-2.7%
3-准入选观察池,002614,奥佳华,5.49,0.98,6.2/25.0,底位/绿柱缩短,15.4%,-0.4%
3-准入选观察池,601949,中国出版,5.55,0.85,17.0/12.3,底位/绿柱缩短,15.1%,-2.5%
3-准入选观察池,601956,东贝集团,5.72,0.99,13.3/34.4,底位/绿柱缩短,15.0%,-1.0%
3-准入选观察池,600435,北方导航,13.51,0.97,1.1/30.9,底位/绿柱缩短,14.8%,-1.2%
3-准入选观察池,601319,中国人保,6.84,0.78,15.7/31.9,底位/绿柱缩短,14.8%,-1.7%
3-准入选观察池,601238,广汽集团,6.43,0.99,4.8/13.2,底位/绿柱缩短,14.8%,-2.6%
3-准入选观察池,600682,南京新百,6.08,0.88,3.2/15.3,底位/绿柱缩短,14.6%,-1.5%
3-准入选观察池,600732,爱旭股份,12.95,1.03,0.0/24.9,底位/绿柱缩短,14.6%,-3.1%
3-准入选观察池,600894,广日股份,8.38,1.1,0.0/15.1,底位/绿柱缩短,14.4%,-2.7%
3-准入选观察池,600742,富维股份,8.78,0.57,2.0/27.7,底位/绿柱缩短,14.3%,-1.4%
3-准入选观察池,603230,内蒙新华,10.35,1.06,3.2/28.3,底位/红柱,14.3%,-0.8%
3-准入选观察池,000735,罗 牛 山,6.15,0.78,20.6/29.9,底位/绿柱缩短,14.2%,-1.4%
3-准入选观察池,600848,上海临港,8.78,1.02,21.9/34.8,底位/红柱,14.1%,0.9%
3-准入选观察池,601156,东航物流,15.3,0.99,14.6/21.2,底位/绿柱缩短,14.0%,-1.4%
3-准入选观察池,002345,潮宏基,9.53,0.95,7.1/25.8,底位/绿柱缩短,13.9%,-2.0%
3-准入选观察池,000009,中国宝安,7.84,0.7,0.0/26.4,底位/绿柱缩短,13.9%,-1.0%
3-准入选观察池,600403,大有能源,5.47,0.72,25.0/34.6,底位/绿柱缩短,13.8%,0.9%
3-准入选观察池,000096,广聚能源,9.07,0.97,7.5/24.6,底位/绿柱缩短,13.8%,0.4%
3-准入选观察池,003040,楚天龙,14.42,0.95,0.0/28.0,底位/绿柱缩短,13.8%,-0.1%
3-准入选观察池,600628,新世界,6.64,0.94,0.0/29.4,底位/绿柱缩短,13.7%,-0.6%
3-准入选观察池,002736,国信证券,10.24,0.61,10.8/24.7,底位/绿柱缩短,13.6%,-1.1%
3-准入选观察池,600191,华资实业,10.93,0.76,8.3/19.1,底位/绿柱缩短,13.4%,-0.6%
3-准入选观察池,600372,中航机载,12.2,0.81,7.1/33.7,底位/绿柱缩短,13.4%,-1.7%
3-准入选观察池,603708,家家悦,10.01,1.02,0.0/15.0,金叉/绿柱缩短,13.3%,-0.5%
3-准入选观察池,603079,圣达生物,15.23,0.74,17.9/31.0,底位/绿柱缩短,12.9%,-1.5%
3-准入选观察池,603707,健友股份,8.5,1.06,10.5/16.3,底位/绿柱缩短,12.8%,-2.3%
3-准入选观察池,000860,顺鑫农业,11.78,0.75,21.8/26.5,底位/绿柱缩短,12.8%,-2.2%
3-准入选观察池,600129,太极集团,14.57,0.99,13.2/18.8,底位/绿柱缩短,12.6%,-2.4%
3-准入选观察池,002556,辉隆股份,5.61,0.64,4.7/31.3,底位/绿柱缩短,12.6%,0.0%
3-准入选观察池,002343,慈文传媒,5.86,0.94,11.7/34.5,底位/绿柱缩短,12.5%,-1.0%
3-准入选观察池,000501,武商集团,7.73,0.64,0.0/26.1,底位/绿柱缩短,12.5%,-1.0%
3-准入选观察池,603566,普莱柯,11.33,0.76,16.7/15.1,底位/绿柱缩短,12.3%,-0.1%
3-准入选观察池,600420,国药现代,9.13,0.93,3.8/12.8,底位/绿柱缩短,12.3%,-1.4%
3-准入选观察池,600161,天坛生物,13.52,1.01,17.8/21.7,底位/绿柱缩短,12.3%,-1.9%
3-准入选观察池,002020,京新药业,13.93,0.8,11.1/29.1,底位/绿柱缩短,12.1%,-2.2%
3-准入选观察池,002583,海能达,9.4,0.7,6.7/22.3,底位/绿柱缩短,11.9%,-1.8%
3-准入选观察池,002010,传化智联,5.37,0.71,8.6/26.7,底位/绿柱缩短,11.8%,-0.6%
3-准入选观察池,603987,康德莱,7.85,0.81,0.0/21.2,底位/绿柱缩短,11.6%,-0.9%
3-准入选观察池,600195,中牧股份,7.09,0.89,22.0/19.2,底位/绿柱缩短,11.6%,-1.5%
3-准入选观察池,002116,中国海诚,9.34,1.05,1.9/19.0,底位/绿柱缩短,11.5%,-1.1%
3-准入选观察池,601952,苏垦农发,9.01,0.69,0.0/22.2,底位/绿柱缩短,11.5%,-1.2%
3-准入选观察池,600820,隧道股份,5.72,0.6,11.1/23.8,底位/绿柱缩短,11.4%,-0.5%
3-准入选观察池,600817,宇通重工,10.62,1.1,1.0/0.5,底位/绿柱缩短,11.3%,-2.0%
3-准入选观察池,600097,开创国际,10.02,1.04,12.1/31.1,底位/绿柱缩短,11.3%,0.8%
3-准入选观察池,601058,赛轮轮胎,12.58,1.03,0.0/33.9,底位/绿柱缩短,11.3%,-2.0%
3-准入选观察池,603258,电魂网络,15.91,0.89,0.0/34.3,底位/绿柱缩短,11.3%,-0.8%
3-准入选观察池,003039,顺控发展,13.88,0.67,3.8/19.3,底位/绿柱缩短,11.1%,-0.4%
3-准入选观察池,600428,中远海特,7.73,0.92,15.3/15.5,底位/绿柱缩短,11.0%,-3.4%
3-准入选观察池,600859,王府井,11.42,0.81,2.6/20.8,底位/绿柱缩短,10.9%,-1.7%
3-准入选观察池,000529,广弘控股,5.33,0.94,0.0/34.4,底位/绿柱缩短,10.8%,-0.7%
3-准入选观察池,600720,中交设计,6.33,1.0,9.5/21.6,底位/绿柱缩短,10.8%,-1.6%
3-准入选观察池,600861,北京人力,14.93,1.02,6.1/20.1,底位/绿柱缩短,10.8%,-2.0%
3-准入选观察池,002399,海普瑞,10.16,0.7,6.1/20.7,底位/绿柱缩短,10.7%,-1.7%
3-准入选观察池,600055,万东医疗,13.24,0.83,16.1/29.4,底位/绿柱缩短,10.7%,-0.5%
3-准入选观察池,600138,中青旅,8.39,0.86,0.0/12.1,底位/绿柱缩短,10.7%,-1.6%
3-准入选观察池,600073,光明肉业,5.52,0.67,12.2/28.4,底位/绿柱缩短,10.7%,-1.4%
3-准入选观察池,000728,国元证券,7.08,0.91,22.9/31.6,底位/绿柱缩短,10.7%,0.7%
3-准入选观察池,000498,山东路桥,5.31,0.75,3.6/20.8,底位/绿柱缩短,10.6%,-0.8%
3-准入选观察池,603759,海天股份,8.8,0.83,11.7/31.8,底位/绿柱缩短,10.6%,0.7%
3-准入选观察池,000708,中信特钢,14.62,0.99,4.7/28.1,底位/绿柱缩短,10.6%,-0.6%
3-准入选观察池,603043,广州酒家,14.38,0.74,0.0/23.2,底位/绿柱缩短,10.6%,-1.0%
3-准入选观察池,600733,北汽蓝谷,6.73,0.85,23.2/34.6,底位/绿柱缩短,10.5%,-3.0%
3-准入选观察池,002233,塔牌集团,8.47,0.73,10.4/29.8,底位/绿柱缩短,10.4%,-0.6%
3-准入选观察池,002644,佛慈制药,7.81,0.67,0.0/33.3,底位/绿柱缩短,10.3%,-0.5%
3-准入选观察池,600710,苏美达,11.59,0.62,23.7/29.5,底位/绿柱缩短,10.3%,-2.4%
3-准入选观察池,605050,福然德,11.91,0.83,14.1/31.2,底位/绿柱缩短,10.2%,-2.1%
3-准入选观察池,601686,友发集团,5.34,0.71,12.1/20.0,底位/绿柱缩短,10.2%,0.0%
3-准入选观察池,002543,万和电气,7.99,1.08,0.0/33.1,底位/绿柱缩短,10.1%,-0.5%
3-准入选观察池,603326,我乐家居,8.24,0.81,14.3/34.0,底位/绿柱缩短,10.1%,0.6%
3-准入选观察池,601121,宝地矿业,7.16,0.74,6.8/33.9,底位/绿柱缩短,10.0%,0.3%
