类型,代码,名称,现价,量比,RSI6/14,KDJ/MACD,距60日线,今日涨跌
0-点火启动(即买即涨),600997,开滦股份,5.55,0.94,21.4/28.6,底位/绿柱缩短,12.6%,0.7%
1-多指标共振金叉,601139,深圳燃气,6.6,0.81,25.0/19.5,金叉/绿柱缩短,9.5%,1.1%
1-多指标共振金叉,603313,梦百合,5.89,0.76,4.3/15.9,金叉/绿柱缩短,37.8%,-0.2%
1-多指标共振金叉,002724,海洋王,5.81,0.93,6.8/18.0,金叉/绿柱缩短,22.2%,0.7%
1-多指标共振金叉,600039,四川路桥,7.96,0.78,0.0/3.6,金叉/绿柱缩短,18.9%,0.0%
1-多指标共振金叉,600028,中国石化,5.14,0.67,10.0/18.4,金叉/红柱,16.4%,0.2%
1-多指标共振金叉,002322,理工能科,11.67,0.89,23.0/15.8,金叉/绿柱缩短,16.0%,-0.8%
1-多指标共振金叉,603098,森特股份,13.28,0.84,17.2/23.2,金叉/绿柱缩短,15.4%,1.8%
1-多指标共振金叉,603282,亚光股份,18.11,0.91,14.3/27.4,金叉/绿柱缩短,14.9%,0.6%
1-多指标共振金叉,002758,浙农股份,8.72,0.9,13.6/22.0,金叉/绿柱缩短,13.7%,-1.0%
1-多指标共振金叉,002468,申通快递,15.77,0.96,24.2/14.2,金叉/绿柱缩短,-5.8%,1.6%
2-极致缩量潜伏,603113,金能科技,5.32,0.55,0.0/14.5,底位/绿柱缩短,36.2%,-1.1%
2-极致缩量潜伏,000525,红太阳,5.09,0.82,0.0/25.9,底位/绿柱缩短,24.0%,-0.8%
2-极致缩量潜伏,605183,确成股份,16.16,0.54,1.5/14.3,底位/绿柱缩短,22.5%,-0.6%
2-极致缩量潜伏,002093,国脉科技,8.14,0.66,11.0/22.4,底位/绿柱缩短,22.0%,0.7%
2-极致缩量潜伏,000524,岭南控股,9.45,0.63,4.0/26.9,底位/绿柱缩短,21.1%,0.0%
2-极致缩量潜伏,002769,普路通,8.99,0.51,2.7/24.2,底位/绿柱缩短,19.5%,0.0%
2-极致缩量潜伏,601865,福莱特,12.66,0.69,7.9/21.5,底位/绿柱缩短,18.3%,-0.3%
2-极致缩量潜伏,002941,新疆交建,13.05,0.83,0.0/7.8,底位/绿柱缩短,18.2%,-1.4%
2-极致缩量潜伏,603103,横店影视,20.04,0.84,6.1/28.5,底位/绿柱缩短,18.0%,-0.7%
2-极致缩量潜伏,002140,东华科技,10.73,0.57,2.0/25.8,底位/绿柱缩短,17.6%,-0.9%
2-极致缩量潜伏,002540,亚太科技,5.69,0.57,11.8/22.4,底位/绿柱缩短,17.6%,-0.4%
2-极致缩量潜伏,601800,中国交建,6.61,0.74,3.2/4.6,金叉/绿柱缩短,16.7%,-1.2%
2-极致缩量潜伏,000913,钱江摩托,12.66,0.8,20.0/18.6,底位/绿柱缩短,16.6%,-1.5%
2-极致缩量潜伏,002410,广联达,10.21,0.76,8.1/25.0,底位/绿柱缩短,16.5%,-0.5%
2-极致缩量潜伏,603712,七一二,14.9,0.75,1.1/31.6,底位/绿柱缩短,16.3%,-0.7%
2-极致缩量潜伏,600916,中国黄金,8.35,0.76,2.4/31.6,底位/绿柱缩短,16.2%,-0.2%
2-极致缩量潜伏,002373,千方科技,8.68,0.75,18.1/27.9,底位/绿柱缩短,15.9%,1.3%
