类型,代码,名称,现价,量比,RSI6/14,KDJ/MACD,距60日线,今日涨跌
3-准入选观察池,600730,中国高科,8.88,0.92,15.2/24.5,底位/绿柱缩短,24.2%,-2.2%
3-准入选观察池,002064,华峰化学,9.88,0.96,0.5/22.3,底位/绿柱缩短,18.4%,-5.4%
3-准入选观察池,002062,宏润建设,7.91,0.87,24.0/21.4,底位/绿柱缩短,18.0%,-4.2%
3-准入选观察池,002320,海峡股份,9.22,1.0,13.2/18.6,底位/绿柱缩短,17.4%,-2.7%
3-准入选观察池,603815,交建股份,6.21,1.0,0.0/20.7,底位/绿柱缩短,17.4%,-2.5%
3-准入选观察池,600530,交大昂立,5.45,0.68,19.4/27.4,底位/绿柱缩短,16.7%,-3.0%
3-准入选观察池,002434,万里扬,8.1,1.05,8.5/21.9,底位/绿柱缩短,16.4%,-3.0%
3-准入选观察池,600143,金发科技,16.35,1.09,8.4/19.6,底位/绿柱缩短,16.0%,-4.6%
3-准入选观察池,002414,高德红外,13.57,0.97,13.6/21.8,底位/绿柱缩短,15.8%,-2.9%
3-准入选观察池,600415,小商品城,13.54,0.89,20.9/28.6,底位/红柱,15.8%,-2.2%
3-准入选观察池,002029,七 匹 狼,10.12,1.09,20.7/23.3,底位/绿柱缩短,15.0%,-2.4%
3-准入选观察池,603712,七一二,17.73,0.76,13.2/27.4,底位/绿柱缩短,14.3%,-2.8%
3-准入选观察池,600271,航天信息,9.17,0.91,16.7/23.8,底位/绿柱缩短,14.0%,-2.1%
3-准入选观察池,002097,山河智能,10.37,1.01,0.0/23.6,底位/绿柱缩短,13.9%,-2.4%
3-准入选观察池,002363,隆基机械,8.2,0.63,10.7/33.3,底位/绿柱缩短,13.6%,-3.3%
3-准入选观察池,603680,今创集团,13.31,0.72,11.7/32.2,底位/绿柱缩短,13.5%,-3.3%
3-准入选观察池,600198,大唐电信,8.55,0.8,16.1/22.3,底位/绿柱缩短,13.2%,-2.0%
3-准入选观察池,000716,黑芝麻,5.47,1.08,5.3/21.5,底位/绿柱缩短,13.1%,-2.5%
3-准入选观察池,605108,同庆楼,17.1,0.81,13.9/14.8,底位/绿柱缩短,13.0%,-1.7%
3-准入选观察池,601608,中信重工,6.33,0.95,4.2/15.6,底位/绿柱缩短,12.9%,-3.5%
3-准入选观察池,002037,保利联合,8.29,1.0,0.0/21.1,底位/绿柱缩短,12.8%,-3.2%
3-准入选观察池,603903,中持股份,11.51,1.02,19.8/27.3,底位/绿柱缩短,12.8%,-2.5%
3-准入选观察池,600446,金证股份,13.83,0.93,24.7/26.4,底位/绿柱缩短,12.2%,-1.2%
3-准入选观察池,600326,西藏天路,9.84,0.96,14.1/24.7,底位/绿柱缩短,12.0%,-3.5%
3-准入选观察池,000850,华茂股份,5.04,1.03,6.4/15.0,底位/绿柱缩短,12.0%,-2.7%
3-准入选观察池,002540,亚太科技,6.5,0.96,6.7/17.0,底位/绿柱缩短,11.7%,-4.4%
3-准入选观察池,000026,飞亚达,14.12,0.68,10.7/27.7,底位/绿柱缩短,11.6%,-2.8%
3-准入选观察池,000425,徐工机械,10.25,0.81,0.0/23.8,底位/绿柱缩短,11.5%,-4.6%
3-准入选观察池,002564,天沃科技,6.74,0.68,0.0/21.6,底位/绿柱缩短,11.2%,-1.3%
3-准入选观察池,600416,湘电股份,13.35,0.86,0.0/30.9,底位/绿柱缩短,11.1%,-2.4%
3-准入选观察池,002204,大连重工,6.68,0.59,21.3/26.7,底位/绿柱缩短,11.0%,-2.6%
3-准入选观察池,001914,招商积余,10.09,0.74,5.1/16.3,底位/绿柱缩短,10.8%,-1.6%
3-准入选观察池,600596,新安股份,11.18,1.09,12.1/24.7,底位/绿柱缩短,10.8%,-6.8%
3-准入选观察池,002668,TCL智家,9.12,0.85,5.6/30.6,底位/绿柱缩短,10.7%,-2.6%
3-准入选观察池,000837,秦川机床,11.29,0.67,3.6/34.7,底位/绿柱缩短,10.6%,-3.8%
3-准入选观察池,002600,领益智造,13.85,0.89,10.9/32.3,底位/绿柱缩短,10.6%,-2.8%
3-准入选观察池,000050,深天马Ａ,8.62,0.84,14.5/26.9,底位/绿柱缩短,10.6%,-2.2%
3-准入选观察池,603915,国茂股份,15.65,1.1,1.4/33.9,底位/绿柱缩短,10.6%,-2.9%
3-准入选观察池,600588,用友网络,12.84,0.91,16.8/27.6,底位/绿柱缩短,10.5%,-2.1%
3-准入选观察池,603518,锦泓集团,8.89,1.01,12.5/20.7,底位/绿柱缩短,10.3%,-2.4%
3-准入选观察池,600372,中航机载,13.49,0.87,9.8/21.6,底位/绿柱缩短,10.3%,-3.2%
3-准入选观察池,002590,万安科技,13.27,0.99,16.8/30.1,底位/绿柱缩短,10.2%,-2.5%
3-准入选观察池,603277,银都股份,14.88,1.02,15.8/21.8,底位/绿柱缩短,10.2%,-2.0%
3-准入选观察池,605189,富春染织,13.91,0.79,14.9/32.1,底位/绿柱缩短,10.2%,-2.7%
3-准入选观察池,001318,阳光乳业,13.94,1.07,17.7/30.3,底位/绿柱缩短,10.0%,-1.8%
