类型,代码,名称,现价,量比,RSI6/14,KDJ/MACD,距60日线,今日涨跌
1-多指标共振金叉,000952,广济药业,6.68,1.01,21.4/30.6,金叉/绿柱缩短,12.8%,1.8%
2-极致缩量潜伏,601019,山东出版,7.51,0.66,18.2/25.5,底位/绿柱缩短,17.1%,-1.4%
3-准入选观察池,002691,冀凯股份,6.15,0.36,3.0/31.7,底位/绿柱缩短,33.1%,-10.0%
3-准入选观察池,002670,国盛证券,12.39,0.66,4.2/30.6,底位/绿柱缩短,22.9%,-1.7%
3-准入选观察池,000710,贝瑞基因,9.68,0.93,18.6/34.6,底位/绿柱缩短,17.0%,-0.2%
3-准入选观察池,600916,中国黄金,8.84,1.0,5.6/34.1,底位/红柱,16.7%,-1.0%
3-准入选观察池,002101,广东鸿图,10.0,1.1,0.0/31.6,底位/绿柱缩短,16.4%,-1.3%
3-准入选观察池,600028,中国石化,5.39,0.95,3.4/12.7,底位/绿柱缩短,15.6%,-1.1%
3-准入选观察池,600603,广汇物流,6.08,1.02,11.3/33.3,底位/绿柱缩短,15.6%,-9.9%
3-准入选观察池,601086,国芳集团,8.1,0.61,0.0/34.7,底位/绿柱缩短,15.0%,-2.8%
3-准入选观察池,603230,内蒙新华,10.84,0.96,2.5/31.8,底位/绿柱缩短,13.3%,-0.6%
3-准入选观察池,601800,中国交建,7.12,0.84,0.0/30.6,底位/绿柱缩短,12.4%,-1.1%
3-准入选观察池,600965,福成股份,5.22,0.89,5.6/33.7,底位/绿柱缩短,11.8%,-1.1%
3-准入选观察池,600866,星湖科技,6.58,0.93,19.4/32.2,底位/绿柱缩短,11.4%,-2.1%
3-准入选观察池,603708,家家悦,10.79,0.73,4.3/30.7,底位/绿柱缩短,10.4%,-1.0%
3-准入选观察池,603367,辰欣药业,15.31,0.76,0.0/31.8,底位/绿柱缩短,10.2%,-1.2%
3-准入选观察池,002697,红旗连锁,5.14,0.78,0.0/29.0,底位/绿柱缩短,10.1%,-0.6%
