类型,代码,名称,现价,量比,RSI6/14,KDJ/MACD,距60日线,今日涨跌
1-多指标共振金叉,002063,远光软件,5.3,1.08,17.5/16.5,金叉/绿柱缩短,20.6%,1.9%
1-多指标共振金叉,600615,鑫源智造,9.35,0.92,22.4/12.9,金叉/绿柱缩短,19.8%,1.2%
1-多指标共振金叉,600055,万东医疗,11.57,1.26,22.1/22.7,金叉/绿柱缩短,19.7%,1.8%
1-多指标共振金叉,603177,德创环保,9.44,0.88,20.0/20.9,金叉/绿柱缩短,18.5%,1.2%
1-多指标共振金叉,603759,海天股份,7.6,1.49,22.6/28.5,金叉/绿柱缩短,17.9%,1.9%
1-多指标共振金叉,600100,同方股份,7.11,1.84,21.5/21.9,金叉/绿柱缩短,14.8%,3.0%
1-多指标共振金叉,601727,上海电气,7.26,1.67,19.3/16.5,金叉/绿柱缩短,12.7%,2.4%
1-多指标共振金叉,605122,四方新材,12.14,0.98,14.9/19.9,金叉/绿柱缩短,10.4%,0.8%
2-极致缩量潜伏,000035,中国天楹,5.0,0.84,0.0/20.0,底位/绿柱缩短,29.0%,0.0%
2-极致缩量潜伏,002243,力合科创,7.01,0.54,6.6/32.2,底位/绿柱缩短,25.6%,0.0%
2-极致缩量潜伏,002227,奥 特 迅,7.11,0.72,0.0/25.6,底位/绿柱缩短,22.2%,-0.1%
2-极致缩量潜伏,603277,银都股份,10.96,0.57,15.7/11.6,底位/绿柱缩短,21.0%,-0.1%
2-极致缩量潜伏,002346,柘中股份,16.0,0.51,21.9/21.3,底位/绿柱缩短,19.8%,0.4%
2-极致缩量潜伏,603577,汇金通,9.25,0.72,1.7/11.0,底位/绿柱缩短,17.2%,0.1%
3-准入选观察池,002454,松芝股份,5.3,0.87,24.3/13.3,底位/绿柱缩短,61.7%,1.0%
3-准入选观察池,605056,咸亨国际,17.98,0.95,17.7/13.0,底位/绿柱缩短,34.7%,-1.3%
3-准入选观察池,603727,博迈科,14.01,0.98,16.2/20.3,底位/绿柱缩短,27.1%,0.6%
3-准入选观察池,002382,蓝帆医疗,5.74,1.0,6.3/9.6,底位/绿柱缩短,25.4%,0.4%
3-准入选观察池,600416,湘电股份,9.76,1.06,20.5/8.4,底位/绿柱缩短,25.2%,2.2%
3-准入选观察池,603089,正裕工业,9.52,0.86,9.0/16.1,底位/绿柱缩短,22.4%,0.2%
3-准入选观察池,002911,佛燃能源,10.45,1.09,9.6/18.2,底位/绿柱缩短,22.4%,0.7%
3-准入选观察池,605136,丽人丽妆,8.28,0.92,12.1/24.3,底位/绿柱缩短,21.4%,1.4%
3-准入选观察池,605050,福然德,10.26,1.05,22.5/19.9,底位/绿柱缩短,21.3%,0.4%
3-准入选观察池,603810,丰山集团,12.45,0.88,22.6/22.1,底位/绿柱缩短,20.8%,0.1%
3-准入选观察池,002949,华阳国际,11.27,0.88,19.1/22.2,底位/绿柱缩短,20.3%,0.2%
3-准入选观察池,603806,福斯特,14.82,0.91,9.3/23.4,底位/绿柱缩短,20.1%,-2.7%
3-准入选观察池,002091,江苏国泰,7.52,0.95,3.7/12.0,底位/绿柱缩短,20.0%,0.3%
3-准入选观察池,002483,润邦股份,5.43,0.79,15.4/30.8,底位/绿柱缩短,19.3%,1.9%
3-准入选观察池,603680,今创集团,11.14,1.03,14.3/12.7,底位/绿柱缩短,18.4%,0.7%
3-准入选观察池,002367,康力电梯,5.32,1.02,23.6/32.9,底位/绿柱缩短,18.3%,1.3%
3-准入选观察池,000411,英特集团,9.49,0.68,9.9/20.9,底位/绿柱缩短,17.8%,2.9%
3-准入选观察池,601128,常熟银行,6.47,1.04,21.3/27.9,底位/绿柱缩短,17.3%,0.6%
3-准入选观察池,603229,奥翔药业,8.52,0.99,2.3/21.2,底位/绿柱缩短,16.5%,-1.5%
3-准入选观察池,000810,创维数字,10.09,0.86,13.1/11.7,底位/绿柱缩短,16.3%,0.5%
3-准入选观察池,600640,国脉文化,10.6,0.86,19.1/21.1,底位/绿柱缩短,15.0%,0.9%
3-准入选观察池,000910,大亚圣象,5.9,0.77,22.1/26.2,底位/绿柱缩短,14.9%,1.6%
3-准入选观察池,000619,海螺新材,5.15,0.86,20.9/26.8,底位/绿柱缩短,13.3%,0.8%
3-准入选观察池,002855,捷荣技术,10.43,0.72,21.2/25.1,底位/绿柱缩短,13.2%,-0.6%
3-准入选观察池,000409,云鼎科技,8.95,0.79,24.2/24.2,底位/绿柱缩短,13.2%,1.6%
3-准入选观察池,000875,吉电股份,6.03,0.92,20.0/29.8,底位/绿柱缩短,13.2%,2.0%
3-准入选观察池,003037,三和管桩,6.26,0.69,14.3/30.2,底位/绿柱缩短,12.9%,1.0%
3-准入选观察池,603219,富佳股份,14.82,0.68,0.0/19.4,底位/绿柱缩短,12.7%,0.0%
3-准入选观察池,000881,中广核技,6.82,0.53,8.8/34.5,底位/绿柱缩短,12.5%,0.4%
3-准入选观察池,600712,南宁百货,5.37,0.89,17.8/22.8,底位/绿柱缩短,12.3%,0.8%
3-准入选观察池,002011,盾安环境,10.76,0.88,17.7/19.0,底位/绿柱缩短,11.9%,1.2%
3-准入选观察池,002932,明德生物,14.75,0.67,23.8/21.1,底位/绿柱缩短,11.8%,0.0%
3-准入选观察池,002205,国统股份,11.71,0.94,22.3/16.9,底位/绿柱缩短,11.7%,-0.1%
3-准入选观察池,600081,东风科技,10.1,0.7,12.5/12.8,底位/绿柱缩短,11.6%,0.7%
3-准入选观察池,603025,大豪科技,13.84,0.89,18.6/18.6,底位/绿柱缩短,11.4%,0.2%
3-准入选观察池,001219,青岛食品,12.86,0.85,9.3/32.8,底位/绿柱缩短,10.3%,-0.2%
3-准入选观察池,603677,奇精机械,14.61,0.57,2.2/24.5,底位/绿柱缩短,10.1%,0.1%
