类型,代码,名称,现价,量比,RSI6/14,KDJ/MACD,距60日线,今日涨跌
0-点火启动(即买即涨),601038,一拖股份,11.8,1.36,21.8/25.8,底位/绿柱缩短,9.6%,2.8%
0-点火启动(即买即涨),600319,亚星化学,7.07,0.84,14.3/27.3,底位/绿柱缩短,7.9%,0.7%
0-点火启动(即买即涨),603053,成都燃气,9.03,1.11,24.6/34.0,金叉/绿柱缩短,7.6%,1.6%
0-点火启动(即买即涨),600336,澳柯玛,7.14,0.85,18.2/17.5,底位/绿柱缩短,4.7%,2.3%
0-点火启动(即买即涨),600299,安迪苏,10.16,1.12,23.8/26.9,金叉/绿柱缩短,26.3%,1.2%
0-点火启动(即买即涨),603218,日月股份,10.71,0.76,23.3/21.2,底位/绿柱缩短,23.1%,0.8%
0-点火启动(即买即涨),002532,天山铝业,13.43,2.51,18.5/33.8,底位/绿柱缩短,22.7%,0.2%
0-点火启动(即买即涨),600867,通化东宝,7.55,1.09,19.3/32.6,底位/绿柱缩短,20.9%,2.3%
0-点火启动(即买即涨),000798,中水渔业,7.84,0.95,20.6/26.5,金叉/绿柱缩短,19.8%,1.7%
0-点火启动(即买即涨),002533,金杯电工,11.15,1.12,23.7/22.6,金叉/绿柱缩短,19.4%,2.9%
0-点火启动(即买即涨),002274,华昌化工,5.26,0.92,24.6/23.6,金叉/绿柱缩短,19.2%,1.0%
0-点火启动(即买即涨),600583,海油工程,5.5,1.22,25.0/31.6,金叉/金叉,17.9%,1.3%
0-点火启动(即买即涨),002166,莱茵生物,7.48,1.02,22.5/6.0,底位/绿柱缩短,15.9%,1.2%
0-点火启动(即买即涨),601068,中铝国际,5.06,0.98,22.0/30.2,金叉/绿柱缩短,15.4%,2.2%
0-点火启动(即买即涨),600048,保利发展,5.21,1.04,24.2/21.1,金叉/绿柱缩短,14.2%,1.2%
0-点火启动(即买即涨),600167,联美控股,5.95,0.77,15.6/27.4,底位/绿柱缩短,13.6%,2.9%
0-点火启动(即买即涨),601061,中信金属,11.35,1.77,17.8/19.3,金叉/绿柱缩短,13.4%,1.9%
0-点火启动(即买即涨),002677,浙江美大,6.82,1.08,17.5/26.0,金叉/绿柱缩短,13.0%,2.2%
0-点火启动(即买即涨),603511,爱慕股份,12.57,1.02,18.9/24.3,底位/绿柱缩短,10.0%,1.7%
1-多指标共振金叉,002394,联发股份,9.36,1.11,7.2/22.8,金叉/绿柱缩短,34.4%,0.6%
1-多指标共振金叉,002941,新疆交建,10.98,0.93,24.3/17.8,金叉/绿柱缩短,28.5%,2.6%
1-多指标共振金叉,002546,新联电子,6.65,1.05,19.2/17.4,金叉/绿柱缩短,28.2%,1.8%
1-多指标共振金叉,603421,鼎信通讯,6.55,1.0,22.5/15.9,金叉/绿柱缩短,27.6%,1.4%
1-多指标共振金叉,601226,华电科工,6.98,1.03,20.7/14.3,金叉/绿柱缩短,25.4%,1.9%
1-多指标共振金叉,605388,均瑶健康,5.36,1.0,18.4/8.2,金叉/绿柱缩短,24.2%,1.5%
1-多指标共振金叉,600326,西藏天路,7.17,1.04,16.9/12.6,金叉/绿柱缩短,24.0%,1.3%
