类型,代码,名称,现价,量比,RSI6/14,KDJ/MACD,距60日线,今日涨跌
1-多指标共振金叉,603668,天马科技,12.85,0.68,15.4/27.6,金叉/绿柱缩短,5.2%,0.7%
1-多指标共振金叉,600422,昆药集团,8.86,1.11,23.0/8.5,金叉/绿柱缩短,27.1%,-0.8%
1-多指标共振金叉,000913,钱江摩托,12.85,1.02,22.4/18.7,金叉/绿柱缩短,15.3%,1.9%
1-多指标共振金叉,601949,中国出版,5.69,1.21,24.2/21.8,金叉/绿柱缩短,12.8%,1.1%
2-极致缩量潜伏,002099,海翔药业,5.67,0.65,10.3/19.5,底位/绿柱缩短,26.2%,-1.0%
2-极致缩量潜伏,002724,海洋王,5.77,0.72,19.1/15.9,底位/绿柱缩短,23.6%,-0.7%
2-极致缩量潜伏,605183,确成股份,16.26,0.57,16.9/15.9,底位/绿柱缩短,22.3%,-1.4%
2-极致缩量潜伏,000524,岭南控股,9.45,0.84,16.3/27.7,底位/绿柱缩短,21.7%,-1.5%
2-极致缩量潜伏,600873,梅花生物,9.07,0.71,19.4/24.4,底位/绿柱缩短,21.3%,-0.9%
2-极致缩量潜伏,002769,普路通,8.99,0.52,13.0/21.0,底位/绿柱缩短,20.0%,-0.9%
2-极致缩量潜伏,600039,四川路桥,7.96,0.75,22.2/4.8,底位/绿柱缩短,19.3%,0.0%
2-极致缩量潜伏,600620,天宸股份,5.28,0.84,20.4/26.2,底位/绿柱缩短,18.8%,-0.9%
2-极致缩量潜伏,600057,厦门象屿,6.66,0.68,15.2/21.2,底位/绿柱缩短,18.7%,-1.3%
2-极致缩量潜伏,603103,横店影视,20.18,0.79,17.6/25.3,底位/绿柱缩短,18.6%,0.5%
2-极致缩量潜伏,600970,中材国际,8.78,0.78,0.0/13.3,底位/绿柱缩短,18.3%,-1.5%
2-极致缩量潜伏,002540,亚太科技,5.71,0.62,20.4/19.8,底位/绿柱缩短,17.7%,-1.0%
2-极致缩量潜伏,002941,新疆交建,13.24,0.72,0.0/7.7,底位/绿柱缩短,16.9%,-0.4%
2-极致缩量潜伏,002140,东华科技,10.83,0.44,1.0/25.3,底位/绿柱缩短,16.7%,-1.4%
2-极致缩量潜伏,000888,峨眉山Ａ,10.94,0.84,11.6/13.6,底位/绿柱缩短,16.5%,-1.0%
2-极致缩量潜伏,603896,寿仙谷,16.38,0.85,18.3/18.1,底位/绿柱缩短,16.4%,-1.2%
2-极致缩量潜伏,601800,中国交建,6.69,0.82,3.7/4.5,底位/绿柱缩短,15.7%,-1.3%
3-准入选观察池,605599,菜百股份,16.78,0.8,0.0/12.9,底位/绿柱缩短,35.4%,-2.4%
3-准入选观察池,601212,白银有色,6.97,1.06,6.6/26.1,底位/绿柱缩短,24.2%,-6.9%
3-准入选观察池,000525,红太阳,5.13,0.97,18.9/25.7,底位/绿柱缩短,23.6%,-2.3%
3-准入选观察池,000930,中粮科技,5.54,1.06,7.5/18.8,底位/绿柱缩短,20.0%,-1.8%
3-准入选观察池,600399,抚顺特钢,5.2,0.82,23.3/24.8,底位/绿柱缩短,19.5%,-1.5%
3-准入选观察池,000721,西安饮食,6.9,0.91,9.2/15.3,底位/绿柱缩短,18.6%,-1.4%
3-准入选观察池,002373,千方科技,8.57,0.95,18.1/24.3,底位/绿柱缩短,18.1%,-0.5%
3-准入选观察池,000532,华金资本,11.89,0.92,16.5/12.4,底位/绿柱缩短,18.0%,-1.9%
