类型,代码,名称,现价,量比,RSI6/14,KDJ/MACD,距60日线,今日涨跌
3-准入选观察池,002852,道道全,8.63,0.94,20.6/28.7,底位/绿柱缩短,17.9%,-0.8%
3-准入选观察池,002960,青鸟消防,9.8,1.1,0.0/26.1,底位/绿柱缩短,17.9%,-2.4%
3-准入选观察池,603098,森特股份,13.05,0.97,18.4/21.0,底位/绿柱缩短,17.7%,-1.9%
3-准入选观察池,600352,浙江龙盛,11.96,1.01,6.2/30.6,底位/绿柱缩短,17.6%,-2.0%
3-准入选观察池,000017,深中华A,5.91,0.87,7.1/19.8,底位/绿柱缩短,17.2%,-1.0%
3-准入选观察池,600028,中国石化,5.13,0.93,0.0/18.4,底位/红柱,17.1%,-0.4%
3-准入选观察池,002096,易普力,10.76,0.9,13.6/29.2,底位/绿柱缩短,17.0%,-1.6%
3-准入选观察池,000403,派林生物,11.2,0.89,23.9/13.6,底位/绿柱缩短,17.0%,-1.3%
3-准入选观察池,600517,国网英大,5.69,0.98,20.8/23.0,底位/绿柱缩短,16.3%,-2.2%
3-准入选观察池,002928,华夏航空,7.74,0.87,23.0/30.1,底位/绿柱缩短,16.1%,-3.1%
3-准入选观察池,600120,浙江东方,5.14,0.97,14.7/32.1,底位/绿柱缩短,16.1%,-2.5%
3-准入选观察池,603871,嘉友国际,12.11,0.91,9.9/18.3,底位/绿柱缩短,16.1%,-1.5%
3-准入选观察池,601019,山东出版,7.3,0.99,15.8/27.3,底位/红柱,15.9%,-1.1%
3-准入选观察池,600838,上海九百,8.9,0.92,16.5/25.4,底位/绿柱缩短,15.8%,-1.8%
3-准入选观察池,603639,海利尔,11.62,0.94,5.7/19.0,底位/绿柱缩短,15.6%,-1.6%
3-准入选观察池,601808,中海油服,14.1,1.0,0.0/27.3,底位/绿柱缩短,15.5%,-0.1%
3-准入选观察池,002483,润邦股份,6.19,0.88,17.5/23.8,底位/绿柱缩短,15.3%,-1.3%
3-准入选观察池,600582,天地科技,5.51,0.88,0.0/24.3,底位/红柱,15.3%,0.0%
3-准入选观察池,002178,延华智能,5.44,1.07,11.1/26.4,底位/绿柱缩短,14.9%,-2.2%
3-准入选观察池,002312,川发龙蟒,10.32,0.69,17.1/25.7,底位/绿柱缩短,14.8%,-0.9%
3-准入选观察池,000096,广聚能源,9.03,1.06,5.8/30.5,底位/绿柱缩短,14.7%,-0.4%
3-准入选观察池,600731,湖南海利,6.27,0.82,6.2/19.8,底位/绿柱缩短,14.6%,-1.1%
3-准入选观察池,002016,世荣兆业,5.07,0.92,8.1/22.7,底位/绿柱缩短,13.8%,0.2%
3-准入选观察池,603230,内蒙新华,10.43,0.92,14.5/26.3,底位/红柱,13.8%,-0.7%
3-准入选观察池,600746,江苏索普,7.55,0.82,20.0/25.2,底位/绿柱缩短,13.5%,-0.9%
3-准入选观察池,600583,海油工程,6.19,0.95,21.2/29.6,底位/绿柱缩短,13.2%,0.0%
3-准入选观察池,603708,家家悦,10.06,1.09,8.5/17.6,底位/绿柱缩短,13.2%,-0.9%
3-准入选观察池,000009,中国宝安,7.92,0.81,1.4/26.2,底位/绿柱缩短,13.1%,-1.1%
3-准入选观察池,605577,龙版传媒,11.32,0.82,8.8/29.5,底位/绿柱缩短,12.9%,-0.2%
3-准入选观察池,603027,千禾味业,8.38,0.83,1.9/29.1,底位/绿柱缩短,12.9%,-0.7%
3-准入选观察池,002078,太阳纸业,13.69,1.02,7.7/34.1,底位/绿柱缩短,12.9%,-1.9%
3-准入选观察池,002556,辉隆股份,5.61,0.91,4.2/32.1,底位/绿柱缩短,12.8%,-1.4%
3-准入选观察池,002736,国信证券,10.35,1.08,11.7/23.9,底位/绿柱缩短,12.7%,-2.4%
3-准入选观察池,600097,开创国际,9.94,1.09,19.4/27.5,底位/绿柱缩短,12.6%,-1.4%
3-准入选观察池,603566,普莱柯,11.34,0.81,20.0/14.2,底位/绿柱缩短,12.6%,-0.4%
3-准入选观察池,000726,鲁  泰Ａ,6.28,1.03,15.0/21.4,底位/绿柱缩短,12.5%,-0.3%
3-准入选观察池,002345,潮宏基,9.72,0.88,8.0/26.1,底位/绿柱缩短,12.4%,-2.1%
3-准入选观察池,002739,万达电影,9.08,0.82,1.7/23.4,底位/绿柱缩短,12.2%,0.0%
3-准入选观察池,601238,广汽集团,6.6,0.83,8.5/15.0,底位/绿柱缩短,12.2%,-1.0%
3-准入选观察池,002343,慈文传媒,5.92,0.85,23.0/33.6,底位/绿柱缩短,11.9%,0.3%
3-准入选观察池,603759,海天股份,8.74,1.02,18.5/30.1,底位/绿柱缩短,11.8%,-1.0%
3-准入选观察池,002010,传化智联,5.4,0.78,8.9/24.5,底位/绿柱缩短,11.6%,-1.1%
3-准入选观察池,002088,鲁阳节能,9.45,0.89,18.4/27.7,底位/绿柱缩短,11.6%,-2.0%
3-准入选观察池,603898,好莱客,12.69,0.7,24.8/26.5,底位/绿柱缩短,11.5%,1.0%
3-准入选观察池,000035,中国天楹,6.19,0.88,24.0/24.2,底位/绿柱缩短,11.3%,-3.7%
3-准入选观察池,601966,玲珑轮胎,12.73,0.86,19.5/14.1,底位/绿柱缩短,11.3%,-1.5%
3-准入选观察池,600987,航民股份,6.89,0.79,20.0/20.7,底位/绿柱缩短,11.3%,-0.6%
3-准入选观察池,600820,隧道股份,5.75,1.0,11.5/21.4,底位/红柱,11.1%,-1.9%
3-准入选观察池,600420,国药现代,9.26,0.92,4.8/16.2,底位/绿柱缩短,11.0%,-1.5%
3-准入选观察池,003039,顺控发展,13.93,1.01,16.7/18.2,底位/绿柱缩短,11.0%,-1.8%
3-准入选观察池,601801,皖新传媒,5.77,0.96,2.9/27.9,底位/绿柱缩短,11.0%,-0.9%
3-准入选观察池,603987,康德莱,7.92,1.01,7.8/22.0,底位/绿柱缩短,10.9%,-1.7%
3-准入选观察池,002027,分众传媒,5.92,0.6,0.0/34.8,底位/绿柱缩短,10.8%,0.0%
3-准入选观察池,002116,中国海诚,9.44,1.0,8.7/18.3,底位/绿柱缩短,10.6%,-1.3%
3-准入选观察池,601121,宝地矿业,7.14,0.94,3.9/31.9,底位/绿柱缩短,10.6%,-2.9%
3-准入选观察池,601686,友发集团,5.34,0.73,11.8/15.6,底位/绿柱缩短,10.5%,-1.3%
3-准入选观察池,603707,健友股份,8.7,1.06,14.3/18.3,底位/绿柱缩短,10.4%,-1.5%
3-准入选观察池,601952,苏垦农发,9.12,0.93,0.0/33.6,底位/绿柱缩短,10.2%,-1.3%
3-准入选观察池,600129,太极集团,14.93,0.95,25.0/21.4,底位/绿柱缩短,10.2%,-1.6%
3-准入选观察池,603187,海容冷链,13.92,1.04,9.4/33.5,底位/绿柱缩短,10.2%,-0.8%
3-准入选观察池,002583,海能达,9.57,0.84,23.0/21.9,底位/绿柱缩短,10.2%,-1.8%
3-准入选观察池,600128,苏豪弘业,9.92,0.81,20.0/28.2,底位/绿柱缩短,10.2%,-1.3%
3-准入选观察池,603856,东宏股份,12.01,1.07,8.9/34.1,底位/绿柱缩短,10.1%,-2.6%
3-准入选观察池,002020,京新药业,14.25,0.65,16.5/31.3,底位/绿柱缩短,10.0%,-0.5%
3-准入选观察池,002644,佛慈制药,7.85,0.83,9.8/32.5,底位/绿柱缩短,10.0%,-0.6%
3-准入选观察池,000708,中信特钢,14.71,0.98,19.1/22.8,底位/绿柱缩短,10.0%,-2.6%
3-准入选观察池,603043,广州酒家,14.53,0.66,0.0/27.6,底位/绿柱缩短,10.0%,-0.7%
