类型,代码,名称,现价,量比,RSI6/14,KDJ/MACD,距60日线,今日涨跌
0-点火启动(即买即涨),603033,三维股份,10.07,1.19,24.1/19.0,金叉/绿柱缩短,7.2%,2.1%
2-极致缩量潜伏,002454,松芝股份,5.66,0.78,10.0/2.2,底位/绿柱缩短,57.6%,-1.2%
2-极致缩量潜伏,601012,隆基绿能,13.34,0.74,0.0/14.5,底位/绿柱缩短,26.4%,-0.6%
2-极致缩量潜伏,603309,维力医疗,11.49,0.81,10.1/23.5,底位/绿柱缩短,22.8%,-0.9%
2-极致缩量潜伏,002765,蓝黛科技,8.06,0.83,14.5/6.3,底位/绿柱缩短,22.6%,-1.1%
2-极致缩量潜伏,000410,沈阳机床,5.24,0.81,22.2/20.4,底位/绿柱缩短,22.1%,-0.6%
2-极致缩量潜伏,002085,万丰奥威,11.48,0.76,6.7/8.7,底位/绿柱缩短,21.9%,-1.0%
2-极致缩量潜伏,002583,海能达,8.27,0.84,19.6/12.6,底位/绿柱缩短,21.1%,-0.5%
2-极致缩量潜伏,603106,恒银科技,7.44,0.68,23.2/22.2,底位/绿柱缩短,20.7%,-1.2%
2-极致缩量潜伏,603136,天目湖,9.07,0.71,24.5/19.0,底位/绿柱缩短,19.3%,-1.4%
2-极致缩量潜伏,002139,拓邦股份,9.87,0.77,7.0/28.0,底位/绿柱缩短,19.2%,-1.2%
2-极致缩量潜伏,002836,新宏泽,10.96,0.77,8.3/19.1,底位/绿柱缩短,19.1%,-0.8%
2-极致缩量潜伏,603758,秦安股份,10.63,0.72,16.5/12.1,底位/绿柱缩短,18.8%,-0.8%
2-极致缩量潜伏,600877,电科芯片,13.89,0.61,10.0/27.7,底位/绿柱缩短,18.4%,-0.6%
2-极致缩量潜伏,601872,招商轮船,14.96,0.73,0.0/22.7,底位/绿柱缩短,17.3%,-1.1%
2-极致缩量潜伏,002097,山河智能,8.42,0.71,23.0/14.0,底位/绿柱缩短,17.2%,-0.5%
2-极致缩量潜伏,600352,浙江龙盛,11.04,0.82,13.0/26.5,底位/绿柱缩短,17.1%,-0.8%
2-极致缩量潜伏,605158,华达新材,6.58,0.77,14.7/12.7,底位/绿柱缩短,15.8%,-1.4%
2-极致缩量潜伏,603680,今创集团,11.74,0.7,17.6/9.4,底位/绿柱缩短,15.0%,-1.1%
3-准入选观察池,002960,青鸟消防,8.04,0.68,12.5/19.4,底位/绿柱缩短,36.5%,-1.6%
3-准入选观察池,600810,神马股份,5.74,0.67,19.7/9.4,底位/绿柱缩短,34.6%,-1.5%
3-准入选观察池,603151,邦基科技,12.41,0.81,22.7/20.5,底位/绿柱缩短,29.4%,-3.7%
3-准入选观察池,600026,中远海能,17.7,0.96,0.0/19.6,底位/绿柱缩短,26.9%,-1.3%
3-准入选观察池,002459,晶澳科技,8.62,0.91,12.2/12.1,底位/绿柱缩短,26.9%,-0.7%
3-准入选观察池,603801,志邦家居,6.95,1.07,19.6/14.2,底位/绿柱缩短,25.7%,-2.2%
3-准入选观察池,002546,新联电子,7.13,0.97,22.2/27.3,底位/绿柱缩短,25.5%,-2.6%
3-准入选观察池,002941,新疆交建,11.68,0.86,23.1/28.9,底位/绿柱缩短,25.4%,-0.7%
3-准入选观察池,000735,罗 牛 山,5.26,0.96,14.6/13.4,底位/绿柱缩短,25.4%,-2.2%
3-准入选观察池,000617,中油资本,7.46,1.09,25.0/15.3,底位/绿柱缩短,25.3%,-2.7%
3-准入选观察池,600732,爱旭股份,11.51,0.75,12.9/25.3,底位/绿柱缩短,24.8%,-1.5%
3-准入选观察池,601865,福莱特,11.22,0.9,11.1/17.5,底位/绿柱缩短,24.5%,-1.0%
3-准入选观察池,600839,四川长虹,7.02,1.08,16.2/10.2,底位/绿柱缩短,24.5%,-2.8%
3-准入选观察池,603279,景津装备,13.98,0.95,0.0/10.3,底位/绿柱缩短,24.4%,-2.4%
3-准入选观察池,002537,海联金汇,6.11,0.86,20.0/16.8,底位/绿柱缩短,24.2%,-1.8%
3-准入选观察池,002416,爱施德,10.34,0.83,14.3/18.3,底位/绿柱缩短,24.1%,-1.6%
3-准入选观察池,002550,千红制药,5.98,1.05,8.5/12.7,底位/绿柱缩短,24.0%,-2.0%
3-准入选观察池,600216,浙江医药,12.08,1.07,23.1/17.7,底位/绿柱缩短,23.8%,-2.6%
3-准入选观察池,600843,上工申贝,7.44,0.88,17.6/17.4,底位/绿柱缩短,23.5%,-2.9%
3-准入选观察池,002601,龙佰集团,13.95,1.09,19.7/8.3,底位/绿柱缩短,23.5%,-2.8%
3-准入选观察池,603058,永吉股份,9.44,0.77,18.7/22.0,底位/绿柱缩短,23.3%,-1.8%
3-准入选观察池,603238,诺邦股份,12.63,0.81,23.4/13.5,底位/绿柱缩短,23.1%,-2.4%
3-准入选观察池,002373,千方科技,7.61,0.85,14.7/27.6,底位/绿柱缩短,23.1%,-2.2%
3-准入选观察池,601226,华电科工,7.46,0.97,12.0/20.3,底位/绿柱缩短,23.1%,-1.6%
3-准入选观察池,603421,鼎信通讯,7.04,0.92,19.7/24.6,底位/绿柱缩短,22.7%,-1.0%
3-准入选观察池,600326,西藏天路,7.56,1.03,13.8/10.7,底位/绿柱缩短,22.2%,-2.8%
3-准入选观察池,603218,日月股份,11.19,1.09,14.8/21.7,底位/绿柱缩短,21.9%,-2.1%
3-准入选观察池,003040,楚天龙,12.68,0.92,22.4/20.7,底位/绿柱缩短,21.7%,-1.5%
3-准入选观察池,002276,万马股份,11.4,0.94,8.1/15.8,底位/绿柱缩短,21.7%,-1.9%
3-准入选观察池,600517,国网英大,5.14,0.91,5.6/19.8,底位/绿柱缩短,21.6%,-2.1%
3-准入选观察池,600318,新力金融,6.52,1.08,21.7/14.8,底位/绿柱缩短,21.4%,-2.0%
3-准入选观察池,002268,电科网安,13.62,0.95,14.7/33.0,底位/绿柱缩短,21.3%,-2.4%
3-准入选观察池,603528,多伦科技,6.65,0.77,15.0/25.9,底位/绿柱缩短,21.0%,-2.5%
3-准入选观察池,603949,雪龙集团,15.21,0.73,15.3/16.9,底位/绿柱缩短,20.9%,-1.8%
3-准入选观察池,002755,奥赛康,13.02,0.78,0.0/23.5,底位/绿柱缩短,20.5%,-3.3%
3-准入选观察池,000683,博源化工,7.0,1.06,12.5/14.1,底位/绿柱缩短,20.4%,-3.6%
3-准入选观察池,001236,弘业期货,7.78,0.96,16.7/13.2,底位/绿柱缩短,19.6%,-2.8%
3-准入选观察池,600416,湘电股份,10.62,0.81,1.6/32.4,底位/绿柱缩短,19.2%,-3.4%
3-准入选观察池,002041,登海种业,8.49,1.0,24.7/16.5,底位/绿柱缩短,19.0%,-2.4%
3-准入选观察池,002508,老板电器,16.15,0.91,14.9/23.9,底位/绿柱缩短,19.0%,-1.8%
3-准入选观察池,600694,大商股份,14.4,0.81,14.0/20.9,底位/绿柱缩短,18.9%,-3.3%
3-准入选观察池,603277,银都股份,11.53,0.94,15.2/13.4,底位/绿柱缩短,18.7%,-1.5%
3-准入选观察池,000035,中国天楹,5.69,0.96,23.9/28.1,底位/绿柱缩短,18.4%,-3.7%
3-准入选观察池,601808,中海油服,12.95,1.07,22.5/17.1,底位/绿柱缩短,18.4%,-1.2%
3-准入选观察池,600099,林海股份,9.3,0.76,23.1/23.2,底位/绿柱缩短,18.3%,-2.2%
3-准入选观察池,002588,史丹利,8.82,1.01,23.5/21.6,底位/绿柱缩短,18.2%,-2.6%
3-准入选观察池,002320,海峡股份,7.22,0.99,18.6/22.6,底位/绿柱缩短,18.1%,-2.7%
3-准入选观察池,600650,锦江在线,10.74,1.03,6.5/32.3,底位/绿柱缩短,18.1%,-2.5%
3-准入选观察池,605001,威奥股份,6.21,0.83,21.7/22.6,底位/绿柱缩短,17.8%,-1.7%
3-准入选观察池,605167,利柏特,14.81,0.48,13.3/23.5,底位/绿柱缩短,17.4%,-2.0%
3-准入选观察池,001322,箭牌家居,6.34,0.85,16.1/30.0,底位/绿柱缩短,17.2%,-0.6%
3-准入选观察池,002232,启明信息,14.94,0.84,15.4/21.8,底位/绿柱缩短,17.1%,-2.0%
3-准入选观察池,600560,金自天正,12.4,0.93,20.7/16.8,底位/绿柱缩短,17.1%,-2.5%
3-准入选观察池,001201,东瑞股份,11.18,1.02,22.4/19.5,底位/绿柱缩短,17.0%,-2.9%
3-准入选观察池,002152,广电运通,10.12,0.8,9.1/28.0,底位/绿柱缩短,16.6%,-1.6%
3-准入选观察池,605155,西大门,13.77,0.76,16.1/23.2,底位/绿柱缩短,16.6%,-3.0%
3-准入选观察池,002889,东方嘉盛,11.33,0.98,21.8/15.2,底位/绿柱缩短,16.2%,-2.0%
3-准入选观察池,001239,永达股份,12.93,0.86,19.6/17.7,底位/绿柱缩短,16.1%,-1.3%
3-准入选观察池,002238,天威视讯,6.27,0.82,20.8/27.1,底位/绿柱缩短,16.0%,-2.8%
