类型,代码,名称,现价,量比,RSI6/14,KDJ/MACD,距60日线,今日涨跌
3-准入选观察池,603586,金麒麟,12.36,0.62,0.0/19.7,底位/绿柱缩短,39.1%,-4.3%
3-准入选观察池,600299,安迪苏,8.83,0.9,0.0/9.5,底位/绿柱缩短,37.0%,-2.3%
3-准入选观察池,603585,苏利股份,13.71,0.89,14.2/23.1,底位/红柱,37.0%,-2.0%
3-准入选观察池,603189,网达软件,9.8,0.85,23.5/20.2,底位/绿柱缩短,36.7%,-3.2%
3-准入选观察池,605136,丽人丽妆,7.14,1.08,9.1/9.4,底位/绿柱缩短,36.2%,-3.4%
3-准入选观察池,601965,中国汽研,11.68,0.69,0.0/5.3,底位/绿柱缩短,35.9%,-2.8%
3-准入选观察池,002221,东华能源,5.41,0.79,5.3/32.7,底位/绿柱缩短,35.9%,-2.7%
3-准入选观察池,002284,亚太股份,9.24,0.95,0.0/15.3,底位/绿柱缩短,35.6%,-3.4%
3-准入选观察池,000403,派林生物,8.86,0.56,2.3/8.0,底位/绿柱缩短,35.2%,-5.1%
3-准入选观察池,000537,中绿电,7.44,1.08,3.4/7.1,底位/绿柱缩短,34.2%,-2.6%
3-准入选观察池,601600,中国铝业,8.4,0.8,19.0/26.7,底位/绿柱缩短,34.1%,-4.6%
3-准入选观察池,600468,百利电气,5.31,1.05,8.8/25.8,底位/绿柱缩短,33.7%,-2.8%
3-准入选观察池,605599,菜百股份,13.87,1.0,0.0/28.6,底位/红柱,33.7%,-1.4%
3-准入选观察池,605555,德昌股份,11.7,0.59,0.0/13.1,底位/绿柱缩短,33.4%,-4.1%
3-准入选观察池,603089,正裕工业,8.4,1.0,15.1/14.2,底位/绿柱缩短,33.0%,-4.1%
3-准入选观察池,603348,文灿股份,13.36,1.03,17.2/20.5,底位/绿柱缩短,32.9%,-3.6%
3-准入选观察池,000676,智度股份,5.07,0.9,21.3/26.4,底位/红柱,32.9%,-3.2%
3-准入选观察池,600055,万东医疗,10.1,1.03,12.3/19.4,底位/绿柱缩短,32.6%,-4.0%
3-准入选观察池,605222,起帆电缆,22.35,0.93,0.0/16.8,底位/绿柱缩短,32.5%,-3.8%
3-准入选观察池,600873,梅花生物,7.36,0.89,0.0/16.1,底位/绿柱缩短,32.4%,-2.4%
3-准入选观察池,603918,金桥信息,9.4,1.05,11.4/20.9,底位/绿柱缩短,32.3%,-4.0%
3-准入选观察池,601969,海南矿业,7.95,1.03,17.0/29.4,底位/绿柱缩短,32.1%,-4.6%
3-准入选观察池,605169,洪通燃气,8.94,1.08,15.5/7.8,底位/绿柱缩短,32.0%,-1.9%
3-准入选观察池,003040,楚天龙,10.75,0.8,17.9/23.7,底位/绿柱缩短,32.0%,-4.2%
3-准入选观察池,002949,华阳国际,9.93,1.09,19.7/11.9,底位/绿柱缩短,31.8%,-2.7%
3-准入选观察池,603151,邦基科技,11.06,0.95,24.7/24.9,底位/绿柱缩短,31.7%,-2.2%
3-准入选观察池,002677,浙江美大,5.63,0.91,6.7/10.7,底位/绿柱缩短,31.7%,-3.1%
3-准入选观察池,002093,国脉科技,6.29,1.06,0.0/23.2,底位/绿柱缩短,31.4%,-3.2%
3-准入选观察池,601858,中国科传,17.89,0.95,0.0/18.2,底位/绿柱缩短,31.4%,-4.6%
3-准入选观察池,601898,中煤能源,12.51,0.67,11.8/15.2,底位/绿柱缩短,31.2%,-2.6%
3-准入选观察池,002649,博彦科技,7.96,1.02,14.4/27.0,底位/绿柱缩短,30.9%,-3.9%
3-准入选观察池,002244,滨江集团,7.47,1.03,3.4/13.9,底位/绿柱缩短,30.8%,-4.2%
3-准入选观察池,600212,绿能慧充,5.22,0.67,20.4/22.1,底位/绿柱缩短,30.7%,-2.8%
3-准入选观察池,603680,今创集团,9.82,1.02,0.0/17.6,底位/绿柱缩短,30.7%,-1.8%
3-准入选观察池,002053,云南能投,8.69,1.03,0.0/11.5,底位/绿柱缩短,30.7%,-0.6%
3-准入选观察池,600104,上汽集团,9.73,0.89,4.4/4.1,底位/绿柱缩短,30.6%,-3.3%
3-准入选观察池,002103,广博股份,5.74,0.94,9.7/10.0,底位/绿柱缩短,30.6%,-2.6%
3-准入选观察池,000683,博源化工,6.03,0.57,23.5/33.7,底位/绿柱缩短,30.3%,-3.0%
3-准入选观察池,603551,奥普科技,8.64,1.06,0.0/1.8,底位/绿柱缩短,30.3%,-2.4%
3-准入选观察池,002383,合众思壮,6.66,1.06,6.7/17.2,底位/绿柱缩短,30.0%,-1.9%
3-准入选观察池,600661,昂立教育,6.98,1.09,19.4/17.9,底位/绿柱缩短,29.8%,-2.1%
3-准入选观察池,601808,中海油服,10.79,0.78,3.8/11.4,底位/绿柱缩短,29.8%,-2.7%
3-准入选观察池,603098,森特股份,10.39,0.8,3.6/14.9,底位/绿柱缩短,29.5%,-2.9%
3-准入选观察池,603421,鼎信通讯,6.05,0.77,22.9/26.3,底位/绿柱缩短,29.4%,-2.6%
3-准入选观察池,603896,寿仙谷,13.01,0.7,5.3/11.8,底位/绿柱缩短,29.3%,-4.0%
3-准入选观察池,000705,浙江震元,5.99,0.96,24.0/22.4,底位/绿柱缩短,29.2%,-2.1%
3-准入选观察池,603086,先达股份,5.27,0.95,21.4/22.7,底位/绿柱缩短,29.2%,-1.9%
3-准入选观察池,601238,广汽集团,5.06,1.08,0.0/11.2,底位/绿柱缩短,29.1%,-4.2%
3-准入选观察池,002243,力合科创,6.55,0.97,20.2/14.4,底位/绿柱缩短,29.0%,-4.1%
3-准入选观察池,600841,动力新科,6.24,1.02,24.3/23.3,底位/绿柱缩短,28.9%,-2.2%
3-准入选观察池,002905,金逸影视,6.84,0.79,23.6/22.8,底位/绿柱缩短,28.9%,-2.8%
3-准入选观察池,600137,浪莎股份,16.47,0.75,20.6/18.1,底位/绿柱缩短,28.8%,-1.6%
3-准入选观察池,000014,沙河股份,9.28,0.73,23.5/19.4,底位/绿柱缩短,28.8%,-3.1%
3-准入选观察池,603628,清源股份,9.32,0.9,7.3/23.9,底位/绿柱缩短,28.8%,-2.0%
3-准入选观察池,000625,长安汽车,6.86,0.97,10.4/17.2,底位/绿柱缩短,28.8%,-2.4%
3-准入选观察池,603810,丰山集团,11.24,0.91,24.0/13.5,底位/绿柱缩短,28.6%,-1.2%
3-准入选观察池,001979,招商蛇口,6.54,0.9,0.0/4.3,底位/绿柱缩短,28.6%,-2.2%
3-准入选观察池,002836,新宏泽,9.43,0.76,17.1/20.6,底位/绿柱缩短,28.5%,-1.8%
3-准入选观察池,601155,新城控股,10.42,0.99,11.4/24.3,底位/绿柱缩短,28.5%,-2.2%
3-准入选观察池,600415,小商品城,9.76,0.95,7.5/25.2,底位/绿柱缩短,28.4%,-3.4%
3-准入选观察池,000798,中水渔业,7.0,0.86,14.6/16.1,底位/绿柱缩短,28.4%,-2.4%
3-准入选观察池,600756,浪潮软件,12.12,0.91,11.9/31.6,底位/绿柱缩短,28.2%,-3.8%
3-准入选观察池,000020,深华发Ａ,10.85,1.02,14.6/25.5,底位/红柱,28.1%,-2.0%
3-准入选观察池,000155,川能动力,12.01,1.08,24.1/33.5,底位/绿柱缩短,28.0%,-4.6%
3-准入选观察池,002777,久远银海,11.94,1.04,11.2/21.9,底位/绿柱缩短,27.9%,-3.6%
3-准入选观察池,002363,隆基机械,6.02,1.04,9.0/16.6,底位/绿柱缩短,27.7%,-2.6%
3-准入选观察池,002799,环球印务,6.16,0.86,2.0/3.4,底位/绿柱缩短,27.7%,-0.8%
3-准入选观察池,603366,日出东方,6.28,0.89,6.9/22.7,底位/绿柱缩短,27.6%,-1.7%
3-准入选观察池,002366,融发核电,5.43,0.99,5.3/28.2,底位/绿柱缩短,27.6%,-3.9%
3-准入选观察池,603528,多伦科技,5.95,0.78,12.8/31.5,底位/绿柱缩短,27.5%,-2.6%
3-准入选观察池,603969,银龙股份,6.83,0.99,20.7/25.3,底位/绿柱缩短,27.5%,-3.4%
3-准入选观察池,000576,甘化科工,6.58,1.07,9.2/23.3,底位/红柱,27.5%,-2.5%
3-准入选观察池,000819,岳阳兴长,11.8,0.98,6.4/24.5,底位/绿柱缩短,27.4%,-3.3%
3-准入选观察池,600860,京城股份,8.05,0.74,5.1/26.6,底位/绿柱缩短,27.3%,-2.2%
3-准入选观察池,002543,万和电气,6.18,0.87,16.9/10.3,底位/绿柱缩短,27.1%,-2.4%
3-准入选观察池,002908,德生科技,6.4,1.06,20.0/18.5,底位/绿柱缩短,26.9%,-3.5%
3-准入选观察池,002097,山河智能,7.3,1.03,0.0/17.6,底位/绿柱缩短,26.9%,-1.9%
3-准入选观察池,002835,同为股份,11.37,1.0,16.3/20.4,底位/绿柱缩短,26.8%,-3.0%
3-准入选观察池,002451,摩恩电气,7.1,1.0,16.7/25.4,底位/绿柱缩短,26.8%,-2.7%
3-准入选观察池,603707,健友股份,6.84,0.83,21.4/18.4,底位/绿柱缩短,26.6%,-4.2%
3-准入选观察池,605155,西大门,12.08,0.74,13.9/27.5,底位/绿柱缩短,26.5%,-4.7%
3-准入选观察池,603787,新日股份,9.17,0.8,23.2/24.2,底位/红柱,26.4%,-1.7%
3-准入选观察池,603999,读者传媒,5.05,0.94,22.7/26.3,底位/绿柱缩短,26.3%,-3.1%
3-准入选观察池,605577,龙版传媒,8.9,0.88,9.7/17.7,底位/绿柱缩短,26.3%,-2.7%
3-准入选观察池,600328,中盐化工,6.11,1.01,21.5/34.0,底位/红柱,26.3%,-3.9%
3-准入选观察池,001217,华尔泰,8.62,0.85,21.4/24.8,底位/绿柱缩短,26.1%,-2.2%
3-准入选观察池,600233,圆通速递,15.29,0.62,13.5/19.9,底位/绿柱缩短,26.0%,-1.7%
3-准入选观察池,600127,金健米业,5.16,0.92,6.5/12.0,底位/绿柱缩短,26.0%,-0.8%
3-准入选观察池,600251,冠农股份,8.61,0.88,13.1/22.6,底位/绿柱缩短,25.9%,-1.8%
3-准入选观察池,600128,苏豪弘业,7.76,0.91,22.0/19.1,底位/绿柱缩短,25.8%,-3.7%
3-准入选观察池,605033,美邦股份,16.98,0.95,18.4/18.6,底位/绿柱缩短,25.8%,-2.4%
3-准入选观察池,601966,玲珑轮胎,10.18,0.77,0.0/8.6,底位/绿柱缩短,25.7%,-2.1%
3-准入选观察池,600129,太极集团,11.86,1.01,18.5/23.2,底位/绿柱缩短,25.7%,-3.7%
3-准入选观察池,600838,上海九百,7.13,0.96,12.2/23.3,底位/绿柱缩短,25.6%,-3.0%
3-准入选观察池,001356,富岭股份,8.32,0.85,7.5/21.5,底位/绿柱缩短,25.6%,-2.1%
3-准入选观察池,002911,佛燃能源,9.66,0.93,10.2/10.8,底位/绿柱缩短,25.6%,-1.4%
3-准入选观察池,002205,国统股份,10.18,0.76,21.5/13.5,底位/绿柱缩短,25.4%,-2.5%
3-准入选观察池,600235,民丰特纸,5.05,0.98,21.4/17.4,底位/绿柱缩短,25.2%,-1.6%
3-准入选观察池,002825,纳尔股份,8.18,0.69,4.7/18.8,底位/绿柱缩短,25.2%,-3.0%
3-准入选观察池,603028,赛福天,6.67,0.85,20.0/21.1,底位/绿柱缩短,25.2%,-2.5%
3-准入选观察池,603022,新通联,8.24,0.93,18.5/14.0,底位/绿柱缩短,25.1%,-0.8%
3-准入选观察池,603577,汇金通,8.45,0.81,0.0/22.8,底位/绿柱缩短,25.1%,-3.5%
3-准入选观察池,001318,阳光乳业,9.99,1.02,17.2/16.7,底位/绿柱缩短,25.0%,-2.2%
3-准入选观察池,600051,宁波联合,5.68,0.89,22.7/14.6,底位/绿柱缩短,25.0%,-2.2%
3-准入选观察池,002508,老板电器,14.44,0.91,0.0/12.3,底位/绿柱缩短,25.0%,-2.4%
3-准入选观察池,002073,软控股份,5.09,0.98,22.6/25.4,底位/红柱,24.8%,-3.0%
3-准入选观察池,000953,河化股份,5.23,0.94,23.7/25.0,底位/绿柱缩短,24.8%,-2.4%
3-准入选观察池,600742,富维股份,7.15,1.07,19.4/27.3,底位/绿柱缩短,24.8%,-3.2%
3-准入选观察池,002660,茂硕电源,6.57,0.94,13.0/24.0,底位/绿柱缩短,24.8%,-1.5%
3-准入选观察池,000019,深粮控股,5.69,0.98,0.0/23.4,底位/绿柱缩短,24.7%,-1.6%
3-准入选观察池,000565,渝三峡Ａ,5.77,0.98,13.6/20.5,底位/绿柱缩短,24.7%,-2.5%
3-准入选观察池,000875,吉电股份,5.16,0.85,7.3/15.2,底位/绿柱缩短,24.7%,-2.3%
3-准入选观察池,002403,爱仕达,8.45,0.76,3.1/13.5,底位/绿柱缩短,24.6%,-2.8%
3-准入选观察池,000990,诚志股份,8.28,0.88,17.6/22.3,底位/绿柱缩短,24.6%,-2.7%
3-准入选观察池,000729,燕京啤酒,9.96,0.83,8.3/25.6,底位/绿柱缩短,24.5%,-2.6%
3-准入选观察池,002232,启明信息,13.52,1.07,11.4/28.4,底位/绿柱缩短,24.5%,-3.6%
3-准入选观察池,002953,日丰股份,8.87,1.02,4.3/26.1,底位/绿柱缩短,24.5%,-2.4%
3-准入选观察池,003037,三和管桩,5.53,0.78,11.8/9.8,底位/绿柱缩短,24.5%,-1.6%
3-准入选观察池,600057,厦门象屿,5.52,0.88,0.0/31.7,底位/绿柱缩短,24.5%,-2.1%
3-准入选观察池,000626,远大控股,6.49,1.05,12.7/13.0,底位/绿柱缩短,24.5%,-2.4%
3-准入选观察池,600689,上海三毛,9.99,0.85,17.2/24.5,底位/绿柱缩短,24.4%,-1.9%
3-准入选观察池,600633,浙数文化,10.0,1.02,23.0/27.7,底位/绿柱缩短,24.3%,-4.3%
3-准入选观察池,605266,健之佳,14.86,0.92,19.7/14.3,底位/绿柱缩短,24.3%,-3.2%
3-准入选观察池,002098,浔兴股份,6.51,1.01,25.0/27.1,底位/绿柱缩短,24.3%,-1.1%
3-准入选观察池,603709,中源家居,13.67,0.8,21.5/18.4,底位/绿柱缩短,24.2%,-1.8%
3-准入选观察池,600710,苏美达,9.65,0.89,0.0/20.2,底位/绿柱缩短,24.2%,-2.4%
3-准入选观察池,600302,标准股份,8.2,0.88,11.1/30.5,底位/绿柱缩短,24.2%,-1.0%
3-准入选观察池,003016,欣贺股份,6.21,1.08,15.6/16.0,底位/绿柱缩短,24.1%,-1.9%
3-准入选观察池,600359,新农开发,5.5,0.84,12.5/19.8,底位/绿柱缩短,24.1%,-2.6%
3-准入选观察池,600422,昆药集团,7.7,0.91,24.5/26.0,底位/绿柱缩短,24.1%,-3.3%
3-准入选观察池,000928,中钢国际,5.12,0.9,10.8/31.1,底位/绿柱缩短,24.1%,-2.8%
3-准入选观察池,600771,广誉远,12.71,1.02,23.1/25.3,底位/绿柱缩短,23.9%,-3.4%
3-准入选观察池,601121,宝地矿业,5.71,0.82,17.0/32.0,底位/绿柱缩短,23.9%,-3.4%
3-准入选观察池,002037,保利联合,6.3,0.87,20.4/17.8,底位/绿柱缩短,23.9%,-1.6%
3-准入选观察池,002434,万里扬,5.98,0.86,0.0/33.2,底位/绿柱缩短,23.8%,-2.1%
3-准入选观察池,000910,大亚圣象,5.28,0.92,19.4/16.2,底位/绿柱缩短,23.8%,-2.9%
3-准入选观察池,600097,开创国际,7.94,0.8,24.2/24.7,底位/绿柱缩短,23.7%,-1.8%
3-准入选观察池,000888,峨眉山Ａ,8.98,1.03,13.3/27.8,底位/绿柱缩短,23.6%,-2.4%
3-准入选观察池,002461,珠江啤酒,7.7,0.72,8.2/26.1,底位/绿柱缩短,23.6%,-2.5%
3-准入选观察池,002117,东港股份,7.82,0.81,6.6/18.1,底位/绿柱缩短,23.5%,-3.5%
3-准入选观察池,601360,三六零,8.48,1.05,24.7/28.7,底位/绿柱缩短,23.5%,-5.2%
3-准入选观察池,000505,京粮控股,5.07,0.89,18.0/20.0,底位/绿柱缩短,23.4%,-1.6%
3-准入选观察池,000561,烽火电子,7.25,1.0,13.0/23.8,底位/绿柱缩短,23.3%,-2.4%
3-准入选观察池,605138,盛泰集团,5.65,1.02,14.7/11.9,底位/绿柱缩短,23.2%,-2.9%
3-准入选观察池,600583,海油工程,5.04,0.81,17.5/22.7,底位/绿柱缩短,23.2%,-2.0%
3-准入选观察池,603809,豪能股份,8.64,0.83,13.0/24.7,底位/绿柱缩短,23.2%,-1.9%
3-准入选观察池,600388,龙净环保,14.73,0.86,6.6/32.2,底位/绿柱缩短,23.1%,-2.3%
3-准入选观察池,603518,锦泓集团,7.2,1.05,5.2/16.6,底位/绿柱缩短,23.1%,-1.8%
3-准入选观察池,002320,海峡股份,6.42,1.02,4.2/22.6,底位/绿柱缩短,23.0%,-1.8%
3-准入选观察池,001202,炬申股份,13.08,0.84,9.8/18.4,底位/绿柱缩短,22.9%,-2.3%
3-准入选观察池,603712,七一二,12.4,0.72,20.3/23.9,底位/绿柱缩短,22.9%,-1.8%
3-准入选观察池,600916,中国黄金,6.89,0.87,10.0/29.8,底位/绿柱缩短,22.8%,-2.7%
3-准入选观察池,600859,王府井,9.27,0.93,6.1/19.5,底位/绿柱缩短,22.8%,-2.7%
3-准入选观察池,003039,顺控发展,11.15,0.98,12.9/28.0,底位/绿柱缩短,22.5%,-2.1%
3-准入选观察池,002091,江苏国泰,7.18,0.96,6.8/24.2,底位/绿柱缩短,22.5%,-1.9%
3-准入选观察池,603058,永吉股份,8.93,0.71,24.5/33.2,底位/绿柱缩短,22.4%,-3.4%
3-准入选观察池,600336,澳柯玛,6.04,0.7,0.0/16.5,底位/绿柱缩短,22.3%,-2.3%
3-准入选观察池,600651,飞乐音响,5.45,0.9,14.6/26.1,底位/绿柱缩短,22.2%,-4.2%
3-准入选观察池,002889,东方嘉盛,10.28,1.04,20.3/24.1,底位/绿柱缩短,22.2%,-1.2%
3-准入选观察池,605337,李子园,8.33,1.07,20.7/21.7,底位/绿柱缩短,22.1%,-3.2%
3-准入选观察池,000881,中广核技,6.17,0.81,0.0/15.5,底位/绿柱缩短,22.1%,-3.0%
3-准入选观察池,601311,骆驼股份,7.56,1.05,16.5/31.6,底位/绿柱缩短,22.0%,-3.3%
3-准入选观察池,605368,蓝天燃气,6.15,0.89,5.4/24.3,底位/绿柱缩短,22.0%,-0.2%
3-准入选观察池,600469,风神股份,5.15,0.8,0.0/22.1,底位/绿柱缩短,21.9%,-2.3%
3-准入选观察池,002521,齐峰新材,6.43,1.0,7.4/31.7,底位/绿柱缩短,21.8%,-0.9%
3-准入选观察池,600523,贵航股份,10.55,1.05,4.5/26.3,底位/红柱,21.7%,-1.9%
3-准入选观察池,600167,联美控股,5.35,0.88,5.1/20.3,底位/绿柱缩短,21.7%,-1.6%
3-准入选观察池,603041,美思德,10.5,0.96,14.5/15.9,底位/绿柱缩短,21.6%,-0.8%
3-准入选观察池,000411,英特集团,9.0,0.91,7.8/26.1,底位/绿柱缩短,21.6%,-4.7%
3-准入选观察池,002295,精艺股份,8.72,0.8,11.6/29.5,底位/绿柱缩短,21.5%,-3.4%
3-准入选观察池,601952,苏垦农发,7.59,0.88,0.0/15.6,底位/绿柱缩短,21.5%,-0.6%
3-准入选观察池,600956,新天绿能,6.97,0.94,0.0/18.2,底位/绿柱缩短,21.3%,-1.3%
3-准入选观察池,002140,东华科技,9.27,0.78,19.7/32.9,底位/红柱,21.3%,-2.0%
3-准入选观察池,002139,拓邦股份,9.1,1.09,18.6/29.4,底位/绿柱缩短,21.3%,-3.3%
3-准入选观察池,600081,东风科技,9.11,0.89,11.5/21.5,底位/绿柱缩短,21.2%,-3.0%
3-准入选观察池,603536,惠发食品,7.94,0.95,21.9/20.0,底位/绿柱缩短,21.2%,-1.5%
3-准入选观察池,000153,丰原药业,5.02,0.97,23.4/24.6,底位/绿柱缩短,21.2%,-4.0%
3-准入选观察池,603187,海容冷链,11.27,0.87,10.3/20.2,底位/绿柱缩短,21.1%,-3.5%
3-准入选观察池,002043,兔 宝 宝,11.26,0.91,8.5/33.1,底位/绿柱缩短,21.1%,-2.1%
3-准入选观察池,002590,万安科技,9.95,0.98,5.8/15.3,底位/绿柱缩短,21.1%,-2.1%
3-准入选观察池,600161,天坛生物,11.41,0.84,14.2/25.8,底位/绿柱缩短,21.0%,-3.4%
3-准入选观察池,001219,青岛食品,11.62,0.84,12.6/7.2,底位/绿柱缩短,21.0%,-2.7%
3-准入选观察池,603107,上海汽配,11.33,0.83,16.7/16.9,底位/绿柱缩短,21.0%,-2.5%
3-准入选观察池,601007,金陵饭店,6.13,1.08,19.6/27.3,底位/绿柱缩短,20.8%,-2.1%
3-准入选观察池,000860,顺鑫农业,9.76,0.99,24.7/25.2,底位/绿柱缩短,20.7%,-0.9%
3-准入选观察池,601811,新华文轩,10.96,0.87,11.2/9.8,底位/绿柱缩短,20.7%,-2.0%
3-准入选观察池,002855,捷荣技术,9.67,0.98,0.0/24.7,底位/绿柱缩短,20.7%,-1.0%
3-准入选观察池,002412,汉森制药,5.5,0.81,23.0/29.3,底位/绿柱缩短,20.7%,-3.5%
3-准入选观察池,002996,顺博合金,5.81,1.02,15.4/28.9,底位/绿柱缩短,20.6%,-4.1%
3-准入选观察池,600822,上海物贸,7.77,0.68,20.4/23.9,底位/绿柱缩短,20.5%,-1.6%
3-准入选观察池,002561,徐家汇,6.29,0.92,17.1/17.2,底位/绿柱缩短,20.5%,-1.9%
3-准入选观察池,600006,东风股份,5.19,1.05,0.0/16.4,底位/绿柱缩短,20.4%,-3.0%
3-准入选观察池,600648,外高桥,8.14,0.91,17.2/19.4,底位/绿柱缩短,20.2%,-1.0%
3-准入选观察池,002608,江苏国信,6.95,1.09,0.0/11.7,底位/绿柱缩短,20.2%,-5.6%
3-准入选观察池,603071,物产环能,11.21,0.76,25.0/20.0,底位/绿柱缩短,20.1%,-2.8%
3-准入选观察池,600348,华阳股份,7.74,0.87,16.7/11.7,底位/绿柱缩短,20.1%,-3.0%
3-准入选观察池,002401,中远海科,11.71,0.82,0.0/32.6,底位/绿柱缩短,20.1%,-3.1%
3-准入选观察池,600356,恒丰纸业,7.56,0.77,21.8/17.7,底位/绿柱缩短,20.0%,-4.1%
3-准入选观察池,002376,新北洋,5.68,0.9,4.7/20.6,底位/绿柱缩短,20.0%,-2.4%
3-准入选观察池,601890,亚星锚链,8.18,0.99,10.1/33.2,底位/红柱,20.0%,-3.1%
3-准入选观察池,002761,浙江建投,6.64,0.99,11.4/23.2,底位/绿柱缩短,19.8%,-1.2%
3-准入选观察池,000951,中国重汽,18.9,0.72,5.5/28.6,底位/绿柱缩短,19.7%,-4.0%
3-准入选观察池,600557,康缘药业,10.87,1.07,13.7/25.8,底位/绿柱缩短,19.7%,-3.9%
3-准入选观察池,603708,家家悦,8.61,0.91,5.9/17.4,底位/绿柱缩短,19.6%,-1.4%
3-准入选观察池,603901,永创智能,9.95,0.95,12.5/23.2,底位/绿柱缩短,19.6%,-1.3%
3-准入选观察池,600173,卧龙新能,5.9,1.06,9.6/18.8,底位/绿柱缩短,19.5%,-3.6%
3-准入选观察池,000998,隆平高科,7.5,1.09,13.3/27.1,底位/绿柱缩短,19.5%,1.1%
3-准入选观察池,600663,陆家嘴,6.24,0.92,10.1/27.6,底位/绿柱缩短,19.5%,-1.7%
3-准入选观察池,600098,广州发展,6.03,0.79,10.0/12.5,底位/绿柱缩短,19.4%,-6.2%
3-准入选观察池,603768,常青股份,9.31,0.86,20.0/10.8,底位/绿柱缩短,19.3%,-2.4%
3-准入选观察池,002351,漫步者,9.18,0.94,17.9/22.9,底位/绿柱缩短,19.3%,-3.3%
3-准入选观察池,600848,上海临港,7.5,1.08,0.0/20.0,底位/绿柱缩短,19.2%,-1.6%
