类型,代码,名称,现价,量比,RSI6/14,KDJ/MACD,距60日线,今日涨跌
3-准入选观察池,601965,中国汽研,15.87,0.76,16.9/28.5,底位/绿柱缩短,14.6%,-2.0%
3-准入选观察池,600058,五矿发展,10.73,0.62,3.4/33.3,底位/红柱,14.1%,-1.6%
3-准入选观察池,601949,中国出版,5.83,0.82,13.7/26.4,底位/绿柱缩短,14.0%,0.2%
3-准入选观察池,000930,中粮科技,5.93,0.65,12.1/18.3,底位/绿柱缩短,14.0%,0.5%
3-准入选观察池,000017,深中华A,6.3,0.69,7.8/21.5,底位/绿柱缩短,13.9%,-1.4%
3-准入选观察池,000561,烽火电子,9.23,0.97,0.0/33.1,底位/绿柱缩短,13.9%,-2.5%
3-准入选观察池,601086,国芳集团,8.12,0.72,21.2/29.3,底位/绿柱缩短,13.8%,-2.6%
3-准入选观察池,603210,泰鸿万立,16.0,0.86,18.4/15.5,底位/绿柱缩短,13.6%,-1.6%
3-准入选观察池,002016,世荣兆业,5.23,0.69,5.6/20.2,底位/绿柱缩短,13.4%,-0.6%
3-准入选观察池,603885,吉祥航空,11.42,1.09,1.2/16.3,底位/绿柱缩短,13.4%,-2.1%
3-准入选观察池,603500,祥和实业,10.56,0.82,21.1/33.5,底位/绿柱缩短,13.4%,-2.3%
3-准入选观察池,002892,科力尔,10.32,0.89,7.1/29.3,底位/绿柱缩短,13.3%,-1.0%
3-准入选观察池,600838,上海九百,9.58,0.89,22.5/32.7,底位/绿柱缩短,13.2%,-3.0%
3-准入选观察池,600192,长城电工,8.12,0.79,17.6/31.4,底位/红柱,12.7%,-1.5%
3-准入选观察池,002707,众信旅游,6.25,1.0,10.0/27.4,底位/绿柱缩短,12.7%,-2.5%
3-准入选观察池,002510,天汽模,6.57,0.77,6.5/25.9,底位/绿柱缩短,12.7%,-3.0%
3-准入选观察池,002238,天威视讯,7.02,0.75,20.4/26.9,底位/绿柱缩短,12.6%,-1.5%
3-准入选观察池,000948,南天信息,14.3,1.09,7.8/29.7,底位/绿柱缩短,12.5%,-1.5%
3-准入选观察池,603535,嘉诚国际,8.06,0.85,21.2/25.2,底位/红柱,12.3%,-1.5%
3-准入选观察池,600201,生物股份,13.58,1.06,0.0/18.1,底位/绿柱缩短,12.1%,-0.2%
3-准入选观察池,000913,钱江摩托,13.58,0.43,3.0/32.2,底位/绿柱缩短,12.1%,0.4%
3-准入选观察池,605158,华达新材,7.12,0.77,16.7/28.7,底位/绿柱缩短,11.2%,-1.0%
3-准入选观察池,000505,京粮控股,6.29,0.84,0.0/17.4,底位/绿柱缩短,11.1%,-1.3%
3-准入选观察池,601199,江南水务,5.28,0.78,22.4/29.3,底位/绿柱缩短,10.9%,1.3%
3-准入选观察池,000501,武商集团,8.22,0.92,18.4/29.4,底位/红柱,10.7%,-1.0%
3-准入选观察池,000726,鲁  泰Ａ,6.56,0.92,11.8/23.3,底位/绿柱缩短,10.6%,-0.3%
3-准入选观察池,600987,航民股份,7.03,0.76,6.8/24.3,底位/绿柱缩短,10.5%,-0.4%
3-准入选观察池,002116,中国海诚,9.68,0.85,5.9/26.4,底位/绿柱缩短,10.1%,0.5%
3-准入选观察池,002401,中远海科,14.25,0.92,7.9/17.5,底位/绿柱缩短,10.0%,-1.7%
