类型,代码,名称,现价,量比,RSI6/14,KDJ/MACD,距60日线,今日涨跌
2-极致缩量潜伏,002312,川发龙蟒,9.73,0.67,6.4/9.9,底位/绿柱缩短,20.2%,0.0%
2-极致缩量潜伏,600435,北方导航,12.72,0.56,9.6/31.5,底位/绿柱缩短,20.0%,0.1%
2-极致缩量潜伏,600810,神马股份,6.78,0.65,3.8/22.4,底位/绿柱缩短,19.1%,0.3%
2-极致缩量潜伏,603279,景津装备,15.21,0.67,0.6/15.8,底位/绿柱缩短,19.0%,0.1%
2-极致缩量潜伏,000625,长安汽车,8.44,0.69,2.1/1.6,底位/绿柱缩短,18.9%,-0.4%
2-极致缩量潜伏,600682,南京新百,5.81,0.78,8.3/8.1,底位/绿柱缩短,18.7%,0.4%
2-极致缩量潜伏,601949,中国出版,5.28,0.66,17.0/13.6,底位/绿柱缩短,18.6%,-0.6%
2-极致缩量潜伏,000096,广聚能源,8.63,0.84,13.3/8.2,底位/绿柱缩短,18.1%,-0.1%
2-极致缩量潜伏,000998,隆平高科,8.44,0.79,5.3/17.1,金叉/绿柱缩短,17.5%,0.2%
2-极致缩量潜伏,000157,中联重科,7.3,0.84,12.5/30.6,底位/绿柱缩短,17.2%,0.4%
2-极致缩量潜伏,000576,甘化科工,8.2,0.83,19.5/23.4,底位/绿柱缩短,17.1%,1.4%
2-极致缩量潜伏,000779,甘咨询,7.74,0.77,16.3/21.1,底位/绿柱缩短,16.9%,1.0%
2-极致缩量潜伏,603258,电魂网络,14.92,0.69,17.2/22.0,底位/绿柱缩短,16.8%,0.8%
2-极致缩量潜伏,605577,龙版传媒,10.72,0.64,20.2/22.4,底位/绿柱缩短,16.7%,0.2%
2-极致缩量潜伏,601116,三江购物,12.17,0.7,1.5/24.8,底位/绿柱缩短,16.2%,-0.2%
2-极致缩量潜伏,002583,海能达,8.95,0.67,8.3/18.6,底位/绿柱缩短,16.2%,0.7%
2-极致缩量潜伏,000735,罗 牛 山,5.95,0.78,16.9/33.3,底位/绿柱缩短,16.2%,1.0%
2-极致缩量潜伏,002078,太阳纸业,13.06,0.72,20.0/15.7,底位/绿柱缩短,16.0%,0.6%
2-极致缩量潜伏,000726,鲁  泰Ａ,5.99,0.63,17.0/15.8,底位/绿柱缩短,15.9%,0.8%
2-极致缩量潜伏,002153,石基信息,8.82,0.6,9.2/29.6,底位/绿柱缩短,15.7%,0.7%
2-极致缩量潜伏,600326,西藏天路,8.38,0.6,9.5/24.3,底位/绿柱缩短,15.7%,0.5%
2-极致缩量潜伏,000035,中国天楹,5.99,0.77,2.2/26.5,底位/绿柱缩短,15.4%,-0.7%
2-极致缩量潜伏,600372,中航机载,11.79,0.72,3.2/29.3,底位/绿柱缩短,15.2%,-0.1%
2-极致缩量潜伏,600628,新世界,6.48,0.58,19.3/23.7,底位/绿柱缩短,15.1%,0.8%
3-准入选观察池,000930,中粮科技,5.21,0.9,6.1/10.6,底位/绿柱缩短,25.7%,0.4%
3-准入选观察池,002572,索菲亚,10.12,0.77,2.8/14.5,底位/绿柱缩短,25.4%,-2.3%
3-准入选观察池,000524,岭南控股,9.09,1.0,9.7/12.0,底位/绿柱缩短,23.4%,-0.9%
3-准入选观察池,600057,厦门象屿,6.34,0.86,4.4/8.0,底位/绿柱缩短,22.3%,-0.6%
3-准入选观察池,605108,同庆楼,13.66,1.05,4.2/3.4,底位/绿柱缩短,21.7%,-1.8%
3-准入选观察池,000830,鲁西化工,13.77,0.86,22.2/13.2,底位/绿柱缩短,21.4%,2.5%
3-准入选观察池,601800,中国交建,6.31,0.9,0.0/1.3,底位/绿柱缩短,20.5%,-1.4%
3-准入选观察池,603098,森特股份,12.65,1.05,24.8/15.4,底位/绿柱缩短,20.1%,0.2%
3-准入选观察池,002073,软控股份,5.99,0.9,15.6/10.6,底位/绿柱缩短,20.1%,-0.2%
3-准入选观察池,600620,天宸股份,5.11,0.94,21.1/18.1,底位/绿柱缩短,19.8%,1.6%
3-准入选观察池,002670,国盛证券,11.88,0.93,0.0/25.7,底位/绿柱缩短,19.0%,-0.5%
3-准入选观察池,601865,福莱特,12.33,1.04,17.6/24.8,底位/绿柱缩短,18.9%,1.8%
3-准入选观察池,002041,登海种业,8.82,0.9,0.0/19.8,底位/绿柱缩短,18.8%,-0.1%
3-准入选观察池,600983,惠而浦,8.85,0.85,17.0/20.0,底位/绿柱缩短,18.4%,0.0%
3-准入选观察池,603896,寿仙谷,15.8,0.89,11.0/15.6,底位/绿柱缩短,18.1%,-0.2%
3-准入选观察池,600403,大有能源,5.17,0.94,23.6/21.5,底位/绿柱缩短,18.1%,1.4%
3-准入选观察池,600838,上海九百,8.53,1.07,12.7/15.0,底位/绿柱缩短,18.1%,1.1%
3-准入选观察池,601226,华电科工,8.25,0.75,23.9/33.7,底位/绿柱缩短,18.0%,1.6%
3-准入选观察池,002206,海 利 得,5.52,0.7,18.7/23.2,底位/绿柱缩短,17.9%,2.2%
3-准入选观察池,600517,国网英大,5.54,0.86,18.2/17.2,底位/绿柱缩短,17.8%,0.2%
3-准入选观察池,600258,首旅酒店,13.2,1.05,17.4/7.0,底位/绿柱缩短,17.8%,-2.9%
3-准入选观察池,002221,东华能源,7.15,0.99,2.2/18.6,底位/绿柱缩短,17.6%,-2.7%
3-准入选观察池,000617,中油资本,8.13,0.89,14.3/12.2,底位/绿柱缩短,17.5%,-1.4%
3-准入选观察池,002410,广联达,9.92,0.92,19.7/29.0,底位/绿柱缩短,17.2%,-1.5%
3-准入选观察池,601952,苏垦农发,8.56,0.87,5.3/7.7,底位/绿柱缩短,17.0%,-0.6%
3-准入选观察池,000798,中水渔业,8.75,0.87,14.3/31.4,底位/绿柱缩短,17.0%,1.0%
3-准入选观察池,002343,慈文传媒,5.53,0.94,22.4/22.5,底位/绿柱缩短,16.5%,1.1%
3-准入选观察池,000683,博源化工,7.5,0.88,3.2/2.4,底位/绿柱缩短,16.4%,0.4%
3-准入选观察池,600916,中国黄金,8.18,0.9,16.7/25.2,底位/绿柱缩短,16.3%,1.2%
3-准入选观察池,601012,隆基绿能,15.04,0.67,21.1/28.1,底位/绿柱缩短,16.2%,1.7%
3-准入选观察池,603151,邦基科技,14.52,0.87,23.9/27.2,底位/绿柱缩短,16.0%,1.8%
3-准入选观察池,002707,众信旅游,5.66,0.93,12.2/17.0,底位/绿柱缩短,15.9%,-0.7%
3-准入选观察池,000852,石化机械,6.39,0.96,11.7/19.9,底位/绿柱缩短,15.8%,0.3%
3-准入选观察池,600318,新力金融,7.16,1.05,10.9/18.6,底位/绿柱缩短,15.8%,-1.1%
3-准入选观察池,600732,爱旭股份,12.71,0.57,20.7/27.1,底位/绿柱缩短,15.8%,2.1%
3-准入选观察池,002459,晶澳科技,9.83,0.75,11.2/29.1,底位/绿柱缩短,15.7%,1.6%
3-准入选观察池,603707,健友股份,8.21,0.98,4.4/7.6,底位/绿柱缩短,15.5%,-1.1%
3-准入选观察池,601238,广汽集团,6.34,0.88,11.6/10.3,底位/绿柱缩短,14.9%,0.0%
3-准入选观察池,002783,凯龙股份,8.24,0.71,15.5/22.4,底位/绿柱缩短,14.4%,0.9%
3-准入选观察池,002043,兔 宝 宝,13.14,0.84,1.4/33.3,底位/绿柱缩短,14.4%,-0.4%
3-准入选观察池,600216,浙江医药,13.61,0.58,25.0/25.1,底位/绿柱缩短,14.3%,-0.4%
3-准入选观察池,600582,天地科技,5.38,0.65,15.8/7.1,底位/绿柱缩短,14.3%,-0.4%
3-准入选观察池,002103,广博股份,7.38,0.85,16.9/29.0,底位/绿柱缩短,14.2%,0.7%
3-准入选观察池,002286,保龄宝,8.95,0.75,18.3/28.8,底位/绿柱缩短,14.2%,3.2%
3-准入选观察池,000902,新洋丰,14.22,0.73,12.0/26.4,底位/绿柱缩短,14.1%,0.4%
3-准入选观察池,000635,英 力 特,7.52,0.96,22.5/30.7,底位/绿柱缩短,14.1%,2.6%
3-准入选观察池,600195,中牧股份,6.9,0.82,20.0/20.5,底位/绿柱缩短,14.0%,0.3%
3-准入选观察池,003039,顺控发展,13.37,0.94,14.0/22.7,底位/绿柱缩短,14.0%,0.8%
3-准入选观察池,603210,泰鸿万立,15.16,0.9,19.6/28.8,底位/绿柱缩短,14.0%,-0.4%
3-准入选观察池,603086,先达股份,6.74,0.93,8.5/20.0,底位/绿柱缩短,13.9%,0.6%
3-准入选观察池,603801,志邦家居,7.92,0.52,12.1/27.0,底位/绿柱缩短,13.9%,0.1%
3-准入选观察池,600588,用友网络,10.87,0.9,18.4/34.5,底位/绿柱缩短,13.9%,0.2%
3-准入选观察池,000501,武商集团,7.52,0.83,21.7/17.3,底位/绿柱缩短,13.9%,-2.0%
3-准入选观察池,002736,国信证券,10.09,1.04,12.9/16.3,底位/绿柱缩短,13.8%,-1.3%
3-准入选观察池,002511,中顺洁柔,7.45,0.61,8.7/6.9,底位/绿柱缩短,13.8%,0.8%
3-准入选观察池,600967,内蒙一机,13.31,0.79,5.2/34.8,底位/绿柱缩短,13.7%,-0.4%
3-准入选观察池,002035,华帝股份,5.45,0.58,20.8/19.0,底位/绿柱缩短,13.6%,0.7%
3-准入选观察池,600679,上海凤凰,10.24,0.85,5.2/19.2,底位/绿柱缩短,13.6%,0.0%
3-准入选观察池,000009,中国宝安,7.76,0.73,14.3/8.2,底位/绿柱缩短,13.6%,0.1%
3-准入选观察池,001217,华尔泰,10.84,0.66,20.5/22.4,底位/绿柱缩短,13.5%,1.5%
3-准入选观察池,600663,陆家嘴,7.05,0.68,0.0/33.6,底位/绿柱缩短,13.4%,-0.8%
3-准入选观察池,600987,航民股份,6.65,0.93,20.8/18.5,底位/绿柱缩短,13.4%,-2.8%
3-准入选观察池,001338,永顺泰,11.4,0.79,14.6/29.3,底位/绿柱缩短,13.4%,-2.4%
3-准入选观察池,600129,太极集团,14.29,0.77,21.7/26.4,底位/绿柱缩短,13.3%,-1.4%
3-准入选观察池,601966,玲珑轮胎,12.3,0.84,17.7/18.4,底位/绿柱缩短,13.3%,0.3%
3-准入选观察池,600851,海欣股份,7.27,0.55,21.9/30.1,底位/绿柱缩短,13.3%,-1.0%
3-准入选观察池,600820,隧道股份,5.57,1.02,3.2/10.3,底位/绿柱缩短,13.3%,-0.4%
3-准入选观察池,603187,海容冷链,13.32,0.55,19.7/32.8,底位/绿柱缩短,13.2%,1.2%
3-准入选观察池,603759,海天股份,8.48,0.78,24.6/26.4,底位/绿柱缩短,13.2%,0.1%
3-准入选观察池,600720,中交设计,6.14,0.95,11.3/13.3,底位/绿柱缩短,13.1%,-0.5%
3-准入选观察池,600829,人民同泰,8.94,1.01,23.8/31.3,底位/绿柱缩短,13.1%,1.8%
3-准入选观察池,002116,中国海诚,9.12,0.84,23.8/25.0,底位/绿柱缩短,13.0%,0.8%
3-准入选观察池,002493,荣盛石化,11.45,0.99,2.4/22.4,底位/绿柱缩短,13.0%,-0.6%
3-准入选观察池,600064,南京高科,7.39,0.97,5.1/23.9,底位/绿柱缩短,13.0%,-0.1%
3-准入选观察池,002588,史丹利,9.47,0.64,5.5/3.1,底位/绿柱缩短,12.9%,0.4%
3-准入选观察池,000708,中信特钢,14.24,0.93,17.3/26.3,底位/绿柱缩短,12.9%,1.4%
3-准入选观察池,002097,山河智能,9.12,0.81,5.5/26.1,底位/绿柱缩短,12.8%,-0.1%
3-准入选观察池,002423,中粮资本,9.28,0.74,12.5/10.5,底位/绿柱缩短,12.8%,-0.5%
3-准入选观察池,603136,天目湖,9.89,0.75,18.5/12.0,底位/绿柱缩短,12.8%,0.4%
3-准入选观察池,600128,苏豪弘业,9.55,0.92,17.1/18.1,底位/绿柱缩短,12.8%,1.2%
3-准入选观察池,603238,诺邦股份,14.42,0.51,9.0/28.4,底位/绿柱缩短,12.7%,1.1%
3-准入选观察池,603566,普莱柯,11.14,0.86,16.2/14.0,底位/绿柱缩短,12.6%,0.0%
3-准入选观察池,600073,光明肉业,5.36,0.85,15.2/15.0,底位/绿柱缩短,12.6%,-0.4%
3-准入选观察池,600557,康缘药业,12.18,1.08,7.7/14.7,底位/绿柱缩短,12.6%,-2.0%
3-准入选观察池,002215,诺 普 信,9.37,0.63,2.6/8.9,底位/绿柱缩短,12.5%,-0.3%
3-准入选观察池,002233,塔牌集团,8.21,0.66,0.0/17.5,底位/绿柱缩短,12.5%,-0.5%
3-准入选观察池,603558,健盛集团,11.77,0.83,0.5/27.8,底位/绿柱缩短,12.4%,-1.0%
3-准入选观察池,601801,皖新传媒,5.6,0.65,25.0/20.2,底位/绿柱缩短,12.4%,0.0%
3-准入选观察池,601969,海南矿业,10.47,0.52,24.6/15.8,底位/绿柱缩短,12.3%,1.3%
3-准入选观察池,000419,通程控股,5.33,0.89,17.5/26.9,底位/绿柱缩短,12.2%,0.2%
3-准入选观察池,002098,浔兴股份,8.04,0.95,21.8/29.1,底位/绿柱缩短,12.1%,1.0%
3-准入选观察池,603883,老百姓,12.23,0.94,8.0/10.5,底位/绿柱缩短,11.9%,-0.7%
3-准入选观察池,603367,辰欣药业,14.45,0.95,20.8/24.9,底位/绿柱缩短,11.8%,1.3%
3-准入选观察池,600771,广誉远,15.17,0.69,8.7/12.2,底位/绿柱缩短,11.8%,0.3%
3-准入选观察池,600295,鄂尔多斯,13.74,1.05,6.7/23.9,底位/绿柱缩短,11.8%,0.7%
3-准入选观察池,600420,国药现代,9.08,0.68,15.2/17.5,底位/绿柱缩短,11.7%,-0.3%
3-准入选观察池,002372,伟星新材,9.87,0.71,23.6/28.8,底位/绿柱缩短,11.3%,-0.3%
3-准入选观察池,600661,昂立教育,8.98,1.1,14.0/18.4,底位/绿柱缩短,11.2%,0.1%
3-准入选观察池,601117,中国化学,7.91,0.77,23.8/25.5,底位/绿柱缩短,11.2%,0.5%
3-准入选观察池,001318,阳光乳业,12.3,0.68,10.2/21.4,底位/绿柱缩短,11.2%,0.7%
3-准入选观察池,002234,民和股份,7.8,0.53,6.5/27.3,底位/绿柱缩短,11.1%,0.8%
3-准入选观察池,603348,文灿股份,17.55,1.03,6.6/26.8,底位/绿柱缩短,11.1%,-0.8%
3-准入选观察池,600876,凯盛新能,8.95,0.76,23.2/33.7,底位/绿柱缩短,11.1%,3.5%
3-准入选观察池,000713,国投丰乐,5.95,0.72,10.0/9.0,底位/绿柱缩短,11.1%,-0.2%
3-准入选观察池,002651,利君股份,8.75,1.02,1.8/32.7,底位/绿柱缩短,11.0%,-1.4%
3-准入选观察池,000529,广弘控股,5.27,0.97,16.7/17.2,底位/绿柱缩短,11.0%,0.0%
3-准入选观察池,000503,国新健康,7.25,0.83,18.1/33.6,底位/绿柱缩短,11.0%,-0.4%
3-准入选观察池,603817,海峡环保,6.66,0.74,23.7/26.4,底位/绿柱缩短,10.9%,1.4%
3-准入选观察池,600019,宝钢股份,5.9,0.74,0.0/20.4,底位/绿柱缩短,10.9%,-0.7%
3-准入选观察池,600861,北京人力,14.7,0.51,17.6/17.7,底位/绿柱缩短,10.9%,-0.4%
3-准入选观察池,600429,三元股份,5.07,0.8,15.4/29.1,底位/绿柱缩短,10.7%,-1.0%
3-准入选观察池,600223,福瑞达,6.2,0.87,5.9/33.3,底位/绿柱缩短,10.6%,0.3%
3-准入选观察池,002500,山西证券,5.16,0.91,5.1/20.5,底位/绿柱缩短,10.6%,-1.5%
3-准入选观察池,002673,西部证券,6.77,0.86,18.5/30.2,底位/绿柱缩短,10.5%,-1.0%
3-准入选观察池,002204,大连重工,6.15,0.89,17.6/18.4,底位/绿柱缩短,10.5%,0.8%
3-准入选观察池,600185,珠免集团,5.5,0.86,9.8/27.6,底位/绿柱缩短,10.4%,-1.4%
3-准入选观察池,600897,厦门空港,14.64,0.85,1.2/7.1,底位/绿柱缩短,10.4%,-0.2%
3-准入选观察池,002561,徐家汇,7.37,0.76,22.4/19.5,底位/绿柱缩短,10.4%,0.6%
3-准入选观察池,000498,山东路桥,5.27,0.87,20.0/14.5,底位/绿柱缩短,10.3%,-0.4%
3-准入选观察池,002907,华森制药,12.61,0.78,17.3/21.6,底位/绿柱缩短,10.3%,0.5%
3-准入选观察池,601686,友发集团,5.29,0.88,22.7/21.8,底位/绿柱缩短,10.2%,-0.4%
3-准入选观察池,002186,全 聚 德,9.72,0.84,5.0/27.6,底位/绿柱缩短,10.1%,-0.3%
3-准入选观察池,600155,华创云信,5.81,1.07,18.6/34.5,底位/绿柱缩短,10.0%,-2.7%
