类型,代码,名称,现价,量比,RSI6/14,KDJ/MACD,距60日线,今日涨跌
3-准入选观察池,000576,甘化科工,8.27,0.56,21.4/21.0,底位/绿柱缩短,17.2%,-2.1%
3-准入选观察池,600731,湖南海利,6.08,1.03,14.7/21.4,底位/绿柱缩短,17.0%,-2.6%
3-准入选观察池,600838,上海九百,8.69,0.72,0.0/10.6,底位/绿柱缩短,17.0%,-2.0%
3-准入选观察池,603896,寿仙谷,16.16,0.61,8.7/12.7,底位/绿柱缩短,16.5%,-1.6%
3-准入选观察池,600258,首旅酒店,13.46,0.93,9.1/32.7,底位/绿柱缩短,16.3%,-1.3%
3-准入选观察池,002410,广联达,10.13,0.83,24.6/32.7,底位/绿柱缩短,16.2%,-3.0%
3-准入选观察池,600682,南京新百,5.97,1.08,5.3/16.8,底位/绿柱缩短,16.1%,-2.3%
3-准入选观察池,600299,安迪苏,11.47,0.81,0.0/21.2,底位/绿柱缩短,16.1%,-1.6%
3-准入选观察池,000998,隆平高科,8.59,0.71,6.2/18.3,底位/绿柱缩短,16.0%,-1.8%
3-准入选观察池,600435,北方导航,13.29,0.9,9.8/34.7,底位/绿柱缩短,15.9%,-2.8%
3-准入选观察池,600894,广日股份,8.24,0.69,5.7/11.5,底位/绿柱缩短,15.8%,-2.2%
3-准入选观察池,002707,众信旅游,5.73,0.61,10.6/20.7,底位/绿柱缩短,15.7%,-2.0%
3-准入选观察池,600403,大有能源,5.33,0.85,24.1/34.2,底位/绿柱缩短,15.7%,-2.7%
3-准入选观察池,601238,广汽集团,6.34,0.81,13.1/15.7,底位/绿柱缩短,15.7%,-2.2%
3-准入选观察池,000779,甘咨询,7.89,0.78,15.0/25.9,底位/绿柱缩短,15.6%,-2.8%
3-准入选观察池,603151,邦基科技,14.74,0.76,15.1/24.5,底位/绿柱缩短,15.3%,-2.6%
3-准入选观察池,002583,海能达,9.1,0.94,7.5/16.4,底位/绿柱缩短,15.0%,-3.4%
3-准入选观察池,600579,中化装备,7.14,1.04,23.1/21.7,底位/绿柱缩短,14.8%,-1.6%
3-准入选观察池,002572,索菲亚,11.18,0.77,6.3/28.0,底位/绿柱缩短,14.8%,-2.2%
3-准入选观察池,000726,鲁  泰Ａ,6.1,0.81,6.1/21.4,底位/绿柱缩短,14.6%,-1.4%
3-准入选观察池,601966,玲珑轮胎,12.24,0.85,8.4/12.6,底位/绿柱缩短,14.6%,-2.0%
3-准入选观察池,601012,隆基绿能,15.35,0.79,15.0/22.3,底位/绿柱缩短,14.6%,0.7%
3-准入选观察池,002078,太阳纸业,13.34,0.67,17.5/33.9,底位/绿柱缩短,14.6%,-1.0%
3-准入选观察池,600742,富维股份,8.73,0.61,15.6/28.8,底位/绿柱缩短,14.5%,-1.7%
3-准入选观察池,002027,分众传媒,5.66,1.05,0.0/32.2,底位/绿柱缩短,14.4%,-1.2%
3-准入选观察池,002088,鲁阳节能,9.07,0.57,11.6/19.6,底位/绿柱缩短,14.4%,-2.0%
3-准入选观察池,003040,楚天龙,14.23,0.85,1.4/35.0,底位/绿柱缩短,14.4%,-1.4%
3-准入选观察池,000096,广聚能源,8.97,0.68,15.4/21.7,底位/绿柱缩短,14.3%,-1.5%
3-准入选观察池,600161,天坛生物,13.21,0.85,0.0/22.7,底位/绿柱缩短,14.2%,-2.1%
3-准入选观察池,603027,千禾味业,8.18,0.57,5.1/24.9,底位/绿柱缩短,14.1%,0.0%
3-准入选观察池,600318,新力金融,7.32,0.76,11.9/32.1,底位/绿柱缩短,14.0%,-2.1%
3-准入选观察池,600372,中航机载,12.04,0.56,6.7/32.9,底位/绿柱缩短,14.0%,-1.6%
3-准入选观察池,002286,保龄宝,9.02,0.72,10.4/23.2,底位/绿柱缩短,14.0%,-2.0%
3-准入选观察池,600063,皖维高新,6.11,0.86,11.9/20.6,底位/绿柱缩短,13.9%,-1.3%
3-准入选观察池,002459,晶澳科技,10.05,0.71,5.0/34.2,底位/绿柱缩短,13.9%,-1.4%
3-准入选观察池,600628,新世界,6.6,0.61,10.9/27.5,底位/绿柱缩短,13.7%,-1.5%
3-准入选观察池,601608,中信重工,5.71,0.68,11.3/34.0,底位/绿柱缩短,13.7%,-2.4%
3-准入选观察池,603707,健友股份,8.39,0.72,3.9/12.8,底位/绿柱缩短,13.6%,-1.6%
3-准入选观察池,002556,辉隆股份,5.53,0.66,11.8/11.1,底位/绿柱缩短,13.6%,-1.8%
3-准入选观察池,600733,北汽蓝谷,6.5,0.81,21.6/19.5,底位/绿柱缩短,13.6%,-1.2%
3-准入选观察池,600826,兰生股份,9.01,0.36,12.0/27.1,底位/绿柱缩短,13.4%,-2.1%
3-准入选观察池,601952,苏垦农发,8.86,1.02,6.1/28.1,底位/绿柱缩短,13.2%,-2.1%
3-准入选观察池,600191,华资实业,10.92,0.63,13.9/22.9,底位/绿柱缩短,13.1%,-0.4%
3-准入选观察池,600178,东安动力,9.99,0.76,15.5/28.3,底位/绿柱缩短,13.1%,-1.7%
3-准入选观察池,002736,国信证券,10.22,0.73,11.5/31.5,底位/绿柱缩短,13.1%,-1.1%
3-准入选观察池,000860,顺鑫农业,11.66,0.83,23.1/32.4,底位/绿柱缩短,13.1%,-1.7%
3-准入选观察池,000541,佛山照明,5.14,0.92,3.9/20.4,底位/绿柱缩短,13.0%,-2.8%
3-准入选观察池,603136,天目湖,9.94,0.91,16.1/21.6,底位/绿柱缩短,13.0%,-2.1%
3-准入选观察池,600416,湘电股份,11.63,0.89,8.7/31.7,底位/绿柱缩短,12.9%,-3.7%
3-准入选观察池,002103,广博股份,7.55,0.99,15.2/34.3,底位/绿柱缩短,12.7%,-3.1%
3-准入选观察池,002508,老板电器,17.64,0.86,11.8/32.8,底位/绿柱缩短,12.7%,1.0%
3-准入选观察池,600817,宇通重工,10.45,0.96,2.9/0.9,底位/绿柱缩短,12.6%,-1.7%
3-准入选观察池,601116,三江购物,12.69,0.48,1.5/28.0,底位/绿柱缩短,12.6%,-2.3%
3-准入选观察池,600104,上汽集团,12.39,0.95,0.0/13.0,底位/绿柱缩短,12.5%,-2.0%
3-准入选观察池,600679,上海凤凰,10.42,0.97,5.3/18.4,底位/绿柱缩短,12.5%,-1.8%
3-准入选观察池,000635,英 力 特,7.69,0.78,16.3/34.9,底位/绿柱缩短,12.5%,-2.4%
3-准入选观察池,600732,爱旭股份,13.17,0.68,11.7/32.0,底位/绿柱缩短,12.3%,-0.1%
3-准入选观察池,600097,开创国际,9.89,0.71,21.4/22.8,底位/绿柱缩短,11.9%,-1.7%
3-准入选观察池,603357,设计总院,7.17,0.74,23.8/22.2,底位/绿柱缩短,11.9%,-2.0%
3-准入选观察池,601666,平煤股份,7.46,0.55,20.2/32.8,底位/绿柱缩短,11.9%,-1.6%
3-准入选观察池,002187,广百股份,5.75,0.81,23.1/33.3,底位/绿柱缩短,11.8%,-1.9%
3-准入选观察池,002511,中顺洁柔,7.61,0.68,0.0/15.4,金叉/绿柱缩短,11.8%,-0.4%
3-准入选观察池,600829,人民同泰,9.1,0.68,8.7/31.1,底位/绿柱缩短,11.8%,-1.7%
3-准入选观察池,002097,山河智能,9.28,0.79,10.8/31.3,底位/绿柱缩短,11.7%,-2.8%
3-准入选观察池,002790,瑞尔特,6.99,0.93,5.7/24.8,底位/绿柱缩短,11.7%,-2.2%
3-准入选观察池,600064,南京高科,7.52,0.93,4.0/33.1,底位/绿柱缩短,11.7%,-2.0%
3-准入选观察池,603708,家家悦,10.07,0.68,19.2/15.8,底位/绿柱缩短,11.6%,-0.4%
3-准入选观察池,601058,赛轮轮胎,12.44,0.92,11.1/34.7,底位/绿柱缩短,11.6%,-2.0%
3-准入选观察池,603801,志邦家居,8.13,0.59,9.3/34.4,底位/绿柱缩短,11.6%,-2.0%
3-准入选观察池,601801,皖新传媒,5.68,0.53,22.0/33.7,底位/绿柱缩短,11.6%,-1.6%
3-准入选观察池,600720,中交设计,6.26,1.01,13.5/24.7,底位/绿柱缩短,11.5%,-2.0%
3-准入选观察池,600128,苏豪弘业,9.72,0.76,7.3/14.6,底位/绿柱缩短,11.5%,-2.1%
3-准入选观察池,603759,海天股份,8.68,0.76,21.8/30.3,底位/绿柱缩短,11.4%,-2.5%
3-准入选观察池,600195,中牧股份,7.09,0.59,19.5/26.2,底位/绿柱缩短,11.3%,-1.1%
3-准入选观察池,002423,中粮资本,9.46,0.71,10.6/23.8,底位/绿柱缩短,11.2%,-1.5%
3-准入选观察池,603566,普莱柯,11.36,0.73,17.1/11.0,底位/绿柱缩短,11.2%,-0.3%
3-准入选观察池,600420,国药现代,9.17,0.44,13.5/23.1,底位/绿柱缩短,11.2%,-0.3%
3-准入选观察池,600223,福瑞达,6.21,1.08,2.2/28.7,底位/绿柱缩短,11.1%,-1.4%
3-准入选观察池,000728,国元证券,7.02,0.87,15.1/32.5,底位/绿柱缩短,11.1%,-1.3%
3-准入选观察池,000617,中油资本,8.62,0.93,19.4/25.2,底位/绿柱缩短,11.0%,0.4%
3-准入选观察池,002010,传化智联,5.37,0.89,25.0/30.5,底位/绿柱缩短,11.0%,-0.9%
3-准入选观察池,000529,广弘控股,5.3,0.53,16.1/27.5,底位/绿柱缩短,10.9%,-1.5%
3-准入选观察池,000419,通程控股,5.43,0.89,20.6/34.1,底位/绿柱缩短,10.9%,-2.3%
3-准入选观察池,603987,康德莱,7.87,0.79,20.4/13.7,底位/绿柱缩短,10.7%,-1.1%
3-准入选观察池,600138,中青旅,8.39,0.86,0.0/12.1,底位/绿柱缩短,10.7%,-1.6%
3-准入选观察池,002204,大连重工,6.17,0.85,22.8/20.7,底位/绿柱缩短,10.7%,-1.9%
3-准入选观察池,002233,塔牌集团,8.4,0.7,0.0/28.5,底位/绿柱缩短,10.7%,-0.5%
3-准入选观察池,603043,广州酒家,14.25,0.94,11.1/23.1,底位/绿柱缩短,10.7%,-1.6%
3-准入选观察池,002098,浔兴股份,8.21,0.66,8.5/23.8,底位/绿柱缩短,10.6%,-1.6%
3-准入选观察池,600771,广誉远,15.41,0.78,17.4/16.7,底位/绿柱缩短,10.6%,-2.4%
3-准入选观察池,600557,康缘药业,12.48,0.93,7.3/15.6,底位/绿柱缩短,10.5%,-2.0%
3-准入选观察池,002337,赛象科技,5.73,1.09,8.9/32.5,底位/绿柱缩短,10.4%,-2.4%
3-准入选观察池,001216,华瓷股份,17.01,0.58,13.3/29.2,底位/绿柱缩短,10.3%,0.3%
3-准入选观察池,600073,光明肉业,5.51,0.71,18.9/34.6,底位/绿柱缩短,10.3%,-1.4%
3-准入选观察池,002644,佛慈制药,7.76,0.69,15.0/32.2,底位/绿柱缩短,10.3%,-1.8%
3-准入选观察池,002543,万和电气,7.94,0.71,17.5/28.1,底位/绿柱缩短,10.2%,-1.5%
3-准入选观察池,002419,天虹股份,5.05,0.68,20.5/18.7,底位/绿柱缩短,10.2%,-2.1%
3-准入选观察池,600774,汉商集团,8.2,0.78,21.3/30.5,底位/绿柱缩短,10.2%,-2.4%
3-准入选观察池,600295,鄂尔多斯,14.0,0.89,0.0/28.9,底位/绿柱缩短,10.2%,-1.3%
3-准入选观察池,002215,诺 普 信,9.65,1.04,2.6/24.5,底位/绿柱缩短,10.1%,-1.7%
