类型,代码,名称,现价,量比,RSI6/14,KDJ/MACD,距60日线,今日涨跌
3-准入选观察池,600732,爱旭股份,11.79,1.02,23.8/20.3,底位/绿柱缩短,22.9%,-4.0%
3-准入选观察池,600839,四川长虹,7.19,0.56,8.5/8.4,底位/绿柱缩短,22.8%,-1.5%
3-准入选观察池,002941,新疆交建,12.09,0.83,17.0/28.5,底位/绿柱缩短,22.5%,-2.5%
3-准入选观察池,600629,华建集团,16.71,1.06,0.0/21.0,底位/绿柱缩短,22.5%,-2.7%
3-准入选观察池,600026,中远海能,18.55,1.03,0.0/23.3,底位/绿柱缩短,22.4%,-1.3%
3-准入选观察池,000852,石化机械,5.81,0.96,22.6/15.2,底位/绿柱缩短,22.3%,-2.7%
3-准入选观察池,002583,海能达,8.27,0.89,7.1/8.3,底位/绿柱缩短,22.3%,-2.0%
3-准入选观察池,000576,甘化科工,7.53,0.82,22.8/18.3,底位/绿柱缩短,22.1%,-1.6%
3-准入选观察池,601865,福莱特,11.56,0.83,13.3/13.5,底位/绿柱缩短,22.0%,-1.8%
3-准入选观察池,603421,鼎信通讯,7.12,0.91,11.7/21.1,底位/绿柱缩短,21.9%,-2.2%
3-准入选观察池,603058,永吉股份,9.67,0.62,19.4/20.9,底位/绿柱缩短,21.7%,-2.6%
3-准入选观察池,601226,华电科工,7.66,1.01,11.3/16.4,底位/绿柱缩短,21.7%,-3.0%
3-准入选观察池,002085,万丰奥威,11.68,0.9,5.6/10.5,底位/绿柱缩短,21.3%,-2.1%
3-准入选观察池,002564,天沃科技,5.13,0.82,20.0/21.3,底位/绿柱缩短,21.2%,-2.8%
3-准入选观察池,600326,西藏天路,7.72,1.09,4.7/5.7,底位/绿柱缩短,21.0%,-3.0%
3-准入选观察池,000905,厦门港务,9.16,0.9,9.1/7.8,底位/绿柱缩短,20.6%,-1.9%
3-准入选观察池,600843,上工申贝,7.72,0.97,14.4/17.3,底位/绿柱缩短,20.6%,-1.3%
3-准入选观察池,003040,楚天龙,12.95,0.96,17.4/19.7,底位/绿柱缩短,20.4%,-2.0%
3-准入选观察池,002550,千红制药,6.2,0.85,9.1/13.7,底位/绿柱缩短,20.3%,-2.0%
3-准入选观察池,600475,华光环能,15.24,0.73,10.7/29.5,底位/绿柱缩短,20.0%,-5.7%
3-准入选观察池,002670,国盛证券,11.38,0.87,3.5/3.1,底位/绿柱缩短,19.9%,-1.4%
3-准入选观察池,600877,电科芯片,13.88,0.8,4.3/22.0,底位/绿柱缩短,19.5%,-2.2%
3-准入选观察池,002276,万马股份,11.76,0.83,7.2/18.2,底位/绿柱缩短,19.5%,-1.6%
3-准入选观察池,603279,景津装备,14.72,1.06,18.2/10.2,底位/绿柱缩短,19.4%,-1.9%
3-准入选观察池,600318,新力金融,6.72,1.03,19.7/12.6,底位/绿柱缩短,19.4%,-2.2%
3-准入选观察池,603210,泰鸿万立,14.01,0.7,21.6/15.2,底位/绿柱缩短,19.3%,-1.6%
3-准入选观察池,603238,诺邦股份,13.18,0.93,20.6/23.1,底位/绿柱缩短,19.1%,-3.4%
3-准入选观察池,603949,雪龙集团,15.55,0.59,22.1/25.1,底位/绿柱缩短,18.8%,-3.1%
3-准入选观察池,603106,恒银科技,7.64,1.02,18.3/21.1,底位/绿柱缩短,18.7%,-2.7%
3-准入选观察池,603528,多伦科技,6.85,0.81,12.2/24.2,底位/绿柱缩短,18.6%,-3.8%
3-准入选观察池,002097,山河智能,8.41,0.96,9.4/9.3,底位/绿柱缩短,18.5%,-3.0%
3-准入选观察池,600579,中化装备,6.61,0.99,24.2/22.4,底位/绿柱缩短,18.4%,-1.6%
3-准入选观察池,002268,电科网安,14.11,0.86,11.9/28.8,底位/绿柱缩短,18.3%,-1.6%
3-准入选观察池,600929,雪天盐业,5.41,1.02,10.6/17.4,底位/绿柱缩短,17.8%,-3.2%
3-准入选观察池,600967,内蒙一机,12.39,0.9,18.8/10.4,底位/绿柱缩短,17.7%,-2.8%
3-准入选观察池,603168,莎普爱思,5.73,0.86,24.6/22.4,底位/绿柱缩短,17.6%,-3.5%
3-准入选观察池,002530,金财互联,7.64,0.8,20.2/22.6,底位/绿柱缩短,17.4%,-2.6%
3-准入选观察池,603535,嘉诚国际,7.13,0.93,7.9/19.4,底位/绿柱缩短,16.9%,-3.1%
3-准入选观察池,600765,中航重机,14.1,0.98,22.8/11.3,底位/绿柱缩短,16.4%,-1.5%
3-准入选观察池,000157,中联重科,7.12,0.9,2.6/19.4,底位/红柱,15.9%,-1.4%
3-准入选观察池,600192,长城电工,7.47,0.78,24.0/23.0,底位/绿柱缩短,15.9%,-2.4%
3-准入选观察池,002320,海峡股份,7.44,0.9,14.7/18.4,底位/绿柱缩短,15.8%,-3.1%
3-准入选观察池,603089,正裕工业,10.45,0.59,22.2/28.4,底位/绿柱缩短,15.7%,-1.8%
3-准入选观察池,605001,威奥股份,6.37,0.86,16.0/21.8,底位/绿柱缩短,15.7%,-2.3%
3-准入选观察池,002152,广电运通,10.31,0.82,7.5/24.5,底位/绿柱缩短,15.3%,-1.9%
3-准入选观察池,600191,华资实业,10.51,0.76,17.2/31.3,底位/绿柱缩短,15.2%,-3.0%
3-准入选观察池,600706,曲江文旅,8.21,0.86,24.8/18.9,底位/绿柱缩短,15.1%,-2.4%
3-准入选观察池,002755,奥赛康,13.68,0.81,0.0/25.2,底位/绿柱缩短,15.0%,-4.5%
3-准入选观察池,001322,箭牌家居,6.54,0.97,18.3/31.5,底位/绿柱缩短,14.9%,-2.5%
3-准入选观察池,001236,弘业期货,8.16,1.03,13.1/13.6,底位/绿柱缩短,14.9%,-3.2%
3-准入选观察池,601608,中信重工,5.41,0.59,0.0/32.9,底位/绿柱缩短,14.8%,-2.5%
3-准入选观察池,600099,林海股份,9.65,0.93,19.6/22.9,底位/绿柱缩短,14.6%,-2.8%
3-准入选观察池,600416,湘电股份,11.21,0.7,1.6/32.1,底位/绿柱缩短,14.0%,-3.0%
3-准入选观察池,002401,中远海科,13.07,0.77,21.8/22.9,底位/绿柱缩短,13.8%,-2.0%
3-准入选观察池,603982,泉峰汽车,6.77,0.79,18.0/28.8,底位/绿柱缩短,13.8%,-2.3%
3-准入选观察池,601872,招商轮船,15.49,0.72,0.0/22.5,底位/绿柱缩短,13.8%,-0.3%
3-准入选观察池,603909,建发合诚,10.27,1.0,22.4/14.9,底位/绿柱缩短,13.8%,-2.6%
3-准入选观察池,600560,金自天正,12.86,0.73,17.2/27.5,底位/绿柱缩短,13.8%,-2.6%
3-准入选观察池,603680,今创集团,11.98,0.75,13.6/18.9,底位/绿柱缩短,13.7%,-1.2%
3-准入选观察池,600671,天目药业,17.42,0.78,19.5/23.0,底位/绿柱缩短,13.5%,-2.2%
3-准入选观察池,001239,永达股份,13.32,0.91,16.3/18.6,底位/绿柱缩短,13.4%,-2.8%
3-准入选观察池,600698,湖南天雁,6.62,1.03,20.0/18.4,底位/绿柱缩短,13.2%,-2.5%
3-准入选观察池,002037,保利联合,7.32,0.77,20.5/21.2,底位/绿柱缩短,13.1%,-2.4%
3-准入选观察池,002232,启明信息,15.57,0.58,13.4/21.1,底位/绿柱缩短,13.0%,-1.5%
3-准入选观察池,000599,青岛双星,5.13,0.84,21.7/24.7,底位/绿柱缩短,13.0%,-0.6%
3-准入选观察池,000058,深 赛 格,7.13,0.88,23.1/17.1,底位/绿柱缩短,12.9%,-2.6%
3-准入选观察池,603029,天鹅股份,16.78,0.86,21.5/21.0,底位/绿柱缩短,12.7%,-3.3%
3-准入选观察池,605158,华达新材,6.82,0.98,13.1/11.4,底位/绿柱缩短,12.5%,-2.7%
3-准入选观察池,002250,联化科技,14.2,0.83,23.8/30.5,底位/绿柱缩短,12.4%,-1.6%
3-准入选观察池,605228,神通科技,12.57,0.79,4.0/11.7,底位/绿柱缩短,12.3%,-1.3%
3-准入选观察池,601136,首创证券,14.47,0.89,14.1/7.9,底位/绿柱缩短,12.2%,-1.2%
3-准入选观察池,002889,东方嘉盛,11.83,0.53,15.6/30.8,底位/绿柱缩短,12.1%,-1.4%
3-准入选观察池,001356,富岭股份,9.99,0.64,20.0/23.2,底位/绿柱缩短,12.0%,-1.9%
3-准入选观察池,002204,大连重工,5.94,1.03,19.1/20.5,底位/绿柱缩短,12.0%,-2.5%
3-准入选观察池,002040,南 京 港,9.13,0.82,23.6/20.2,底位/绿柱缩短,11.9%,-1.5%
3-准入选观察池,002065,东华软件,7.53,0.78,21.9/23.4,底位/绿柱缩短,11.7%,-1.4%
3-准入选观察池,002574,明牌珠宝,5.01,0.94,24.0/21.5,底位/绿柱缩短,11.7%,-1.8%
3-准入选观察池,603166,福达股份,12.36,0.8,0.0/20.8,底位/绿柱缩短,11.7%,-0.4%
3-准入选观察池,002698,博实股份,12.54,0.49,2.6/26.1,底位/绿柱缩短,11.3%,-0.6%
3-准入选观察池,600561,江西长运,6.02,0.95,23.3/29.6,底位/绿柱缩短,11.2%,-4.4%
3-准入选观察池,600689,上海三毛,11.67,1.07,21.3/29.6,底位/绿柱缩短,11.0%,-2.6%
3-准入选观察池,601696,中银证券,11.26,0.89,6.2/14.5,底位/绿柱缩短,10.6%,-1.0%
3-准入选观察池,000970,中科三环,11.02,0.87,16.7/23.3,底位/绿柱缩短,10.6%,-0.5%
3-准入选观察池,605180,华生科技,13.61,0.46,18.1/34.3,底位/绿柱缩短,10.5%,-3.2%
3-准入选观察池,600710,苏美达,11.44,0.8,24.4/30.9,底位/绿柱缩短,10.3%,-1.0%
3-准入选观察池,000987,越秀资本,7.86,0.81,24.6/17.1,底位/绿柱缩短,10.2%,-1.4%
3-准入选观察池,000045,深纺织Ａ,11.25,0.64,21.5/31.2,底位/绿柱缩短,10.0%,-1.1%
