类型,代码,名称,现价,量比,RSI6/14,KDJ/MACD,距60日线,今日涨跌
0-点火启动(即买即涨),002677,浙江美大,7.25,1.31,19.6/27.7,金叉/绿柱缩短,9.6%,0.7%
0-点火启动(即买即涨),603135,中重科技,10.54,1.47,23.4/26.4,金叉/绿柱缩短,5.8%,2.6%
0-点火启动(即买即涨),000821,京山轻机,9.06,0.79,23.7/26.5,金叉/绿柱缩短,25.3%,1.2%
0-点火启动(即买即涨),600846,同济科技,11.31,1.31,22.2/24.2,金叉/绿柱缩短,10.8%,0.5%
1-多指标共振金叉,002221,东华能源,6.53,0.67,23.9/24.1,金叉/绿柱缩短,25.0%,-1.8%
1-多指标共振金叉,000410,沈阳机床,5.3,0.72,13.8/24.2,金叉/绿柱缩短,22.1%,-0.8%
1-多指标共振金叉,603668,天马科技,11.36,1.11,23.5/17.7,金叉/绿柱缩短,14.0%,-1.5%
1-多指标共振金叉,002180,纳思达,15.95,1.95,23.4/29.3,金叉/绿柱缩短,11.2%,3.8%
2-极致缩量潜伏,002601,龙佰集团,14.35,0.67,22.2/8.3,底位/绿柱缩短,21.7%,-1.4%
2-极致缩量潜伏,002765,蓝黛科技,8.29,0.71,12.5/17.1,底位/绿柱缩短,20.3%,-0.1%
2-极致缩量潜伏,000902,新洋丰,13.02,0.83,24.8/14.0,底位/绿柱缩短,20.2%,-1.4%
2-极致缩量潜伏,000561,烽火电子,8.15,0.83,20.7/18.1,底位/绿柱缩短,18.2%,-0.4%
2-极致缩量潜伏,600733,北汽蓝谷,6.1,0.83,3.5/18.4,底位/绿柱缩短,17.0%,-0.5%
2-极致缩量潜伏,600372,中航机载,11.21,0.62,22.2/12.1,底位/绿柱缩短,16.6%,-1.2%
2-极致缩量潜伏,603758,秦安股份,10.94,0.58,9.4/22.3,底位/绿柱缩短,16.5%,-1.1%
2-极致缩量潜伏,600271,航天信息,7.44,0.84,19.1/24.2,底位/绿柱缩短,15.0%,-0.8%
3-准入选观察池,002960,青鸟消防,8.1,0.79,1.6/16.1,底位/绿柱缩短,36.7%,-2.3%
3-准入选观察池,002572,索菲亚,9.13,0.85,24.2/11.3,底位/绿柱缩短,33.3%,-3.1%
3-准入选观察池,002093,国脉科技,7.33,0.82,22.0/25.4,底位/绿柱缩短,27.0%,-2.3%
3-准入选观察池,600860,京城股份,9.24,0.77,22.7/25.9,底位/绿柱缩短,26.4%,-1.6%
3-准入选观察池,601012,隆基绿能,13.48,0.96,0.0/10.9,底位/绿柱缩短,26.2%,-1.5%
3-准入选观察池,002312,川发龙蟒,8.94,1.02,18.4/9.4,底位/绿柱缩短,25.4%,-2.3%
3-准入选观察池,002383,合众思壮,7.72,0.9,21.8/19.5,底位/绿柱缩短,24.8%,-1.8%
3-准入选观察池,600435,北方导航,11.81,0.91,15.3/13.1,底位/绿柱缩短,23.8%,-1.2%
3-准入选观察池,000735,罗 牛 山,5.43,1.02,11.9/12.8,底位/绿柱缩短,22.9%,-3.6%
