类型,代码,名称,现价,量比,RSI6/14,KDJ/MACD,距60日线,今日涨跌
0-点火启动(即买即涨),605368,蓝天燃气,6.18,1.12,16.7/29.9,底位/绿柱缩短,19.7%,1.3%
0-点火启动(即买即涨),002530,金财互联,6.94,1.07,19.4/26.8,金叉/绿柱缩短,19.5%,2.1%
0-点火启动(即买即涨),002441,众业达,7.95,0.92,13.3/30.6,底位/绿柱缩短,19.2%,1.9%
0-点火启动(即买即涨),600081,东风科技,9.2,0.9,14.9/29.2,金叉/绿柱缩短,18.9%,1.3%
0-点火启动(即买即涨),002561,徐家汇,6.3,1.28,20.9/27.3,金叉/绿柱缩短,18.8%,2.9%
0-点火启动(即买即涨),002732,燕塘乳业,12.69,1.09,20.0/26.0,金叉/绿柱缩短,18.4%,2.3%
0-点火启动(即买即涨),600682,南京新百,5.33,1.24,24.1/33.1,底位/绿柱缩短,18.4%,3.5%
0-点火启动(即买即涨),600822,上海物贸,7.82,0.94,20.0/33.7,底位/绿柱缩短,18.2%,2.8%
0-点火启动(即买即涨),600956,新天绿能,7.09,0.82,24.2/31.7,金叉/绿柱缩短,18.1%,1.4%
0-点火启动(即买即涨),600348,华阳股份,7.85,1.16,23.7/24.8,金叉/绿柱缩短,17.6%,2.6%
0-点火启动(即买即涨),603768,常青股份,9.38,1.06,18.4/22.7,金叉/绿柱缩短,17.5%,2.7%
0-点火启动(即买即涨),600356,恒丰纸业,7.68,1.19,23.7/28.9,金叉/绿柱缩短,17.4%,3.6%
0-点火启动(即买即涨),603357,设计总院,6.2,0.87,24.6/26.3,金叉/绿柱缩短,17.3%,2.0%
0-点火启动(即买即涨),002722,物产金轮,12.06,1.09,20.8/34.0,金叉/绿柱缩短,17.2%,2.3%
0-点火启动(即买即涨),603299,苏盐井神,8.92,1.0,21.2/27.0,金叉/绿柱缩短,16.9%,1.5%
0-点火启动(即买即涨),002761,浙江建投,6.74,1.06,21.7/32.5,金叉/绿柱缩短,16.7%,1.7%
0-点火启动(即买即涨),600173,卧龙新能,5.99,0.95,17.9/26.9,金叉/绿柱缩短,16.6%,1.4%
0-点火启动(即买即涨),603230,内蒙新华,8.89,0.87,22.0/29.6,金叉/绿柱缩短,16.5%,1.8%
0-点火启动(即买即涨),000421,南京公用,5.1,1.43,25.0/32.1,金叉/绿柱缩短,15.7%,2.8%
0-点火启动(即买即涨),600834,申通地铁,6.72,1.15,22.2/26.8,金叉/绿柱缩短,15.3%,2.1%
0-点火启动(即买即涨),600718,东软集团,7.39,1.0,22.7/32.5,金叉/绿柱缩短,15.3%,2.1%
0-点火启动(即买即涨),603711,香飘飘,11.55,1.16,24.5/30.4,金叉/绿柱缩短,15.1%,4.0%
0-点火启动(即买即涨),600883,博闻科技,7.19,0.88,18.3/31.1,金叉/绿柱缩短,14.9%,2.7%
0-点火启动(即买即涨),601065,江盐集团,6.84,0.92,22.7/28.8,底位/绿柱缩短,14.7%,1.9%
0-点火启动(即买即涨),600116,三峡水利,5.69,0.94,21.7/22.5,底位/绿柱缩短,14.3%,1.6%
0-点火启动(即买即涨),600546,山煤国际,11.3,1.04,21.3/24.0,金叉/绿柱缩短,13.7%,3.4%
0-点火启动(即买即涨),603689,皖天然气,7.08,0.85,19.8/33.7,金叉/绿柱缩短,13.4%,2.2%
0-点火启动(即买即涨),603329,上海雅仕,9.25,1.58,23.9/33.2,金叉/绿柱缩短,13.3%,3.0%
1-多指标共振金叉,001300,三柏硕,11.55,0.8,13.3/8.9,金叉/绿柱缩短,39.3%,2.2%
1-多指标共振金叉,002941,新疆交建,9.66,1.14,19.2/27.7,金叉/绿柱缩短,35.8%,2.3%
1-多指标共振金叉,600598,北大荒,11.03,0.52,17.0/17.3,金叉/绿柱缩短,35.5%,1.8%
1-多指标共振金叉,002221,东华能源,5.42,0.89,21.8/15.6,金叉/绿柱缩短,32.5%,3.0%
1-多指标共振金叉,601858,中国科传,17.72,1.61,15.9/17.1,金叉/绿柱缩短,31.0%,2.4%
1-多指标共振金叉,002677,浙江美大,5.65,0.92,16.4/20.2,金叉/绿柱缩短,29.1%,2.2%
1-多指标共振金叉,001979,招商蛇口,6.57,0.93,19.7/11.1,金叉/绿柱缩短,26.5%,2.2%
1-多指标共振金叉,000009,中国宝安,6.27,0.83,17.1/28.5,金叉/绿柱缩短,25.3%,0.6%
1-多指标共振金叉,603808,歌力思,7.7,0.96,15.3/16.1,金叉/绿柱缩短,25.0%,1.7%
1-多指标共振金叉,002205,国统股份,10.17,1.15,7.2/17.0,金叉/绿柱缩短,24.0%,0.8%
1-多指标共振金叉,000910,大亚圣象,5.2,0.85,11.9/22.7,金叉/绿柱缩短,23.8%,1.4%
1-多指标共振金叉,000875,吉电股份,5.17,1.01,12.5/15.8,金叉/绿柱缩短,23.1%,0.4%
1-多指标共振金叉,001356,富岭股份,8.4,1.25,16.8/30.0,金叉/绿柱缩短,22.7%,1.7%
1-多指标共振金叉,600057,厦门象屿,5.5,1.31,20.8/30.6,金叉/绿柱缩短,22.6%,1.5%
1-多指标共振金叉,600388,龙净环保,14.66,1.55,10.1/29.7,金叉/绿柱缩短,22.5%,0.8%
1-多指标共振金叉,002461,珠江啤酒,7.71,0.89,24.4/19.2,金叉/绿柱缩短,22.3%,1.8%
1-多指标共振金叉,600583,海油工程,5.07,0.8,16.7/33.0,金叉/绿柱缩短,20.9%,0.8%
1-多指标共振金叉,601598,中国外运,5.1,1.07,21.2/3.1,金叉/绿柱缩短,20.0%,2.8%
1-多指标共振金叉,600640,国脉文化,9.9,0.94,22.2/27.1,金叉/绿柱缩短,19.0%,2.4%
1-多指标共振金叉,600006,东风股份,5.21,1.04,16.3/24.5,金叉/绿柱缩短,18.8%,1.6%
1-多指标共振金叉,603221,爱丽家居,10.0,0.71,7.7/18.3,金叉/绿柱缩短,18.6%,1.3%
1-多指标共振金叉,600098,广州发展,6.05,1.04,15.7/19.4,金叉/绿柱缩短,18.0%,2.4%
1-多指标共振金叉,002608,江苏国信,7.04,0.78,10.7/20.9,金叉/绿柱缩短,17.7%,2.0%
1-多指标共振金叉,600373,中文传媒,6.74,1.62,18.3/7.8,金叉/绿柱缩短,17.4%,1.7%
1-多指标共振金叉,002763,汇洁股份,6.94,1.1,19.2/34.2,金叉/绿柱缩短,17.1%,2.2%
1-多指标共振金叉,001914,招商积余,8.3,1.42,21.3/20.7,金叉/绿柱缩短,16.5%,1.7%
1-多指标共振金叉,603788,宁波高发,13.7,1.54,15.0/28.6,金叉/绿柱缩短,16.1%,-0.7%
1-多指标共振金叉,601222,林洋能源,5.38,0.96,12.8/21.8,金叉/绿柱缩短,13.6%,1.1%
1-多指标共振金叉,601728,中国电信,5.27,0.86,17.8/6.8,金叉/绿柱缩短,13.1%,1.5%
2-极致缩量潜伏,605056,咸亨国际,15.96,0.81,21.6/24.5,底位/绿柱缩短,43.7%,-0.2%
2-极致缩量潜伏,603095,越剑智能,14.3,0.77,8.0/18.2,底位/绿柱缩短,35.2%,-0.1%
2-极致缩量潜伏,601857,中国石油,8.73,0.72,6.4/13.9,底位/绿柱缩短,25.8%,0.6%
2-极致缩量潜伏,603098,森特股份,10.53,0.75,20.5/18.4,底位/绿柱缩短,24.6%,-0.2%
2-极致缩量潜伏,601128,常熟银行,5.84,0.7,7.7/12.0,底位/绿柱缩短,24.4%,0.3%
2-极致缩量潜伏,600191,华资实业,9.23,0.7,5.3/27.9,底位/绿柱缩短,24.2%,1.4%
2-极致缩量潜伏,000042,中洲控股,7.66,0.69,0.4/32.4,底位/绿柱缩短,21.8%,0.1%
2-极致缩量潜伏,002117,东港股份,7.95,0.63,20.0/18.9,底位/绿柱缩短,20.1%,0.9%
2-极致缩量潜伏,603112,华翔股份,16.7,0.76,18.4/27.3,底位/绿柱缩短,20.1%,-0.2%
2-极致缩量潜伏,002590,万安科技,10.01,0.75,17.6/26.0,底位/绿柱缩短,19.2%,0.1%
2-极致缩量潜伏,600449,宁夏建材,11.26,0.66,8.7/22.4,底位/绿柱缩短,17.1%,0.7%
3-准入选观察池,600629,华建集团,11.99,1.04,4.1/23.6,底位/绿柱缩短,53.9%,-1.0%
3-准入选观察池,002532,天山铝业,10.82,0.94,17.3/24.6,底位/绿柱缩短,43.8%,0.8%
3-准入选观察池,601600,中国铝业,8.2,0.97,12.0/29.1,底位/绿柱缩短,35.3%,-0.2%
3-准入选观察池,603291,联合水务,8.1,0.93,6.1/21.3,底位/绿柱缩短,32.9%,0.8%
3-准入选观察池,002416,爱施德,9.01,0.9,5.8/32.8,底位/绿柱缩短,32.7%,0.6%
3-准入选观察池,603826,坤彩科技,24.73,0.91,18.6/23.6,底位/绿柱缩短,28.2%,-3.2%
3-准入选观察池,600104,上汽集团,9.78,0.88,14.7/11.7,底位/绿柱缩短,27.5%,0.2%
3-准入选观察池,601808,中海油服,10.84,0.96,14.2/19.1,底位/绿柱缩短,26.9%,0.3%
3-准入选观察池,000928,中钢国际,5.01,1.01,4.9/31.8,底位/绿柱缩短,25.0%,0.6%
3-准入选观察池,603321,梅轮电梯,5.86,1.08,18.9/29.4,底位/金叉,22.6%,2.4%
3-准入选观察池,002825,纳尔股份,8.27,0.86,21.6/21.4,底位/绿柱缩短,22.5%,0.6%
3-准入选观察池,002973,侨银股份,10.4,1.08,1.8/12.5,底位/绿柱缩短,22.4%,0.3%
3-准入选观察池,002295,精艺股份,8.58,1.08,8.0/33.3,底位/绿柱缩短,22.2%,1.2%
3-准入选观察池,002855,捷荣技术,9.53,0.98,11.3/30.0,底位/绿柱缩短,21.1%,0.3%
3-准入选观察池,600218,全柴动力,7.34,0.9,15.6/28.3,底位/绿柱缩短,20.6%,1.7%
3-准入选观察池,000425,徐工机械,8.13,0.99,24.8/32.0,底位/绿柱缩短,19.1%,0.5%
3-准入选观察池,002633,申科股份,15.18,0.91,3.0/28.9,底位/绿柱缩短,18.9%,0.3%
3-准入选观察池,002401,中远海科,11.73,0.98,9.1/31.4,底位/绿柱缩短,18.2%,1.0%
3-准入选观察池,002351,漫步者,9.2,0.85,10.6/34.0,底位/绿柱缩短,17.9%,1.2%
3-准入选观察池,603706,东方环宇,17.86,0.76,21.6/23.0,底位/绿柱缩短,17.3%,3.3%
3-准入选观察池,000011,深物业A,6.62,0.78,13.7/33.5,底位/绿柱缩短,16.8%,2.2%
3-准入选观察池,002966,苏州银行,7.05,0.86,11.9/13.1,底位/绿柱缩短,16.6%,1.3%
3-准入选观察池,600894,广日股份,7.74,0.52,19.3/30.8,底位/绿柱缩短,16.1%,1.6%
3-准入选观察池,000708,中信特钢,12.76,0.97,20.8/33.2,底位/绿柱缩短,16.1%,1.1%
3-准入选观察池,002026,山东威达,10.83,0.94,13.8/24.0,底位/绿柱缩短,15.9%,0.3%
3-准入选观察池,601825,沪农商行,7.52,1.08,6.3/14.6,底位/绿柱缩短,15.8%,0.4%
3-准入选观察池,603685,晨丰科技,27.61,1.08,0.0/29.3,底位/绿柱缩短,15.0%,-3.1%
3-准入选观察池,601998,中信银行,6.88,1.03,4.5/21.7,底位/绿柱缩短,14.3%,-0.7%
3-准入选观察池,603116,红蜻蜓,5.8,0.59,10.5/29.0,底位/绿柱缩短,14.2%,2.1%
3-准入选观察池,002282,博深股份,5.72,0.99,14.5/34.6,底位/绿柱缩短,13.6%,1.6%
3-准入选观察池,000027,深圳能源,6.26,1.01,6.8/25.5,底位/绿柱缩短,13.5%,1.0%
3-准入选观察池,000025,特  力Ａ,13.75,0.57,21.1/33.7,底位/绿柱缩短,12.6%,2.0%
3-准入选观察池,000544,中原环保,7.12,1.02,21.9/30.7,底位/绿柱缩短,12.5%,2.2%
3-准入选观察池,601077,渝农商行,6.18,0.98,22.2/25.6,底位/绿柱缩短,11.8%,1.2%
3-准入选观察池,601921,浙版传媒,6.79,0.77,16.1/27.2,底位/绿柱缩短,11.1%,1.5%
3-准入选观察池,601009,南京银行,10.1,0.9,19.0/18.9,底位/绿柱缩短,10.1%,2.1%
