类型,代码,名称,现价,量比,RSI6/14,KDJ/MACD,距60日线,今日涨跌
1-多指标共振金叉,603801,志邦家居,6.42,0.89,22.2/23.0,金叉/绿柱缩短,28.9%,-0.5%
1-多指标共振金叉,605388,均瑶健康,5.16,0.95,20.0/7.4,金叉/绿柱缩短,27.3%,-0.2%
1-多指标共振金叉,603385,惠达卫浴,5.16,1.34,19.6/33.1,金叉/绿柱缩短,24.5%,-0.2%
1-多指标共振金叉,603810,丰山集团,11.93,1.29,7.1/24.3,金叉/绿柱缩短,23.7%,0.3%
1-多指标共振金叉,002949,华阳国际,10.8,1.33,15.3/31.0,金叉/绿柱缩短,23.5%,1.2%
1-多指标共振金叉,603326,我乐家居,6.6,0.97,14.3/32.4,金叉/绿柱缩短,23.4%,-0.2%
1-多指标共振金叉,603029,天鹅股份,14.94,1.06,9.3/25.7,金叉/绿柱缩短,21.0%,-0.3%
1-多指标共振金叉,600051,宁波联合,6.02,1.02,7.1/28.0,金叉/绿柱缩短,20.0%,-0.3%
1-多指标共振金叉,603096,新经典,14.44,0.88,24.6/29.8,金叉/绿柱缩短,18.5%,0.1%
1-多指标共振金叉,600197,伊力特,10.07,0.66,22.4/7.4,金叉/绿柱缩短,18.0%,0.4%
1-多指标共振金叉,600778,友好集团,5.44,1.08,23.9/26.7,金叉/绿柱缩短,16.4%,-0.4%
1-多指标共振金叉,603107,上海汽配,12.11,0.88,20.7/27.4,金叉/绿柱缩短,15.0%,-0.2%
1-多指标共振金叉,603836,海程邦达,11.49,0.88,14.9/29.3,金叉/绿柱缩短,13.6%,0.1%
1-多指标共振金叉,603329,上海雅仕,9.57,0.62,22.1/26.7,金叉/绿柱缩短,10.9%,-0.4%
2-极致缩量潜伏,001338,永顺泰,9.33,0.54,13.7/19.8,底位/绿柱缩短,30.0%,0.1%
2-极致缩量潜伏,000705,浙江震元,6.31,0.73,17.6/28.8,底位/红柱,25.7%,-1.1%
2-极致缩量潜伏,605169,洪通燃气,9.69,0.5,0.0/20.1,底位/绿柱缩短,25.6%,-1.4%
2-极致缩量潜伏,603551,奥普科技,9.25,0.72,4.8/19.7,底位/绿柱缩短,24.5%,-0.8%
2-极致缩量潜伏,002103,广博股份,6.18,0.74,9.3/21.7,底位/绿柱缩短,24.3%,-1.0%
2-极致缩量潜伏,603707,健友股份,7.15,0.68,23.5/26.9,底位/绿柱缩短,23.9%,-0.1%
2-极致缩量潜伏,002968,新大正,8.96,0.8,17.1/28.8,底位/绿柱缩短,22.7%,0.0%
2-极致缩量潜伏,603569,长久物流,5.3,0.38,20.5/33.8,底位/绿柱缩短,21.7%,-0.4%
2-极致缩量潜伏,603081,大丰实业,9.38,0.64,13.4/26.2,底位/绿柱缩短,21.2%,-0.1%
2-极致缩量潜伏,600138,中青旅,7.07,0.8,24.0/28.1,底位/绿柱缩短,21.0%,-1.3%
2-极致缩量潜伏,002391,长青股份,5.08,0.79,21.4/30.0,底位/绿柱缩短,21.0%,-1.4%
2-极致缩量潜伏,605300,佳禾食品,8.62,0.65,18.2/14.2,底位/绿柱缩短,20.9%,-0.9%
2-极致缩量潜伏,605033,美邦股份,18.11,0.79,21.5/29.4,底位/绿柱缩短,20.1%,-0.6%
